exemplar,aap,bever,bizon,dromedaris,eekhoorn,egel,ezel,giraf,hamster,hert,hond,ijsbeer,kangoeroe,kat,koe,konijn,lama,leeuw,muis,neushoorn,nijlpaard,olifant,paard,schaap,tijger,varken,vleermuis,vos,wolf,zebra
kangoeroe,7.0,12.0,11.0,7.0,7.0,6.0,9.0,7.0,9.0,10.0,8.0,6.0,20.0,7.0,11.0,13.0,6.0,10.0,8.0,11.0,6.0,5.0,8.0,10.0,8.0,7.0,4.0,10.0,9.0,10.0
kat,11.0,10.0,8.0,9.0,11.0,10.0,10.0,4.0,8.0,8.0,11.0,8.0,7.0,20.0,7.0,7.0,4.0,17.0,8.0,4.0,6.0,3.0,8.0,5.0,15.0,8.0,8.0,14.0,10.0,8.0
koe,4.0,5.0,14.0,12.0,5.0,3.0,13.0,9.0,2.0,12.0,7.0,8.0,11.0,7.0,20.0,4.0,12.0,11.0,6.0,12.0,14.0,6.0,11.0,9.0,9.0,11.0,7.0,8.0,11.0,13.0
konijn,9.0,15.0,5.0,7.0,15.0,12.0,7.0,7.0,12.0,5.0,9.0,8.0,13.0,7.0,4.0,20.0,4.0,7.0,12.0,5.0,8.0,4.0,5.0,12.0,8.0,10.0,8.0,8.0,13.0,5.0
lama,11.0,5.0,12.0,14.0,5.0,5.0,13.0,10.0,4.0,11.0,11.0,8.0,6.0,4.0,12.0,4.0,20.0,13.0,5.0,12.0,8.0,7.0,11.0,12.0,10.0,7.0,4.0,11.0,11.0,11.0
leeuw,11.0,5.0,11.0,11.0,10.0,4.0,10.0,10.0,8.0,8.0,12.0,9.0,10.0,17.0,11.0,7.0,13.0,20.0,5.0,8.0,12.0,10.0,11.0,13.0,17.0,8.0,4.0,10.0,14.0,12.0
muis,7.0,13.0,4.0,5.0,13.0,12.0,9.0,2.0,18.0,4.0,11.0,8.0,8.0,8.0,6.0,12.0,5.0,5.0,20.0,9.0,5.0,7.0,9.0,7.0,7.0,6.0,9.0,7.0,8.0,7.0
neushoorn,8.0,5.0,10.0,11.0,7.0,5.0,12.0,11.0,5.0,9.0,7.0,10.0,11.0,4.0,12.0,5.0,12.0,8.0,9.0,20.0,15.0,11.0,12.0,11.0,8.0,6.0,4.0,8.0,8.0,10.0
nijlpaard,4.0,6.0,8.0,14.0,4.0,4.0,8.0,12.0,4.0,7.0,4.0,8.0,6.0,6.0,14.0,8.0,8.0,12.0,5.0,15.0,20.0,12.0,7.0,7.0,9.0,7.0,7.0,5.0,9.0,8.0
olifant,8.0,4.0,11.0,11.0,4.0,4.0,10.0,8.0,5.0,9.0,5.0,6.0,5.0,3.0,6.0,4.0,7.0,10.0,7.0,11.0,12.0,20.0,7.0,8.0,11.0,9.0,5.0,5.0,7.0,11.0
paard,4.0,6.0,9.0,13.0,7.0,4.0,16.0,9.0,4.0,11.0,10.0,7.0,8.0,8.0,11.0,5.0,11.0,11.0,9.0,12.0,7.0,7.0,20.0,10.0,9.0,5.0,6.0,9.0,11.0,14.0
schaap,6.0,7.0,11.0,10.0,9.0,5.0,11.0,6.0,5.0,12.0,7.0,14.0,10.0,5.0,9.0,12.0,12.0,13.0,7.0,11.0,7.0,8.0,10.0,20.0,7.0,11.0,5.0,10.0,11.0,12.0
tijger,10.0,7.0,9.0,8.0,5.0,5.0,11.0,10.0,6.0,8.0,11.0,7.0,8.0,15.0,9.0,8.0,10.0,17.0,7.0,8.0,9.0,11.0,9.0,7.0,20.0,10.0,4.0,10.0,12.0,10.0
varken,7.0,6.0,9.0,5.0,8.0,9.0,6.0,5.0,8.0,7.0,10.0,8.0,7.0,8.0,11.0,10.0,7.0,8.0,6.0,6.0,7.0,9.0,5.0,11.0,10.0,20.0,7.0,10.0,10.0,5.0
vleermuis,10.0,4.0,4.0,4.0,10.0,11.0,6.0,6.0,11.0,5.0,5.0,5.0,4.0,8.0,7.0,8.0,4.0,4.0,9.0,4.0,7.0,5.0,6.0,5.0,4.0,7.0,20.0,6.0,8.0,5.0
vos,7.0,11.0,6.0,9.0,13.0,11.0,6.0,7.0,6.0,9.0,15.0,10.0,10.0,14.0,8.0,8.0,11.0,10.0,7.0,8.0,5.0,5.0,9.0,10.0,10.0,10.0,6.0,20.0,14.0,11.0
wolf,9.0,7.0,14.0,9.0,8.0,7.0,11.0,7.0,5.0,11.0,15.0,8.0,9.0,10.0,11.0,13.0,11.0,14.0,8.0,8.0,9.0,7.0,11.0,11.0,12.0,10.0,8.0,14.0,20.0,11.0
zebra,7.0,4.0,8.0,12.0,7.0,7.0,14.0,11.0,4.0,13.0,8.0,7.0,10.0,8.0,13.0,5.0,11.0,12.0,7.0,10.0,8.0,11.0,14.0,12.0,10.0,5.0,5.0,11.0,11.0,20.0
