exemplar,aap,bever,bizon,dromedaris,eekhoorn,egel,ezel,giraf,hamster,hert,hond,ijsbeer,kangoeroe,kat,koe,konijn,lama,leeuw,muis,neushoorn,nijlpaard,olifant,paard,schaap,tijger,varken,vleermuis,vos,wolf,zebra
hond,15.0,6.0,9.0,9.0,6.0,4.0,15.0,5.0,7.0,11.0,20.0,6.0,11.0,16.0,10.0,10.0,12.0,8.0,6.0,4.0,6.0,8.0,4.0,13.0,8.0,12.0,3.0,11.0,9.0,15.0
ijsbeer,9.0,11.0,13.0,12.0,4.0,5.0,7.0,12.0,4.0,6.0,6.0,20.0,9.0,9.0,12.0,5.0,7.0,14.0,9.0,14.0,12.0,15.0,12.0,3.0,15.0,10.0,3.0,6.0,12.0,9.0
kangoeroe,4.0,8.0,9.0,11.0,7.0,6.0,7.0,8.0,3.0,12.0,11.0,9.0,20.0,7.0,12.0,3.0,10.0,12.0,7.0,12.0,11.0,9.0,9.0,9.0,14.0,8.0,11.0,10.0,5.0,10.0
kat,8.0,17.0,5.0,9.0,9.0,10.0,6.0,7.0,9.0,7.0,16.0,9.0,7.0,20.0,7.0,6.0,8.0,10.0,11.0,7.0,7.0,5.0,5.0,11.0,18.0,9.0,10.0,10.0,8.0,3.0
koe,7.0,8.0,16.0,10.0,8.0,6.0,15.0,8.0,7.0,14.0,10.0,12.0,12.0,7.0,20.0,7.0,11.0,12.0,3.0,5.0,12.0,11.0,15.0,10.0,13.0,16.0,9.0,9.0,12.0,14.0
konijn,9.0,11.0,5.0,4.0,11.0,12.0,9.0,5.0,16.0,8.0,10.0,5.0,3.0,6.0,7.0,20.0,15.0,4.0,12.0,6.0,5.0,9.0,7.0,11.0,3.0,8.0,5.0,11.0,4.0,5.0
lama,11.0,13.0,14.0,16.0,7.0,8.0,12.0,15.0,8.0,16.0,12.0,7.0,10.0,8.0,11.0,15.0,20.0,10.0,9.0,8.0,11.0,10.0,15.0,11.0,10.0,14.0,4.0,4.0,12.0,14.0
leeuw,10.0,4.0,15.0,15.0,4.0,13.0,11.0,12.0,2.0,12.0,8.0,14.0,12.0,10.0,12.0,4.0,10.0,20.0,10.0,12.0,15.0,12.0,13.0,15.0,14.0,5.0,6.0,14.0,16.0,11.0
muis,4.0,12.0,3.0,3.0,15.0,8.0,11.0,5.0,18.0,3.0,6.0,9.0,7.0,11.0,3.0,12.0,9.0,10.0,20.0,2.0,3.0,5.0,9.0,13.0,8.0,11.0,18.0,3.0,2.0,4.0
neushoorn,6.0,8.0,14.0,16.0,1.0,6.0,11.0,8.0,5.0,9.0,4.0,14.0,12.0,7.0,5.0,6.0,8.0,12.0,2.0,20.0,8.0,11.0,10.0,13.0,10.0,14.0,4.0,12.0,7.0,12.0
nijlpaard,11.0,8.0,12.0,15.0,5.0,9.0,8.0,10.0,5.0,11.0,6.0,12.0,11.0,7.0,12.0,5.0,11.0,15.0,3.0,8.0,20.0,12.0,11.0,11.0,5.0,13.0,3.0,9.0,12.0,15.0
olifant,10.0,9.0,14.0,11.0,5.0,5.0,12.0,12.0,4.0,12.0,8.0,15.0,9.0,5.0,11.0,9.0,10.0,12.0,5.0,11.0,12.0,20.0,11.0,10.0,12.0,10.0,4.0,6.0,6.0,13.0
paard,9.0,10.0,13.0,10.0,7.0,8.0,14.0,4.0,5.0,12.0,4.0,12.0,9.0,5.0,15.0,7.0,15.0,13.0,9.0,10.0,11.0,11.0,20.0,9.0,15.0,15.0,5.0,8.0,12.0,13.0
schaap,9.0,10.0,9.0,7.0,5.0,5.0,13.0,11.0,9.0,12.0,13.0,3.0,9.0,11.0,10.0,11.0,11.0,15.0,13.0,13.0,11.0,10.0,9.0,20.0,9.0,12.0,8.0,11.0,7.0,4.0
tijger,6.0,4.0,8.0,8.0,8.0,4.0,11.0,14.0,3.0,9.0,8.0,15.0,14.0,18.0,13.0,3.0,10.0,14.0,8.0,10.0,5.0,12.0,15.0,9.0,20.0,12.0,6.0,11.0,16.0,12.0
varken,5.0,8.0,7.0,13.0,10.0,8.0,15.0,7.0,5.0,15.0,12.0,10.0,8.0,9.0,16.0,8.0,14.0,5.0,11.0,14.0,13.0,10.0,15.0,12.0,12.0,20.0,8.0,11.0,9.0,11.0
vleermuis,12.0,5.0,15.0,5.0,12.0,3.0,5.0,5.0,3.0,8.0,3.0,3.0,11.0,10.0,9.0,5.0,4.0,6.0,18.0,4.0,3.0,4.0,5.0,8.0,6.0,8.0,20.0,12.0,7.0,4.0
vos,12.0,14.0,8.0,8.0,8.0,8.0,9.0,10.0,3.0,10.0,11.0,6.0,10.0,10.0,9.0,11.0,4.0,14.0,3.0,12.0,9.0,6.0,8.0,11.0,11.0,11.0,12.0,20.0,18.0,15.0
wolf,8.0,8.0,11.0,9.0,11.0,3.0,9.0,8.0,2.0,6.0,9.0,12.0,5.0,8.0,12.0,4.0,12.0,16.0,2.0,7.0,12.0,6.0,12.0,7.0,16.0,9.0,7.0,18.0,20.0,13.0
zebra,8.0,14.0,14.0,11.0,9.0,10.0,12.0,10.0,5.0,12.0,15.0,9.0,10.0,3.0,14.0,5.0,14.0,11.0,4.0,12.0,15.0,13.0,13.0,4.0,12.0,11.0,4.0,15.0,13.0,20.0
