exemplar,apple,apricot,banana,blackberry,blueberry,cherry,coconut,dates,fig,grape,grapefruit,kiwi,lemon,lime,lychee,mandarine,mango,melon,nectarine,orange,papaya,passion fruit,peach,pear,pineapple,plum,pumpkin,raspberry,red currant,strawberry
papaya,2.0,20.0,2.0,16.0,30.0,14.0,30.0,4.0,4.0,30.0,16.0,30.0,6.0,10.0,10.0,2.0,-2.0,24.0,20.0,4.0,20.0,20.0,4.0,20.0,2.0,20.0,2.0,34.0,20.0,2.0
passion fruit,4.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,10.0,2.0,10.0,4.0,4.0,2.0,4.0,2.0,-2.0,6.0,20.0,20.0,20.0,20.0,20.0,14.0,2.0,10.0,2.0,2.0,10.0,2.0
peach,4.0,14.0,2.0,2.0,2.0,2.0,4.0,4.0,14.0,2.0,8.0,20.0,2.0,2.0,6.0,2.0,-2.0,36.0,4.0,4.0,4.0,20.0,20.0,6.0,2.0,20.0,2.0,20.0,2.0,4.0
pear,4.0,24.0,2.0,4.0,4.0,2.0,2.0,22.0,36.0,2.0,6.0,4.0,10.0,2.0,10.0,2.0,-2.0,30.0,6.0,20.0,20.0,14.0,6.0,20.0,2.0,30.0,2.0,6.0,2.0,2.0
pineapple,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,20.0,2.0,2.0,2.0,2.0,2.0
plum,8.0,36.0,2.0,4.0,4.0,6.0,2.0,24.0,24.0,8.0,4.0,10.0,10.0,2.0,6.0,4.0,-2.0,24.0,10.0,36.0,20.0,10.0,20.0,30.0,2.0,20.0,2.0,10.0,4.0,2.0
pumpkin,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,20.0,2.0,2.0,2.0
raspberry,4.0,4.0,2.0,36.0,36.0,20.0,4.0,4.0,4.0,34.0,2.0,32.0,4.0,20.0,2.0,2.0,-2.0,2.0,2.0,2.0,34.0,2.0,20.0,6.0,2.0,10.0,2.0,20.0,4.0,2.0
red currant,4.0,10.0,2.0,30.0,4.0,36.0,10.0,4.0,10.0,2.0,2.0,20.0,2.0,2.0,2.0,6.0,-2.0,4.0,4.0,4.0,20.0,10.0,2.0,2.0,2.0,4.0,2.0,4.0,20.0,8.0
strawberry,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,8.0,20.0
