exemplar,apple,apricot,banana,blackberry,blueberry,cherry,coconut,dates,fig,grape,grapefruit,kiwi,lemon,lime,lychee,mandarine,mango,melon,nectarine,orange,papaya,passion fruit,peach,pear,pineapple,plum,pumpkin,raspberry,red currant,strawberry
grapefruit,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,20.0,12.0,11.0,14.0,12.0,14.0,12.0,12.0,12.0,14.0,12.0,14.0,11.0,12.0,12.0,11.0,8.0,11.0,11.0,11.0
kiwi,11.0,12.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,11.0,12.0,20.0,11.0,11.0,12.0,11.0,13.0,12.0,12.0,12.0,11.0,13.0,11.0,11.0,12.0,11.0,8.0,11.0,11.0,11.0
lemon,11.0,11.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,20.0,16.0,11.0,13.0,11.0,11.0,11.0,15.0,11.0,11.0,10.0,11.0,11.0,11.0,8.0,11.0,11.0,11.0
lime,11.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,14.0,11.0,16.0,20.0,11.0,15.0,11.0,11.0,11.0,14.0,11.0,12.0,11.0,10.0,11.0,11.0,8.0,11.0,11.0,11.0
lychee,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,13.0,12.0,12.0,11.0,11.0,20.0,11.0,12.0,12.0,12.0,12.0,12.0,13.0,12.0,11.0,11.0,11.0,7.0,12.0,12.0,11.0
mandarine,12.0,12.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,11.0,14.0,11.0,13.0,15.0,11.0,20.0,12.0,11.0,12.0,18.0,12.0,12.0,11.0,11.0,11.0,11.0,9.0,11.0,11.0,11.0
mango,11.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,13.0,11.0,11.0,12.0,12.0,20.0,14.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,12.0,8.0,11.0,11.0,11.0
melon,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,14.0,20.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,10.0,11.0,11.0,11.0
nectarine,12.0,15.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,11.0,20.0,12.0,11.0,13.0,16.0,11.0,11.0,16.0,7.0,11.0,11.0,11.0
orange,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,14.0,12.0,15.0,14.0,12.0,18.0,12.0,11.0,12.0,20.0,11.0,12.0,11.0,11.0,11.0,11.0,8.0,11.0,11.0,11.0
papaya,12.0,11.0,11.0,12.0,11.0,12.0,11.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,11.0,20.0,12.0,12.0,11.0,12.0,11.0,8.0,11.0,11.0,11.0
passion fruit,12.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,14.0,13.0,11.0,12.0,13.0,12.0,12.0,12.0,13.0,12.0,12.0,20.0,13.0,11.0,11.0,12.0,10.0,11.0,11.0,12.0
peach,11.0,16.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,10.0,11.0,12.0,11.0,11.0,11.0,16.0,11.0,12.0,13.0,20.0,11.0,11.0,14.0,9.0,11.0,11.0,11.0
pear,14.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,20.0,11.0,11.0,8.0,11.0,11.0,11.0
pineapple,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,11.0,11.0,20.0,11.0,8.0,11.0,11.0,11.0
plum,11.0,13.0,11.0,11.0,11.0,16.0,11.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,16.0,11.0,11.0,12.0,14.0,11.0,11.0,20.0,8.0,11.0,11.0,11.0
pumpkin,8.0,8.0,9.0,7.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0,10.0,7.0,8.0,8.0,10.0,9.0,8.0,8.0,8.0,20.0,8.0,9.0,8.0
raspberry,11.0,11.0,11.0,15.0,14.0,11.0,10.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,8.0,20.0,14.0,12.0
red currant,11.0,11.0,11.0,14.0,14.0,12.0,11.0,11.0,11.0,13.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,14.0,20.0,12.0
strawberry,11.0,11.0,11.0,12.0,13.0,12.0,10.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,8.0,12.0,12.0,20.0
