exemplar,apple,apricot,banana,blackberry,blueberry,cherry,coconut,dates,fig,grape,grapefruit,kiwi,lemon,lime,lychee,mandarine,mango,melon,nectarine,orange,papaya,passion fruit,peach,pear,pineapple,plum,pumpkin,raspberry,red currant,strawberry
orange,18.0,4.0,16.0,6.0,9.0,11.0,9.0,8.0,8.0,9.0,18.0,14.0,17.0,10.0,8.0,19.0,12.0,12.0,16.0,20.0,9.0,11.0,15.0,15.0,7.0,11.0,12.0,9.0,10.0,12.0
papaya,9.0,10.0,10.0,10.0,11.0,10.0,14.0,7.0,11.0,11.0,12.0,11.0,10.0,12.0,11.0,8.0,13.0,6.0,10.0,9.0,20.0,11.0,9.0,8.0,12.0,13.0,6.0,10.0,11.0,9.0
passion fruit,12.0,12.0,10.0,7.0,10.0,11.0,11.0,8.0,12.0,14.0,8.0,12.0,17.0,18.0,12.0,11.0,13.0,8.0,8.0,11.0,11.0,20.0,11.0,7.0,9.0,12.0,11.0,14.0,10.0,12.0
peach,14.0,9.0,15.0,7.0,5.0,11.0,8.0,8.0,7.0,10.0,14.0,10.0,12.0,14.0,11.0,15.0,11.0,10.0,19.0,15.0,9.0,11.0,20.0,10.0,12.0,14.0,12.0,14.0,4.0,10.0
pear,19.0,8.0,15.0,9.0,10.0,13.0,9.0,7.0,5.0,6.0,8.0,13.0,8.0,8.0,9.0,12.0,8.0,11.0,14.0,15.0,8.0,7.0,10.0,20.0,8.0,14.0,7.0,8.0,8.0,12.0
pineapple,6.0,8.0,7.0,11.0,6.0,8.0,15.0,8.0,6.0,9.0,11.0,10.0,9.0,6.0,8.0,11.0,8.0,13.0,11.0,7.0,12.0,9.0,12.0,8.0,20.0,5.0,15.0,11.0,5.0,4.0
plum,13.0,14.0,8.0,12.0,8.0,12.0,9.0,11.0,13.0,11.0,8.0,12.0,13.0,11.0,15.0,12.0,12.0,9.0,13.0,11.0,13.0,12.0,14.0,14.0,5.0,20.0,7.0,14.0,9.0,11.0
pumpkin,12.0,5.0,8.0,8.0,4.0,9.0,12.0,6.0,4.0,5.0,10.0,5.0,11.0,10.0,8.0,8.0,10.0,16.0,12.0,12.0,6.0,11.0,12.0,7.0,15.0,7.0,20.0,9.0,5.0,10.0
raspberry,11.0,11.0,9.0,15.0,15.0,10.0,8.0,12.0,7.0,11.0,5.0,9.0,11.0,9.0,12.0,8.0,12.0,10.0,11.0,9.0,10.0,14.0,14.0,8.0,11.0,14.0,9.0,20.0,16.0,15.0
red currant,9.0,11.0,9.0,17.0,16.0,13.0,4.0,6.0,9.0,12.0,4.0,8.0,10.0,10.0,11.0,9.0,8.0,4.0,10.0,10.0,11.0,10.0,4.0,8.0,5.0,9.0,5.0,16.0,20.0,13.0
strawberry,8.0,10.0,16.0,13.0,14.0,12.0,4.0,6.0,9.0,10.0,10.0,5.0,14.0,12.0,10.0,14.0,13.0,8.0,11.0,12.0,9.0,12.0,10.0,12.0,4.0,11.0,10.0,15.0,13.0,20.0
