exemplar,bathing suit,beanie,belt,blouse,boots,bra,cap,coat,dress,dungarees,hat,jeans,mittens,panties,pants,pullover,pyjamas,scarf,shirt,shoes,shorts,skirt,socks,suit,sweater,t-shirt,tie,top,tracksuit
hat,4.0,17.0,10.0,5.0,5.0,5.0,18.0,5.0,5.0,10.0,20.0,6.0,5.0,15.0,15.0,5.0,6.0,5.0,15.0,10.0,5.0,5.0,5.0,10.0,5.0,5.0,15.0,5.0,5.0
jeans,2.0,5.0,5.0,10.0,9.0,3.0,5.0,10.0,5.0,5.0,6.0,20.0,5.0,10.0,15.0,5.0,5.0,5.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0,15.0,10.0,5.0,5.0
mittens,5.0,5.0,5.0,5.0,15.0,7.0,5.0,5.0,12.0,5.0,5.0,5.0,20.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,5.0,10.0,5.0,4.0,5.0,5.0
panties,5.0,5.0,5.0,10.0,5.0,12.0,1.0,5.0,14.0,5.0,15.0,10.0,5.0,20.0,10.0,10.0,5.0,4.0,15.0,5.0,12.0,15.0,5.0,10.0,5.0,5.0,5.0,5.0,4.0
pants,5.0,5.0,18.0,10.0,8.0,5.0,5.0,10.0,10.0,15.0,15.0,15.0,5.0,10.0,20.0,5.0,10.0,10.0,15.0,15.0,5.0,10.0,4.0,15.0,5.0,2.0,10.0,7.0,18.0
pullover,5.0,14.0,5.0,15.0,5.0,10.0,5.0,10.0,5.0,5.0,5.0,5.0,3.0,10.0,5.0,20.0,1.0,5.0,15.0,5.0,5.0,10.0,5.0,5.0,15.0,5.0,5.0,15.0,5.0
pyjamas,5.0,3.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,10.0,1.0,20.0,5.0,5.0,5.0,16.0,5.0,5.0,15.0,5.0,5.0,5.0,5.0,3.0
scarf,5.0,15.0,5.0,4.0,3.0,5.0,10.0,5.0,5.0,10.0,5.0,5.0,5.0,4.0,10.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,6.0,15.0,5.0,7.0,5.0,12.0
shirt,3.0,10.0,2.0,10.0,10.0,3.0,5.0,10.0,5.0,5.0,15.0,5.0,5.0,15.0,15.0,15.0,5.0,5.0,20.0,5.0,5.0,5.0,14.0,10.0,5.0,5.0,15.0,5.0,5.0
shoes,5.0,5.0,10.0,14.0,18.0,5.0,5.0,7.0,5.0,5.0,10.0,15.0,5.0,5.0,15.0,5.0,5.0,5.0,5.0,20.0,5.0,10.0,15.0,5.0,10.0,10.0,4.0,5.0,16.0
shorts,5.0,5.0,15.0,3.0,3.0,5.0,5.0,6.0,10.0,10.0,5.0,5.0,5.0,12.0,5.0,5.0,16.0,5.0,5.0,5.0,20.0,2.0,5.0,2.0,10.0,5.0,5.0,10.0,10.0
skirt,5.0,5.0,5.0,5.0,5.0,15.0,5.0,5.0,10.0,5.0,5.0,10.0,5.0,15.0,10.0,10.0,5.0,5.0,5.0,10.0,2.0,20.0,5.0,3.0,10.0,2.0,4.0,10.0,10.0
socks,5.0,9.0,5.0,5.0,10.0,5.0,10.0,10.0,5.0,10.0,5.0,10.0,10.0,5.0,4.0,5.0,5.0,5.0,14.0,15.0,5.0,5.0,20.0,15.0,10.0,5.0,10.0,5.0,8.0
suit,5.0,10.0,5.0,5.0,5.0,5.0,3.0,3.0,15.0,5.0,10.0,5.0,5.0,10.0,15.0,5.0,15.0,6.0,10.0,5.0,2.0,3.0,15.0,20.0,5.0,3.0,18.0,2.0,5.0
sweater,5.0,10.0,5.0,10.0,5.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0,15.0,5.0,15.0,5.0,10.0,10.0,10.0,10.0,5.0,20.0,5.0,10.0,4.0,10.0
t-shirt,3.0,15.0,15.0,10.0,10.0,10.0,5.0,10.0,5.0,5.0,5.0,15.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,10.0,5.0,2.0,5.0,3.0,5.0,20.0,5.0,5.0,15.0
tie,2.0,4.0,12.0,5.0,5.0,3.0,4.0,10.0,1.0,5.0,15.0,10.0,4.0,5.0,10.0,5.0,5.0,7.0,15.0,4.0,5.0,4.0,10.0,18.0,10.0,5.0,20.0,5.0,5.0
top,5.0,5.0,5.0,15.0,5.0,10.0,5.0,7.0,15.0,5.0,5.0,5.0,5.0,5.0,7.0,15.0,5.0,5.0,5.0,5.0,10.0,10.0,5.0,2.0,4.0,5.0,5.0,20.0,5.0
tracksuit,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,14.0,10.0,5.0,5.0,5.0,4.0,18.0,5.0,3.0,12.0,5.0,16.0,10.0,10.0,8.0,5.0,10.0,15.0,5.0,5.0,20.0
