exemplar,blackbird,canary,chickadee,chicken,crow,cuckoo,dove,duck,eagle,falcon,heron,magpie,ostrich,owl,parakeet,parrot,peacock,pelican,penguin,pheasant,robin,rooster,seagull,sparrow,stork,swallow,swan,turkey,vulture,woodpecker
magpie,16.0,12.0,12.0,6.0,14.0,12.0,12.0,11.0,11.0,12.0,13.0,20.0,11.0,14.0,11.0,13.0,8.0,11.0,6.0,12.0,13.0,9.0,14.0,13.0,12.0,14.0,11.0,11.0,11.0,14.0
ostrich,4.0,7.0,6.0,6.0,9.0,12.0,11.0,3.0,11.0,9.0,11.0,11.0,20.0,7.0,9.0,11.0,11.0,12.0,11.0,11.0,8.0,11.0,9.0,6.0,12.0,11.0,13.0,11.0,12.0,11.0
owl,8.0,12.0,11.0,6.0,14.0,17.0,12.0,11.0,14.0,16.0,12.0,14.0,7.0,20.0,13.0,12.0,12.0,10.0,11.0,9.0,12.0,13.0,12.0,8.0,13.0,12.0,8.0,8.0,11.0,13.0
parakeet,14.0,18.0,14.0,11.0,12.0,13.0,12.0,11.0,12.0,13.0,11.0,11.0,9.0,13.0,20.0,13.0,12.0,11.0,5.0,12.0,14.0,8.0,13.0,13.0,11.0,15.0,8.0,9.0,11.0,12.0
parrot,13.0,12.0,11.0,12.0,12.0,11.0,11.0,5.0,17.0,14.0,12.0,13.0,11.0,12.0,13.0,20.0,12.0,12.0,9.0,10.0,11.0,12.0,11.0,12.0,11.0,11.0,11.0,11.0,14.0,11.0
peacock,11.0,11.0,8.0,11.0,11.0,13.0,11.0,10.0,10.0,10.0,14.0,8.0,11.0,12.0,12.0,12.0,20.0,11.0,8.0,14.0,9.0,11.0,8.0,11.0,7.0,11.0,9.0,7.0,11.0,15.0
pelican,11.0,11.0,11.0,9.0,9.0,13.0,11.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,11.0,12.0,11.0,20.0,11.0,7.0,11.0,11.0,15.0,11.0,14.0,9.0,12.0,11.0,13.0,13.0
penguin,6.0,9.0,11.0,9.0,11.0,11.0,8.0,15.0,11.0,11.0,11.0,6.0,11.0,11.0,5.0,9.0,8.0,11.0,20.0,8.0,9.0,9.0,7.0,9.0,7.0,6.0,14.0,11.0,7.0,6.0
pheasant,8.0,11.0,11.0,9.0,11.0,11.0,11.0,9.0,11.0,10.0,11.0,12.0,11.0,9.0,12.0,10.0,14.0,7.0,8.0,20.0,10.0,12.0,11.0,11.0,12.0,11.0,9.0,11.0,11.0,11.0
robin,14.0,15.0,13.0,4.0,12.0,11.0,18.0,9.0,9.0,13.0,12.0,13.0,8.0,12.0,14.0,11.0,9.0,11.0,9.0,10.0,20.0,11.0,11.0,17.0,11.0,16.0,11.0,8.0,9.0,11.0
rooster,11.0,11.0,11.0,18.0,13.0,7.0,7.0,9.0,11.0,13.0,11.0,9.0,11.0,13.0,8.0,12.0,11.0,11.0,9.0,12.0,11.0,20.0,9.0,9.0,10.0,7.0,8.0,17.0,11.0,8.0
seagull,14.0,11.0,11.0,6.0,15.0,13.0,14.0,9.0,13.0,14.0,13.0,14.0,9.0,12.0,13.0,11.0,8.0,15.0,7.0,11.0,11.0,9.0,20.0,11.0,11.0,14.0,12.0,9.0,11.0,14.0
sparrow,14.0,14.0,18.0,7.0,13.0,14.0,14.0,9.0,12.0,12.0,12.0,13.0,6.0,8.0,13.0,12.0,11.0,11.0,9.0,11.0,17.0,9.0,11.0,20.0,9.0,18.0,9.0,11.0,11.0,13.0
stork,12.0,11.0,9.0,11.0,12.0,14.0,12.0,10.0,16.0,14.0,16.0,12.0,12.0,13.0,11.0,11.0,7.0,14.0,7.0,12.0,11.0,10.0,11.0,9.0,20.0,10.0,12.0,11.0,14.0,14.0
swallow,14.0,16.0,16.0,8.0,12.0,11.0,10.0,11.0,11.0,13.0,11.0,14.0,11.0,12.0,15.0,11.0,11.0,9.0,6.0,11.0,16.0,7.0,14.0,18.0,10.0,20.0,9.0,11.0,11.0,13.0
swan,7.0,11.0,11.0,6.0,11.0,11.0,11.0,16.0,12.0,7.0,12.0,11.0,13.0,8.0,8.0,11.0,9.0,12.0,14.0,9.0,11.0,8.0,12.0,9.0,12.0,9.0,20.0,12.0,11.0,8.0
turkey,11.0,8.0,9.0,18.0,9.0,11.0,9.0,14.0,9.0,12.0,11.0,11.0,11.0,8.0,9.0,11.0,7.0,11.0,11.0,11.0,8.0,17.0,9.0,11.0,11.0,11.0,12.0,20.0,12.0,11.0
vulture,11.0,7.0,6.0,9.0,13.0,11.0,11.0,8.0,16.0,16.0,14.0,11.0,12.0,11.0,11.0,14.0,11.0,13.0,7.0,11.0,9.0,11.0,11.0,11.0,14.0,11.0,11.0,12.0,20.0,12.0
woodpecker,15.0,12.0,15.0,8.0,14.0,13.0,14.0,8.0,13.0,13.0,17.0,14.0,11.0,13.0,12.0,11.0,15.0,13.0,6.0,11.0,11.0,8.0,14.0,13.0,14.0,13.0,8.0,11.0,12.0,20.0
