exemplar,apple,apricot,banana,blackberry,blueberry,cherry,coconut,dates,fig,grape,grapefruit,kiwi,lemon,lime,lychee,mandarine,mango,melon,nectarine,orange,papaya,passion fruit,peach,pear,pineapple,plum,pumpkin,raspberry,red currant,strawberry
grapefruit,9.0,10.0,9.0,8.0,8.0,4.0,6.0,9.0,10.0,10.0,20.0,9.0,16.0,8.0,5.0,15.0,8.0,9.0,9.0,15.0,11.0,10.0,9.0,9.0,10.0,9.0,15.0,11.0,14.0,9.0
kiwi,9.0,6.0,9.0,7.0,9.0,4.0,9.0,6.0,8.0,7.0,9.0,20.0,9.0,9.0,10.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,11.0,10.0,8.0,8.0,4.0,6.0,11.0,11.0
lemon,8.0,4.0,9.0,9.0,5.0,4.0,4.0,6.0,7.0,7.0,16.0,9.0,20.0,18.0,8.0,12.0,9.0,10.0,6.0,17.0,5.0,6.0,6.0,4.0,12.0,4.0,4.0,6.0,9.0,6.0
lime,8.0,7.0,6.0,9.0,4.0,9.0,5.0,4.0,7.0,7.0,8.0,9.0,18.0,20.0,13.0,10.0,7.0,10.0,6.0,14.0,6.0,7.0,6.0,8.0,10.0,10.0,4.0,10.0,7.0,10.0
lychee,7.0,6.0,10.0,6.0,9.0,10.0,9.0,9.0,13.0,6.0,5.0,10.0,8.0,13.0,20.0,9.0,8.0,7.0,9.0,5.0,8.0,9.0,8.0,4.0,9.0,14.0,6.0,6.0,8.0,9.0
mandarine,5.0,8.0,9.0,10.0,8.0,8.0,6.0,2.0,4.0,6.0,15.0,9.0,12.0,10.0,9.0,20.0,13.0,9.0,11.0,17.0,11.0,8.0,10.0,9.0,7.0,9.0,15.0,8.0,8.0,8.0
mango,9.0,7.0,7.0,7.0,8.0,12.0,9.0,5.0,9.0,10.0,8.0,8.0,9.0,7.0,8.0,13.0,20.0,10.0,14.0,12.0,7.0,13.0,11.0,8.0,9.0,5.0,9.0,10.0,14.0,8.0
melon,10.0,9.0,9.0,9.0,8.0,13.0,7.0,4.0,4.0,9.0,9.0,8.0,10.0,10.0,7.0,9.0,10.0,20.0,8.0,10.0,11.0,8.0,8.0,10.0,9.0,10.0,8.0,9.0,7.0,10.0
nectarine,10.0,12.0,11.0,7.0,10.0,12.0,9.0,4.0,8.0,11.0,9.0,8.0,6.0,6.0,9.0,11.0,14.0,8.0,20.0,13.0,7.0,7.0,17.0,9.0,9.0,11.0,9.0,11.0,8.0,9.0
orange,12.0,8.0,6.0,5.0,7.0,10.0,7.0,4.0,4.0,9.0,15.0,9.0,17.0,14.0,5.0,17.0,12.0,10.0,13.0,20.0,9.0,9.0,8.0,11.0,9.0,5.0,6.0,9.0,9.0,7.0
papaya,5.0,12.0,7.0,7.0,8.0,8.0,9.0,4.0,6.0,9.0,11.0,9.0,5.0,6.0,8.0,11.0,7.0,11.0,7.0,9.0,20.0,11.0,11.0,12.0,9.0,9.0,6.0,9.0,8.0,9.0
passion fruit,4.0,7.0,11.0,5.0,11.0,9.0,6.0,8.0,12.0,8.0,10.0,9.0,6.0,7.0,9.0,8.0,13.0,8.0,7.0,9.0,11.0,20.0,10.0,9.0,5.0,9.0,8.0,7.0,9.0,9.0
peach,11.0,14.0,11.0,10.0,9.0,13.0,10.0,6.0,6.0,12.0,9.0,11.0,6.0,6.0,8.0,10.0,11.0,8.0,17.0,8.0,11.0,10.0,20.0,11.0,11.0,11.0,7.0,9.0,5.0,6.0
pear,15.0,8.0,13.0,7.0,6.0,9.0,4.0,9.0,9.0,6.0,9.0,10.0,4.0,8.0,4.0,9.0,8.0,10.0,9.0,11.0,12.0,9.0,11.0,20.0,11.0,9.0,2.0,8.0,9.0,10.0
pineapple,9.0,8.0,15.0,9.0,6.0,8.0,17.0,4.0,5.0,8.0,10.0,8.0,12.0,10.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,5.0,11.0,11.0,20.0,5.0,16.0,7.0,14.0,10.0
plum,11.0,15.0,8.0,10.0,9.0,10.0,5.0,13.0,13.0,9.0,9.0,8.0,4.0,10.0,14.0,9.0,5.0,10.0,11.0,5.0,9.0,9.0,11.0,9.0,5.0,20.0,8.0,7.0,14.0,9.0
pumpkin,6.0,4.0,9.0,12.0,11.0,8.0,4.0,4.0,6.0,5.0,15.0,4.0,4.0,4.0,6.0,15.0,9.0,8.0,9.0,6.0,6.0,8.0,7.0,2.0,16.0,8.0,20.0,7.0,8.0,8.0
raspberry,6.0,12.0,9.0,17.0,15.0,13.0,4.0,7.0,2.0,10.0,11.0,6.0,6.0,10.0,6.0,8.0,10.0,9.0,11.0,9.0,9.0,7.0,9.0,8.0,7.0,7.0,7.0,20.0,12.0,5.0
red currant,6.0,12.0,10.0,17.0,15.0,7.0,9.0,7.0,8.0,14.0,14.0,11.0,9.0,7.0,8.0,8.0,14.0,7.0,8.0,9.0,8.0,9.0,5.0,9.0,14.0,14.0,8.0,12.0,20.0,12.0
strawberry,10.0,8.0,9.0,9.0,12.0,11.0,6.0,8.0,6.0,10.0,9.0,11.0,6.0,10.0,9.0,8.0,8.0,10.0,9.0,7.0,9.0,9.0,6.0,10.0,10.0,9.0,8.0,5.0,12.0,20.0
