exemplar,apple,apricot,banana,blackberry,blueberry,cherry,coconut,dates,fig,grape,grapefruit,kiwi,lemon,lime,lychee,mandarine,mango,melon,nectarine,orange,papaya,passion fruit,peach,pear,pineapple,plum,pumpkin,raspberry,red currant,strawberry
nectarine,7.0,16.0,15.0,6.0,2.0,7.0,2.0,10.0,2.0,2.0,7.0,3.0,6.0,8.0,2.0,6.0,15.0,6.0,20.0,14.0,7.0,7.0,18.0,4.0,4.0,10.0,1.0,2.0,2.0,3.0
orange,14.0,6.0,15.0,3.0,7.0,10.0,2.0,3.0,3.0,2.0,18.0,2.0,16.0,14.0,4.0,20.0,12.0,8.0,14.0,20.0,5.0,7.0,13.0,6.0,6.0,2.0,6.0,3.0,2.0,4.0
papaya,12.0,8.0,1.0,,2.0,2.0,4.0,2.0,3.0,4.0,8.0,1.0,2.0,6.0,2.0,11.0,12.0,5.0,7.0,5.0,20.0,6.0,5.0,6.0,6.0,3.0,3.0,1.0,2.0,2.0
passion fruit,11.0,8.0,4.0,3.0,3.0,2.0,6.0,2.0,6.0,8.0,14.0,16.0,16.0,7.0,6.0,6.0,16.0,5.0,7.0,7.0,6.0,20.0,6.0,4.0,3.0,9.0,2.0,3.0,2.0,2.0
peach,6.0,17.0,4.0,3.0,3.0,12.0,1.0,3.0,4.0,5.0,2.0,6.0,2.0,5.0,12.0,16.0,6.0,5.0,18.0,13.0,5.0,6.0,20.0,1.0,4.0,4.0,5.0,6.0,5.0,6.0
pear,16.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,6.0,6.0,4.0,1.0,20.0,1.0,2.0,1.0,2.0,1.0,1.0
pineapple,5.0,1.0,15.0,2.0,2.0,2.0,9.0,2.0,1.0,1.0,1.0,2.0,13.0,6.0,10.0,3.0,6.0,13.0,4.0,6.0,6.0,3.0,4.0,1.0,20.0,2.0,1.0,3.0,2.0,3.0
plum,7.0,15.0,2.0,4.0,15.0,5.0,2.0,15.0,7.0,18.0,4.0,6.0,3.0,2.0,8.0,4.0,5.0,3.0,10.0,2.0,3.0,9.0,4.0,2.0,2.0,20.0,2.0,6.0,4.0,6.0
pumpkin,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,13.0,1.0,6.0,3.0,2.0,5.0,1.0,1.0,2.0,20.0,2.0,1.0,2.0
raspberry,2.0,2.0,2.0,16.0,17.0,7.0,1.0,6.0,11.0,6.0,1.0,3.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,6.0,2.0,3.0,6.0,2.0,20.0,18.0,18.0
red currant,2.0,3.0,2.0,17.0,16.0,16.0,16.0,1.0,6.0,6.0,2.0,2.0,3.0,7.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,18.0,20.0,15.0
strawberry,2.0,3.0,1.0,7.0,6.0,16.0,7.0,8.0,2.0,4.0,2.0,1.0,1.0,2.0,8.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,6.0,1.0,3.0,6.0,2.0,18.0,15.0,20.0
