exemplar,apple,apricot,banana,blackberry,blueberry,cherry,coconut,dates,fig,grape,grapefruit,kiwi,lemon,lime,lychee,mandarine,mango,melon,nectarine,orange,papaya,passion fruit,peach,pear,pineapple,plum,pumpkin,raspberry,red currant,strawberry
lemon,8.0,8.0,5.0,1.0,2.0,3.0,6.0,3.0,3.0,8.0,7.0,10.0,20.0,,,15.0,18.0,9.0,10.0,13.0,,16.0,10.0,4.0,7.0,6.0,9.0,1.0,,3.0
lime,9.0,9.0,1.0,,3.0,5.0,6.0,2.0,7.0,7.0,9.0,13.0,,20.0,,12.0,16.0,6.0,6.0,14.0,,16.0,9.0,5.0,6.0,8.0,15.0,,,
lychee,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,
mandarine,8.0,15.0,3.0,3.0,3.0,8.0,5.0,13.0,4.0,3.0,8.0,9.0,15.0,12.0,,20.0,11.0,5.0,19.0,8.0,,10.0,15.0,5.0,3.0,15.0,5.0,2.0,,6.0
mango,9.0,17.0,6.0,1.0,4.0,3.0,5.0,5.0,5.0,6.0,6.0,15.0,18.0,16.0,,11.0,20.0,15.0,19.0,15.0,,19.0,15.0,4.0,4.0,10.0,15.0,7.0,,2.0
melon,14.0,7.0,3.0,2.0,2.0,3.0,15.0,3.0,2.0,12.0,17.0,6.0,9.0,6.0,,5.0,15.0,20.0,8.0,12.0,,15.0,5.0,6.0,5.0,9.0,16.0,1.0,,5.0
nectarine,7.0,17.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,9.0,19.0,10.0,10.0,6.0,,19.0,19.0,8.0,20.0,12.0,,19.0,19.0,8.0,5.0,13.0,12.0,5.0,,4.0
orange,11.0,9.0,6.0,2.0,2.0,5.0,7.0,4.0,4.0,6.0,18.0,8.0,13.0,14.0,,8.0,15.0,12.0,12.0,20.0,,15.0,13.0,3.0,10.0,6.0,16.0,3.0,,4.0
papaya,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,
passion fruit,1.0,15.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,6.0,16.0,16.0,16.0,,10.0,19.0,15.0,19.0,15.0,,20.0,20.0,1.0,15.0,1.0,15.0,2.0,,1.0
peach,11.0,20.0,5.0,3.0,4.0,3.0,4.0,4.0,6.0,3.0,6.0,8.0,10.0,9.0,,15.0,15.0,5.0,19.0,13.0,,20.0,20.0,7.0,4.0,15.0,12.0,3.0,,3.0
pear,15.0,8.0,6.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,6.0,6.0,4.0,5.0,,5.0,4.0,6.0,8.0,3.0,,1.0,7.0,20.0,5.0,5.0,3.0,2.0,,1.0
pineapple,4.0,6.0,6.0,3.0,3.0,2.0,18.0,1.0,1.0,1.0,5.0,6.0,7.0,6.0,,3.0,4.0,5.0,5.0,10.0,,15.0,4.0,5.0,20.0,3.0,6.0,1.0,,3.0
plum,5.0,10.0,3.0,8.0,6.0,4.0,6.0,9.0,4.0,6.0,8.0,16.0,6.0,8.0,,15.0,10.0,9.0,13.0,6.0,,1.0,15.0,5.0,3.0,20.0,10.0,5.0,,1.0
pumpkin,12.0,13.0,1.0,2.0,2.0,1.0,9.0,2.0,6.0,3.0,20.0,6.0,9.0,15.0,,5.0,15.0,16.0,12.0,16.0,,15.0,12.0,3.0,6.0,10.0,20.0,2.0,,2.0
raspberry,3.0,1.0,1.0,15.0,18.0,6.0,5.0,14.0,7.0,6.0,2.0,5.0,1.0,,,2.0,7.0,1.0,5.0,3.0,,2.0,3.0,2.0,1.0,5.0,2.0,20.0,,15.0
red currant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,
strawberry,5.0,6.0,6.0,18.0,12.0,16.0,1.0,9.0,4.0,8.0,1.0,6.0,3.0,,,6.0,2.0,5.0,4.0,4.0,,1.0,3.0,1.0,3.0,1.0,2.0,15.0,,20.0
