exemplar,apple,apricot,banana,blackberry,blueberry,cherry,coconut,dates,fig,grape,grapefruit,kiwi,lemon,lime,lychee,mandarine,mango,melon,nectarine,orange,papaya,passion fruit,peach,pear,pineapple,plum,pumpkin,raspberry,red currant,strawberry
kiwi,4.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,5.0,5.0,3.0,20.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,7.0
lemon,5.0,2.0,1.0,1.0,2.0,3.0,5.0,14.0,1.0,3.0,3.0,1.0,20.0,4.0,1.0,7.0,2.0,6.0,6.0,2.0,4.0,4.0,2.0,6.0,5.0,1.0,3.0,2.0,5.0,1.0
lime,1.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,20.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0
lychee,5.0,4.0,1.0,1.0,2.0,4.0,4.0,12.0,2.0,4.0,4.0,1.0,1.0,3.0,20.0,2.0,3.0,1.0,2.0,1.0,1.0,6.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,3.0
mandarine,3.0,7.0,4.0,2.0,5.0,2.0,5.0,5.0,2.0,4.0,3.0,5.0,7.0,2.0,2.0,20.0,3.0,2.0,1.0,3.0,13.0,2.0,1.0,2.0,3.0,3.0,5.0,8.0,4.0,2.0
mango,12.0,1.0,3.0,2.0,1.0,2.0,8.0,2.0,1.0,3.0,5.0,5.0,2.0,2.0,3.0,3.0,20.0,2.0,2.0,3.0,4.0,5.0,6.0,3.0,5.0,6.0,4.0,5.0,3.0,2.0
melon,1.0,1.0,5.0,1.0,5.0,3.0,5.0,2.0,3.0,4.0,2.0,1.0,6.0,2.0,1.0,2.0,2.0,20.0,1.0,1.0,5.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0
nectarine,3.0,4.0,4.0,1.0,1.0,5.0,6.0,5.0,2.0,1.0,5.0,2.0,6.0,3.0,2.0,1.0,2.0,1.0,20.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,4.0,5.0
orange,2.0,2.0,3.0,1.0,12.0,3.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,20.0,2.0,4.0,5.0,6.0,5.0,6.0,2.0,13.0,2.0,2.0
papaya,2.0,1.0,2.0,1.0,2.0,4.0,6.0,7.0,1.0,2.0,5.0,2.0,4.0,2.0,1.0,13.0,4.0,5.0,2.0,2.0,20.0,2.0,1.0,1.0,4.0,6.0,2.0,3.0,5.0,2.0
passion fruit,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,6.0,2.0,5.0,3.0,2.0,4.0,2.0,20.0,2.0,1.0,2.0,2.0,4.0,1.0,5.0,4.0
peach,4.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,5.0,2.0,5.0,2.0,1.0,6.0,2.0,2.0,5.0,1.0,2.0,20.0,5.0,1.0,7.0,1.0,1.0,2.0,2.0
pear,6.0,2.0,1.0,1.0,5.0,3.0,1.0,4.0,2.0,5.0,6.0,4.0,6.0,2.0,5.0,2.0,3.0,3.0,2.0,6.0,1.0,1.0,5.0,20.0,1.0,2.0,6.0,2.0,2.0,2.0
pineapple,3.0,5.0,1.0,4.0,4.0,5.0,5.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,3.0,3.0,5.0,2.0,5.0,5.0,4.0,2.0,1.0,1.0,20.0,3.0,2.0,2.0,3.0,2.0
plum,2.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,6.0,5.0,5.0,1.0,4.0,2.0,3.0,6.0,2.0,3.0,6.0,6.0,2.0,7.0,2.0,3.0,20.0,1.0,1.0,3.0,1.0
pumpkin,5.0,4.0,6.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,6.0,2.0,1.0,20.0,4.0,3.0,1.0
raspberry,1.0,3.0,3.0,14.0,4.0,6.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0,5.0,2.0,2.0,13.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,20.0,1.0,3.0
red currant,1.0,4.0,4.0,1.0,17.0,19.0,2.0,2.0,5.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,20.0,5.0
strawberry,2.0,2.0,2.0,3.0,7.0,6.0,1.0,1.0,2.0,3.0,2.0,7.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,20.0
