exemplar,apple,apricot,banana,blackberry,blueberry,cherry,coconut,dates,fig,grape,grapefruit,kiwi,lemon,lime,lychee,mandarine,mango,melon,nectarine,orange,papaya,passion fruit,peach,pear,pineapple,plum,pumpkin,raspberry,red currant,strawberry
grapefruit,15.0,15.0,15.0,12.0,15.0,14.0,10.0,14.0,10.0,15.0,20.0,12.0,15.0,15.0,14.0,17.0,15.0,16.0,16.0,19.0,16.0,15.0,16.0,11.0,15.0,8.0,18.0,8.0,10.0,12.0
kiwi,15.0,15.0,11.0,14.0,16.0,9.0,14.0,14.0,15.0,17.0,12.0,20.0,9.0,16.0,15.0,14.0,17.0,15.0,15.0,13.0,16.0,17.0,13.0,16.0,13.0,15.0,14.0,10.0,15.0,14.0
lemon,16.0,15.0,14.0,8.0,12.0,13.0,13.0,14.0,11.0,10.0,15.0,9.0,20.0,18.0,7.0,17.0,15.0,17.0,16.0,18.0,14.0,12.0,13.0,8.0,11.0,14.0,16.0,15.0,9.0,10.0
lime,16.0,12.0,16.0,15.0,10.0,15.0,14.0,10.0,15.0,14.0,15.0,16.0,18.0,20.0,17.0,16.0,18.0,15.0,16.0,16.0,16.0,15.0,14.0,12.0,10.0,16.0,12.0,13.0,14.0,16.0
lychee,9.0,16.0,8.0,16.0,15.0,10.0,11.0,15.0,14.0,17.0,14.0,15.0,7.0,17.0,20.0,15.0,8.0,15.0,16.0,14.0,17.0,17.0,15.0,9.0,16.0,15.0,16.0,17.0,16.0,14.0
mandarine,14.0,18.0,14.0,11.0,13.0,8.0,14.0,11.0,11.0,16.0,17.0,14.0,17.0,16.0,15.0,20.0,15.0,15.0,16.0,18.0,15.0,15.0,16.0,6.0,15.0,17.0,15.0,16.0,12.0,14.0
mango,15.0,14.0,15.0,9.0,14.0,15.0,15.0,15.0,17.0,18.0,15.0,17.0,15.0,18.0,8.0,15.0,20.0,17.0,17.0,17.0,18.0,16.0,16.0,17.0,15.0,16.0,13.0,15.0,12.0,14.0
melon,17.0,14.0,16.0,12.0,15.0,15.0,9.0,16.0,16.0,16.0,16.0,15.0,17.0,15.0,15.0,15.0,17.0,20.0,13.0,15.0,18.0,16.0,17.0,12.0,14.0,14.0,15.0,12.0,14.0,15.0
nectarine,12.0,15.0,11.0,12.0,17.0,12.0,15.0,13.0,16.0,12.0,16.0,15.0,16.0,16.0,16.0,16.0,17.0,13.0,20.0,17.0,14.0,16.0,18.0,16.0,14.0,17.0,9.0,15.0,10.0,16.0
orange,18.0,16.0,14.0,14.0,11.0,8.0,14.0,14.0,15.0,15.0,19.0,13.0,18.0,16.0,14.0,18.0,17.0,15.0,17.0,20.0,16.0,11.0,16.0,14.0,17.0,10.0,10.0,12.0,12.0,15.0
papaya,9.0,15.0,11.0,11.0,11.0,15.0,18.0,17.0,16.0,10.0,16.0,16.0,14.0,16.0,17.0,15.0,18.0,18.0,14.0,16.0,20.0,17.0,15.0,12.0,15.0,18.0,17.0,16.0,16.0,15.0
passion fruit,15.0,18.0,16.0,15.0,15.0,15.0,16.0,15.0,7.0,15.0,15.0,17.0,12.0,15.0,17.0,15.0,16.0,16.0,16.0,11.0,17.0,20.0,14.0,13.0,15.0,10.0,15.0,15.0,10.0,14.0
peach,16.0,18.0,14.0,14.0,11.0,12.0,13.0,14.0,8.0,12.0,16.0,13.0,13.0,14.0,15.0,16.0,16.0,17.0,18.0,16.0,15.0,14.0,20.0,15.0,15.0,16.0,12.0,15.0,16.0,16.0
pear,18.0,14.0,15.0,12.0,11.0,8.0,4.0,13.0,11.0,8.0,11.0,16.0,8.0,12.0,9.0,6.0,17.0,12.0,16.0,14.0,12.0,13.0,15.0,20.0,11.0,17.0,5.0,12.0,8.0,8.0
pineapple,14.0,15.0,7.0,12.0,16.0,14.0,11.0,12.0,12.0,11.0,15.0,13.0,11.0,10.0,16.0,15.0,15.0,14.0,14.0,17.0,15.0,15.0,15.0,11.0,20.0,12.0,14.0,14.0,8.0,8.0
plum,14.0,17.0,10.0,12.0,16.0,14.0,12.0,17.0,17.0,17.0,8.0,15.0,14.0,16.0,15.0,17.0,16.0,14.0,17.0,10.0,18.0,10.0,16.0,17.0,12.0,20.0,15.0,15.0,16.0,15.0
pumpkin,13.0,16.0,11.0,16.0,15.0,14.0,14.0,15.0,13.0,14.0,18.0,14.0,16.0,12.0,16.0,15.0,13.0,15.0,9.0,10.0,17.0,15.0,12.0,5.0,14.0,15.0,20.0,15.0,11.0,8.0
raspberry,13.0,12.0,11.0,19.0,17.0,15.0,11.0,12.0,15.0,15.0,8.0,10.0,15.0,13.0,17.0,16.0,15.0,12.0,15.0,12.0,16.0,15.0,15.0,12.0,14.0,15.0,15.0,20.0,13.0,16.0
red currant,9.0,8.0,8.0,17.0,15.0,18.0,12.0,14.0,15.0,16.0,10.0,15.0,9.0,14.0,16.0,12.0,12.0,14.0,10.0,12.0,16.0,10.0,16.0,8.0,8.0,16.0,11.0,13.0,20.0,9.0
strawberry,15.0,15.0,11.0,16.0,16.0,17.0,4.0,16.0,16.0,17.0,12.0,14.0,10.0,16.0,14.0,14.0,14.0,15.0,16.0,15.0,15.0,14.0,16.0,8.0,8.0,15.0,8.0,16.0,9.0,20.0
