exemplar,beha,bloes,broek,das,hemd,hoed,jas,jeans,jogging,kleed,kostuum,laarzen,muts,pet,pyjama,riem,rok,salopet,schoenen,short,sjaal,slip,sokken,sweater,t-shirt,topje,trui,wanten,zwempak
kostuum,1.0,15.0,18.0,19.0,19.0,4.0,3.0,1.0,1.0,14.0,20.0,1.0,1.0,1.0,1.0,15.0,3.0,1.0,11.0,1.0,5.0,1.0,7.0,2.0,5.0,2.0,2.0,1.0,1.0
laarzen,1.0,1.0,5.0,1.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,20.0,8.0,10.0,1.0,1.0,1.0,1.0,8.0,4.0,5.0,1.0,8.0,8.0,1.0,2.0,9.0,1.0,1.0
muts,1.0,2.0,9.0,2.0,3.0,8.0,8.0,2.0,5.0,3.0,1.0,8.0,20.0,19.0,1.0,5.0,2.0,4.0,1.0,2.0,8.0,1.0,2.0,5.0,2.0,1.0,8.0,19.0,1.0
pet,1.0,9.0,6.0,2.0,2.0,8.0,2.0,9.0,8.0,1.0,1.0,10.0,19.0,20.0,1.0,1.0,4.0,1.0,2.0,2.0,14.0,5.0,2.0,8.0,8.0,5.0,2.0,10.0,1.0
pyjama,3.0,1.0,18.0,1.0,1.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,2.0,1.0,1.0,6.0,2.0,6.0,7.0,8.0,11.0,15.0,2.0,1.0,1.0
riem,3.0,5.0,18.0,9.0,8.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,5.0,1.0,1.0,20.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
rok,8.0,6.0,15.0,1.0,1.0,8.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,20.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,11.0,6.0,4.0,1.0,1.0
salopet,1.0,3.0,18.0,1.0,1.0,2.0,8.0,16.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,20.0,2.0,2.0,2.0,11.0,1.0,1.0,8.0,5.0,5.0,2.0,8.0
schoenen,1.0,2.0,12.0,2.0,8.0,2.0,8.0,2.0,8.0,4.0,11.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,20.0,3.0,7.0,1.0,18.0,2.0,1.0,1.0,4.0,4.0,1.0
short,1.0,2.0,5.0,1.0,1.0,1.0,2.0,6.0,10.0,2.0,1.0,4.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,20.0,1.0,3.0,2.0,6.0,8.0,12.0,5.0,1.0,1.0
sjaal,1.0,1.0,2.0,2.0,5.0,9.0,14.0,2.0,5.0,2.0,5.0,5.0,8.0,14.0,2.0,1.0,2.0,2.0,7.0,1.0,20.0,1.0,1.0,2.0,1.0,1.0,8.0,17.0,1.0
slip,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,11.0,1.0,3.0,1.0,20.0,1.0,2.0,1.0,8.0,12.0,1.0,5.0
sokken,2.0,2.0,8.0,4.0,2.0,1.0,2.0,11.0,5.0,1.0,7.0,8.0,2.0,2.0,7.0,1.0,4.0,1.0,18.0,2.0,1.0,1.0,20.0,4.0,1.0,1.0,2.0,6.0,1.0
sweater,1.0,1.0,2.0,1.0,7.0,1.0,2.0,9.0,8.0,1.0,2.0,8.0,5.0,8.0,8.0,1.0,3.0,1.0,2.0,6.0,2.0,2.0,4.0,20.0,6.0,4.0,18.0,3.0,1.0
t-shirt,5.0,5.0,6.0,2.0,2.0,2.0,4.0,5.0,8.0,2.0,5.0,1.0,2.0,8.0,11.0,2.0,11.0,8.0,1.0,8.0,1.0,1.0,1.0,6.0,20.0,1.0,1.0,1.0,1.0
topje,11.0,4.0,2.0,1.0,1.0,1.0,1.0,9.0,5.0,5.0,2.0,2.0,1.0,5.0,15.0,1.0,6.0,5.0,1.0,12.0,1.0,8.0,1.0,4.0,1.0,20.0,5.0,2.0,15.0
trui,1.0,4.0,3.0,1.0,7.0,1.0,11.0,6.0,8.0,2.0,2.0,9.0,8.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,8.0,12.0,2.0,18.0,1.0,5.0,20.0,4.0,8.0
wanten,1.0,1.0,1.0,1.0,15.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,19.0,10.0,1.0,2.0,1.0,2.0,4.0,1.0,17.0,1.0,6.0,3.0,1.0,2.0,4.0,20.0,1.0
zwempak,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,15.0,8.0,1.0,20.0
