exemplar,beha,bloes,broek,das,hemd,hoed,jas,jeans,jogging,kleed,kostuum,laarzen,muts,pet,pyjama,riem,rok,salopet,schoenen,short,sjaal,slip,sokken,sweater,t-shirt,topje,trui,wanten,zwempak
kostuum,5.0,5.0,15.0,18.0,10.0,10.0,3.0,5.0,5.0,15.0,20.0,5.0,10.0,3.0,15.0,5.0,3.0,5.0,5.0,2.0,6.0,10.0,15.0,5.0,3.0,2.0,5.0,5.0,5.0
laarzen,5.0,20.0,8.0,5.0,10.0,5.0,5.0,9.0,5.0,10.0,5.0,20.0,10.0,5.0,10.0,5.0,5.0,5.0,18.0,3.0,3.0,5.0,10.0,5.0,10.0,5.0,5.0,15.0,5.0
muts,5.0,5.0,5.0,4.0,10.0,17.0,14.0,5.0,5.0,3.0,10.0,10.0,20.0,18.0,3.0,10.0,5.0,3.0,5.0,5.0,15.0,5.0,9.0,10.0,15.0,5.0,14.0,5.0,5.0
pet,5.0,5.0,5.0,4.0,5.0,18.0,5.0,5.0,5.0,5.0,3.0,5.0,18.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,4.0
pyjama,5.0,5.0,10.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,15.0,10.0,3.0,5.0,20.0,5.0,5.0,5.0,5.0,16.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0
riem,5.0,5.0,18.0,12.0,2.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0,20.0,5.0,5.0,10.0,15.0,5.0,5.0,5.0,5.0,15.0,5.0,5.0,5.0,5.0
rok,15.0,5.0,10.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,3.0,5.0,5.0,5.0,5.0,5.0,20.0,5.0,10.0,2.0,5.0,15.0,5.0,10.0,2.0,10.0,10.0,5.0,5.0
salopet,10.0,5.0,15.0,5.0,5.0,10.0,5.0,5.0,10.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,20.0,5.0,10.0,10.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,4.0
schoenen,5.0,14.0,15.0,4.0,5.0,10.0,7.0,15.0,16.0,5.0,5.0,18.0,5.0,5.0,5.0,10.0,10.0,5.0,20.0,5.0,5.0,5.0,15.0,10.0,10.0,5.0,5.0,5.0,5.0
short,5.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,10.0,10.0,2.0,3.0,5.0,5.0,16.0,15.0,2.0,10.0,5.0,20.0,5.0,12.0,5.0,10.0,5.0,10.0,5.0,5.0,5.0
sjaal,5.0,4.0,10.0,7.0,5.0,5.0,5.0,5.0,12.0,5.0,6.0,3.0,15.0,10.0,5.0,5.0,5.0,10.0,5.0,5.0,20.0,4.0,5.0,15.0,5.0,5.0,5.0,5.0,5.0
slip,12.0,10.0,10.0,5.0,15.0,15.0,5.0,10.0,4.0,14.0,10.0,5.0,5.0,1.0,5.0,5.0,15.0,5.0,5.0,12.0,4.0,20.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0
sokken,5.0,5.0,4.0,10.0,14.0,5.0,10.0,10.0,8.0,5.0,15.0,10.0,9.0,10.0,5.0,5.0,5.0,10.0,15.0,5.0,5.0,5.0,20.0,10.0,5.0,5.0,5.0,10.0,5.0
sweater,15.0,10.0,5.0,10.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0,5.0,10.0,5.0,5.0,5.0,10.0,5.0,10.0,10.0,15.0,5.0,10.0,20.0,5.0,4.0,15.0,10.0,5.0
t-shirt,10.0,10.0,2.0,5.0,5.0,5.0,10.0,15.0,15.0,5.0,3.0,10.0,15.0,5.0,5.0,15.0,2.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,20.0,5.0,5.0,5.0,3.0
topje,10.0,15.0,7.0,5.0,5.0,5.0,7.0,5.0,5.0,15.0,2.0,5.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0,10.0,5.0,5.0,5.0,4.0,5.0,20.0,15.0,5.0,5.0
trui,10.0,15.0,5.0,5.0,15.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,14.0,5.0,1.0,5.0,10.0,5.0,5.0,5.0,5.0,10.0,5.0,15.0,5.0,15.0,20.0,3.0,5.0
wanten,7.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,12.0,5.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,5.0,5.0,3.0,20.0,5.0
zwempak,5.0,5.0,5.0,2.0,3.0,4.0,6.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,20.0
