exemplar,beha,bloes,broek,das,hemd,hoed,jas,jeans,jogging,kleed,kostuum,laarzen,muts,pet,pyjama,riem,rok,salopet,schoenen,short,sjaal,slip,sokken,sweater,t-shirt,topje,trui,wanten,zwempak
kostuum,1.0,16.0,16.0,19.0,19.0,1.0,17.0,1.0,1.0,20.0,20.0,1.0,1.0,1.0,1.0,17.0,1.0,1.0,6.0,1.0,5.0,1.0,19.0,1.0,1.0,1.0,1.0,3.0,1.0
laarzen,1.0,12.0,15.0,1.0,1.0,2.0,14.0,2.0,1.0,1.0,1.0,20.0,14.0,1.0,1.0,14.0,1.0,12.0,19.0,1.0,16.0,2.0,18.0,16.0,1.0,1.0,18.0,18.0,1.0
muts,1.0,15.0,13.0,4.0,4.0,16.0,20.0,15.0,1.0,1.0,1.0,14.0,20.0,18.0,1.0,3.0,6.0,4.0,9.0,2.0,20.0,1.0,1.0,15.0,5.0,1.0,15.0,20.0,1.0
pet,1.0,20.0,1.0,12.0,2.0,20.0,16.0,1.0,1.0,2.0,1.0,1.0,18.0,20.0,1.0,4.0,3.0,1.0,12.0,7.0,6.0,9.0,12.0,5.0,1.0,16.0,4.0,9.0,3.0
pyjama,4.0,12.0,13.0,3.0,14.0,1.0,1.0,1.0,13.0,12.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,2.0,12.0,1.0,16.0,16.0,1.0,19.0,15.0,1.0,1.0,3.0
riem,15.0,13.0,17.0,3.0,5.0,1.0,12.0,19.0,1.0,3.0,17.0,14.0,3.0,4.0,1.0,20.0,12.0,12.0,14.0,15.0,16.0,5.0,3.0,14.0,5.0,14.0,12.0,13.0,1.0
rok,16.0,15.0,15.0,1.0,5.0,2.0,2.0,10.0,1.0,20.0,1.0,1.0,6.0,3.0,1.0,12.0,20.0,1.0,15.0,6.0,1.0,2.0,2.0,4.0,14.0,19.0,2.0,1.0,12.0
salopet,7.0,16.0,12.0,1.0,14.0,1.0,15.0,10.0,1.0,2.0,1.0,12.0,4.0,1.0,1.0,12.0,1.0,20.0,13.0,8.0,5.0,10.0,12.0,19.0,15.0,16.0,5.0,5.0,1.0
schoenen,2.0,3.0,15.0,1.0,1.0,10.0,20.0,17.0,14.0,13.0,6.0,19.0,9.0,12.0,2.0,14.0,15.0,13.0,20.0,15.0,6.0,3.0,20.0,4.0,14.0,16.0,16.0,1.0,1.0
short,2.0,16.0,9.0,1.0,20.0,2.0,2.0,16.0,3.0,16.0,1.0,1.0,2.0,7.0,12.0,15.0,6.0,8.0,15.0,20.0,2.0,14.0,4.0,2.0,17.0,20.0,5.0,1.0,14.0
sjaal,2.0,2.0,15.0,10.0,1.0,4.0,18.0,3.0,1.0,1.0,5.0,16.0,20.0,6.0,1.0,16.0,1.0,5.0,6.0,2.0,20.0,2.0,14.0,14.0,1.0,1.0,1.0,20.0,1.0
slip,2.0,4.0,15.0,13.0,20.0,1.0,1.0,15.0,1.0,16.0,1.0,2.0,1.0,9.0,16.0,5.0,2.0,10.0,3.0,14.0,2.0,20.0,17.0,2.0,6.0,16.0,2.0,1.0,13.0
sokken,18.0,16.0,18.0,2.0,15.0,2.0,1.0,15.0,14.0,1.0,19.0,18.0,1.0,12.0,16.0,3.0,2.0,12.0,20.0,4.0,14.0,17.0,20.0,20.0,1.0,2.0,16.0,3.0,1.0
sweater,13.0,8.0,19.0,1.0,8.0,14.0,18.0,20.0,5.0,2.0,1.0,16.0,15.0,5.0,1.0,14.0,4.0,19.0,4.0,2.0,14.0,2.0,20.0,20.0,16.0,16.0,16.0,17.0,1.0
t-shirt,13.0,18.0,20.0,1.0,20.0,4.0,4.0,20.0,18.0,5.0,1.0,1.0,5.0,1.0,19.0,5.0,14.0,15.0,14.0,17.0,1.0,6.0,1.0,16.0,20.0,1.0,1.0,1.0,16.0
topje,18.0,19.0,20.0,3.0,15.0,1.0,10.0,18.0,9.0,15.0,1.0,1.0,1.0,16.0,15.0,14.0,19.0,16.0,16.0,20.0,1.0,16.0,2.0,16.0,1.0,20.0,16.0,9.0,16.0
trui,1.0,16.0,17.0,1.0,5.0,5.0,18.0,18.0,3.0,3.0,1.0,18.0,15.0,4.0,1.0,12.0,2.0,5.0,16.0,5.0,1.0,2.0,16.0,16.0,1.0,16.0,20.0,9.0,16.0
wanten,1.0,2.0,7.0,12.0,2.0,20.0,16.0,14.0,2.0,1.0,3.0,18.0,20.0,9.0,1.0,13.0,1.0,5.0,1.0,1.0,20.0,1.0,3.0,17.0,1.0,9.0,9.0,20.0,1.0
zwempak,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,12.0,1.0,1.0,1.0,3.0,3.0,1.0,12.0,1.0,1.0,14.0,1.0,13.0,1.0,1.0,16.0,16.0,16.0,1.0,20.0
