exemplar,beha,bloes,broek,das,hemd,hoed,jas,jeans,jogging,kleed,kostuum,laarzen,muts,pet,pyjama,riem,rok,salopet,schoenen,short,sjaal,slip,sokken,sweater,t-shirt,topje,trui,wanten,zwempak
schoenen,3.0,4.0,1.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,6.0,4.0,5.0,20.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,1.0,2.0
short,5.0,2.0,12.0,5.0,5.0,2.0,3.0,13.0,3.0,4.0,4.0,5.0,3.0,20.0,4.0,3.0,3.0,10.0,2.0,20.0,4.0,12.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0
sjaal,10.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,10.0,2.0,3.0,4.0,4.0,4.0,4.0,13.0,3.0,5.0,3.0,4.0,20.0,2.0,5.0,5.0,2.0,3.0,5.0,5.0,3.0
slip,12.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,4.0,12.0,2.0,20.0,6.0,4.0,5.0,2.0,5.0,4.0,3.0
sokken,3.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,2.0,5.0,6.0,20.0,4.0,4.0,2.0,2.0,3.0,3.0
sweater,4.0,5.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,5.0,5.0,4.0,4.0,20.0,4.0,4.0,3.0,3.0,4.0
t-shirt,3.0,5.0,2.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,4.0,2.0,10.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,4.0,20.0,5.0,12.0,3.0,5.0
topje,4.0,3.0,2.0,3.0,4.0,3.0,4.0,15.0,4.0,2.0,6.0,5.0,2.0,5.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,20.0,20.0,6.0,4.0
trui,5.0,2.0,3.0,4.0,15.0,3.0,2.0,2.0,15.0,4.0,3.0,20.0,2.0,4.0,12.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,12.0,20.0,20.0,2.0,15.0
wanten,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,3.0,2.0,3.0,4.0,2.0,5.0,3.0,5.0,3.0,6.0,1.0,5.0,5.0,4.0,3.0,3.0,3.0,6.0,2.0,20.0,5.0
zwempak,3.0,3.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,6.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,15.0,5.0,20.0
