exemplar,accordeon,banjo,basgitaar,cello,cimbalen,contrabas,doedelzak,drumstel,dwarsfluit,fagot,fluit,gitaar,harp,klarinet,klavecimbel,mondharmonica,orgel,panfluit,piano,saxofoon,synthesizer,tamboerijn,triangel,trombone,trommel,trompet,viool
panfluit,0.4083333333333333,0.4041666666666667,0.29166666666666663,0.325,0.29166666666666663,0.2875,0.375,0.30416666666666664,0.7041666666666667,0.5041666666666667,0.7833333333333333,0.2625,0.3375,0.5375,0.33333333333333337,0.6375,0.425,1.0,0.2791666666666667,0.5416666666666667,0.29166666666666663,0.31666666666666665,0.33333333333333337,0.5125,0.29166666666666663,0.5,0.3
piano,0.4166666666666667,0.31666666666666665,0.33333333333333337,0.36666666666666664,0.25416666666666665,0.3416666666666667,0.33333333333333337,0.31666666666666665,0.37916666666666665,0.3,0.37083333333333335,0.375,0.4583333333333333,0.325,0.8208333333333334,0.2791666666666667,0.6958333333333333,0.2791666666666667,1.0,0.32083333333333336,0.8291666666666666,0.2875,0.30833333333333335,0.3,0.35833333333333334,0.29166666666666663,0.32916666666666666
saxofoon,0.525,0.32083333333333336,0.36666666666666664,0.29166666666666663,0.30416666666666664,0.33333333333333337,0.4416666666666667,0.2875,0.5,0.6625,0.55,0.35416666666666663,0.32916666666666666,0.6666666666666667,0.31666666666666665,0.4833333333333333,0.39583333333333337,0.5416666666666667,0.32083333333333336,1.0,0.35,0.3375,0.29583333333333334,0.6625,0.33333333333333337,0.725,0.325
synthesizer,0.4291666666666667,0.27083333333333337,0.33333333333333337,0.3125,0.3375,0.3,0.30416666666666664,0.36666666666666664,0.3,0.30416666666666664,0.3125,0.35,0.33333333333333337,0.2833333333333333,0.5916666666666667,0.35833333333333334,0.725,0.29166666666666663,0.8291666666666666,0.35,1.0,0.3125,0.2833333333333333,0.3416666666666667,0.30833333333333335,0.2875,0.275
tamboerijn,0.35833333333333334,0.4458333333333333,0.3375,0.30416666666666664,0.6791666666666667,0.31666666666666665,0.3458333333333333,0.6333333333333333,0.275,0.3,0.3375,0.3875,0.3125,0.35833333333333334,0.35833333333333334,0.4208333333333333,0.2791666666666667,0.31666666666666665,0.2875,0.3375,0.3125,1.0,0.5125,0.2833333333333333,0.6208333333333333,0.325,0.2625
triangel,0.3125,0.29583333333333334,0.27083333333333337,0.30833333333333335,0.5708333333333333,0.30416666666666664,0.26666666666666666,0.4875,0.29583333333333334,0.2791666666666667,0.325,0.30833333333333335,0.35416666666666663,0.30833333333333335,0.325,0.38333333333333336,0.26666666666666666,0.33333333333333337,0.30833333333333335,0.29583333333333334,0.2833333333333333,0.5125,1.0,0.29166666666666663,0.4833333333333333,0.29166666666666663,0.2791666666666667
trombone,0.37083333333333335,0.2625,0.3416666666666667,0.29583333333333334,0.32083333333333336,0.3375,0.45,0.35,0.5875,0.5791666666666667,0.5458333333333333,0.3375,0.3,0.6083333333333333,0.3416666666666667,0.4833333333333333,0.36666666666666664,0.5125,0.3,0.6625,0.3416666666666667,0.2833333333333333,0.29166666666666663,1.0,0.3125,0.825,0.33333333333333337
trommel,0.325,0.29583333333333334,0.31666666666666665,0.2875,0.525,0.325,0.30416666666666664,0.7916666666666667,0.30416666666666664,0.29166666666666663,0.30833333333333335,0.29166666666666663,0.3,0.33333333333333337,0.35,0.29583333333333334,0.2833333333333333,0.29166666666666663,0.35833333333333334,0.33333333333333337,0.30833333333333335,0.6208333333333333,0.4833333333333333,0.3125,1.0,0.32083333333333336,0.3
trompet,0.37916666666666665,0.29583333333333334,0.33333333333333337,0.32083333333333336,0.2875,0.35416666666666663,0.4333333333333333,0.3,0.4833333333333333,0.6125,0.6291666666666667,0.3,0.2875,0.6541666666666667,0.31666666666666665,0.4916666666666667,0.4083333333333333,0.5,0.29166666666666663,0.725,0.2875,0.325,0.29166666666666663,0.825,0.32083333333333336,1.0,0.32916666666666666
viool,0.30833333333333335,0.5125,0.5375,0.7791666666666667,0.25833333333333336,0.6375,0.3125,0.26666666666666666,0.32083333333333336,0.35416666666666663,0.30416666666666664,0.5708333333333333,0.4916666666666667,0.33333333333333337,0.4375,0.2875,0.30416666666666664,0.3,0.32916666666666666,0.325,0.275,0.2625,0.2791666666666667,0.33333333333333337,0.3,0.32916666666666666,1.0
