exemplar,bat,beaver,bison,cat,cow,deer,dog,donkey,dromedary,elephant,fox,giraffe,hamster,hedgehog,hippopotamus,horse,kangaroo,lion,llama,monkey,mouse,pig,polar bear,rabbit,rhinoceros,sheep,squirrel,tiger,wolf,zebra
fox,12.0,14.0,8.0,10.0,9.0,10.0,11.0,9.0,8.0,6.0,20.0,10.0,3.0,8.0,9.0,8.0,10.0,14.0,4.0,12.0,3.0,11.0,6.0,11.0,12.0,11.0,8.0,11.0,18.0,15.0
giraffe,5.0,6.0,14.0,7.0,8.0,4.0,5.0,11.0,12.0,12.0,10.0,20.0,3.0,5.0,10.0,4.0,8.0,12.0,15.0,4.0,5.0,7.0,12.0,5.0,8.0,11.0,5.0,14.0,8.0,10.0
hamster,3.0,17.0,8.0,9.0,7.0,10.0,7.0,3.0,4.0,4.0,3.0,3.0,20.0,8.0,5.0,5.0,3.0,2.0,8.0,4.0,18.0,5.0,4.0,16.0,5.0,9.0,14.0,3.0,2.0,5.0
hedgehog,3.0,12.0,3.0,10.0,6.0,4.0,4.0,6.0,9.0,5.0,8.0,5.0,8.0,20.0,9.0,8.0,6.0,13.0,8.0,8.0,8.0,8.0,5.0,12.0,6.0,5.0,12.0,4.0,3.0,10.0
hippopotamus,3.0,8.0,12.0,7.0,12.0,11.0,6.0,8.0,15.0,12.0,9.0,10.0,5.0,9.0,20.0,11.0,11.0,15.0,11.0,11.0,3.0,13.0,12.0,5.0,8.0,11.0,5.0,5.0,12.0,15.0
horse,5.0,10.0,13.0,5.0,15.0,12.0,4.0,14.0,10.0,11.0,8.0,4.0,5.0,8.0,11.0,20.0,9.0,13.0,15.0,9.0,9.0,15.0,12.0,7.0,10.0,9.0,7.0,15.0,12.0,13.0
kangaroo,11.0,8.0,9.0,7.0,12.0,12.0,11.0,7.0,11.0,9.0,10.0,8.0,3.0,6.0,11.0,9.0,20.0,12.0,10.0,4.0,7.0,8.0,9.0,3.0,12.0,9.0,7.0,14.0,5.0,10.0
lion,6.0,4.0,15.0,10.0,12.0,12.0,8.0,11.0,15.0,12.0,14.0,12.0,2.0,13.0,15.0,13.0,12.0,20.0,10.0,10.0,10.0,5.0,14.0,4.0,12.0,15.0,4.0,14.0,16.0,11.0
llama,4.0,13.0,14.0,8.0,11.0,16.0,12.0,12.0,16.0,10.0,4.0,15.0,8.0,8.0,11.0,15.0,10.0,10.0,20.0,11.0,9.0,14.0,7.0,15.0,8.0,11.0,7.0,10.0,12.0,14.0
monkey,12.0,14.0,9.0,8.0,7.0,7.0,15.0,14.0,12.0,10.0,12.0,4.0,4.0,8.0,11.0,9.0,4.0,10.0,11.0,20.0,4.0,5.0,9.0,9.0,6.0,9.0,9.0,6.0,8.0,8.0
mouse,18.0,12.0,3.0,11.0,3.0,3.0,6.0,11.0,3.0,5.0,3.0,5.0,18.0,8.0,3.0,9.0,7.0,10.0,9.0,4.0,20.0,11.0,9.0,12.0,2.0,13.0,15.0,8.0,2.0,4.0
pig,8.0,8.0,7.0,9.0,16.0,15.0,12.0,15.0,13.0,10.0,11.0,7.0,5.0,8.0,13.0,15.0,8.0,5.0,14.0,5.0,11.0,20.0,10.0,8.0,14.0,12.0,10.0,12.0,9.0,11.0
polar bear,3.0,11.0,13.0,9.0,12.0,6.0,6.0,7.0,12.0,15.0,6.0,12.0,4.0,5.0,12.0,12.0,9.0,14.0,7.0,9.0,9.0,10.0,20.0,5.0,14.0,3.0,4.0,15.0,12.0,9.0
rabbit,5.0,11.0,5.0,6.0,7.0,8.0,10.0,9.0,4.0,9.0,11.0,5.0,16.0,12.0,5.0,7.0,3.0,4.0,15.0,9.0,12.0,8.0,5.0,20.0,6.0,11.0,11.0,3.0,4.0,5.0
rhinoceros,4.0,8.0,14.0,7.0,5.0,9.0,4.0,11.0,16.0,11.0,12.0,8.0,5.0,6.0,8.0,10.0,12.0,12.0,8.0,6.0,2.0,14.0,14.0,6.0,20.0,13.0,1.0,10.0,7.0,12.0
sheep,8.0,10.0,9.0,11.0,10.0,12.0,13.0,13.0,7.0,10.0,11.0,11.0,9.0,5.0,11.0,9.0,9.0,15.0,11.0,9.0,13.0,12.0,3.0,11.0,13.0,20.0,5.0,9.0,7.0,4.0
squirrel,12.0,13.0,5.0,9.0,8.0,4.0,6.0,4.0,3.0,5.0,8.0,5.0,14.0,12.0,5.0,7.0,7.0,4.0,7.0,9.0,15.0,10.0,4.0,11.0,1.0,5.0,20.0,8.0,11.0,9.0
tiger,6.0,4.0,8.0,18.0,13.0,9.0,8.0,11.0,8.0,12.0,11.0,14.0,3.0,4.0,5.0,15.0,14.0,14.0,10.0,6.0,8.0,12.0,15.0,3.0,10.0,9.0,8.0,20.0,16.0,12.0
wolf,7.0,8.0,11.0,8.0,12.0,6.0,9.0,9.0,9.0,6.0,18.0,8.0,2.0,3.0,12.0,12.0,5.0,16.0,12.0,8.0,2.0,9.0,12.0,4.0,7.0,7.0,11.0,16.0,20.0,13.0
zebra,4.0,14.0,14.0,3.0,14.0,12.0,15.0,12.0,11.0,13.0,15.0,10.0,5.0,10.0,15.0,13.0,10.0,11.0,14.0,8.0,4.0,11.0,9.0,5.0,12.0,4.0,9.0,12.0,13.0,20.0
