exemplar,bat,beaver,bison,cat,cow,deer,dog,donkey,dromedary,elephant,fox,giraffe,hamster,hedgehog,hippopotamus,horse,kangaroo,lion,llama,monkey,mouse,pig,polar bear,rabbit,rhinoceros,sheep,squirrel,tiger,wolf,zebra
fox,4.0,7.0,7.0,14.0,7.0,12.0,16.0,8.0,9.0,9.0,20.0,8.0,5.0,5.0,8.0,9.0,5.0,14.0,11.0,9.0,5.0,7.0,13.0,8.0,9.0,7.0,6.0,14.0,18.0,11.0
giraffe,5.0,5.0,10.0,4.0,8.0,13.0,4.0,11.0,12.0,12.0,8.0,20.0,8.0,6.0,13.0,13.0,8.0,11.0,14.0,8.0,8.0,7.0,11.0,8.0,12.0,7.0,4.0,11.0,11.0,12.0
hamster,9.0,17.0,3.0,10.0,9.0,8.0,8.0,7.0,4.0,6.0,5.0,8.0,20.0,12.0,5.0,7.0,8.0,7.0,6.0,8.0,15.0,8.0,5.0,17.0,4.0,8.0,13.0,6.0,5.0,4.0
hedgehog,8.0,13.0,4.0,12.0,8.0,6.0,8.0,12.0,4.0,3.0,5.0,6.0,12.0,20.0,4.0,7.0,8.0,8.0,5.0,6.0,12.0,8.0,3.0,13.0,6.0,10.0,11.0,4.0,7.0,7.0
hippopotamus,4.0,5.0,15.0,3.0,9.0,11.0,11.0,10.0,13.0,14.0,8.0,13.0,5.0,4.0,20.0,13.0,11.0,14.0,9.0,5.0,5.0,9.0,14.0,6.0,19.0,8.0,5.0,14.0,9.0,11.0
horse,7.0,5.0,14.0,13.0,14.0,15.0,16.0,19.0,13.0,14.0,9.0,13.0,7.0,7.0,13.0,20.0,9.0,10.0,15.0,7.0,6.0,14.0,13.0,11.0,14.0,8.0,7.0,9.0,11.0,18.0
kangaroo,7.0,7.0,9.0,7.0,8.0,14.0,4.0,7.0,10.0,10.0,5.0,8.0,8.0,8.0,11.0,9.0,20.0,8.0,10.0,10.0,3.0,8.0,11.0,8.0,8.0,5.0,6.0,8.0,6.0,9.0
lion,6.0,4.0,13.0,13.0,11.0,8.0,14.0,11.0,11.0,13.0,14.0,11.0,7.0,8.0,14.0,10.0,8.0,20.0,5.0,12.0,7.0,11.0,10.0,7.0,8.0,8.0,5.0,19.0,13.0,12.0
llama,4.0,8.0,12.0,4.0,9.0,10.0,13.0,13.0,19.0,12.0,11.0,14.0,6.0,5.0,9.0,15.0,10.0,5.0,20.0,7.0,8.0,7.0,6.0,7.0,12.0,9.0,8.0,10.0,9.0,13.0
monkey,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0,9.0,8.0,9.0,8.0,8.0,6.0,5.0,7.0,10.0,12.0,7.0,20.0,6.0,8.0,8.0,7.0,10.0,4.0,5.0,9.0,5.0,8.0
mouse,14.0,12.0,2.0,11.0,5.0,6.0,8.0,9.0,4.0,2.0,5.0,8.0,15.0,12.0,5.0,6.0,3.0,7.0,8.0,6.0,20.0,6.0,2.0,12.0,5.0,12.0,11.0,5.0,8.0,6.0
pig,7.0,9.0,11.0,12.0,8.0,8.0,13.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,9.0,14.0,8.0,11.0,7.0,8.0,6.0,20.0,10.0,14.0,8.0,8.0,8.0,8.0,13.0,6.0
polar bear,5.0,5.0,12.0,10.0,5.0,12.0,4.0,7.0,9.0,13.0,13.0,11.0,5.0,3.0,14.0,13.0,11.0,10.0,6.0,8.0,2.0,10.0,20.0,3.0,12.0,8.0,5.0,12.0,11.0,13.0
rabbit,8.0,13.0,5.0,13.0,5.0,9.0,14.0,10.0,5.0,6.0,8.0,8.0,17.0,13.0,6.0,11.0,8.0,7.0,7.0,7.0,12.0,14.0,3.0,20.0,5.0,11.0,12.0,6.0,9.0,7.0
rhinoceros,2.0,5.0,16.0,4.0,12.0,10.0,5.0,9.0,12.0,16.0,9.0,12.0,4.0,6.0,19.0,14.0,8.0,8.0,12.0,10.0,5.0,8.0,12.0,5.0,20.0,6.0,4.0,14.0,8.0,12.0
sheep,8.0,9.0,6.0,10.0,10.0,10.0,12.0,6.0,4.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,5.0,8.0,9.0,4.0,12.0,8.0,8.0,11.0,6.0,20.0,8.0,6.0,8.0,11.0
squirrel,8.0,9.0,4.0,12.0,6.0,5.0,6.0,7.0,4.0,4.0,6.0,4.0,13.0,11.0,5.0,7.0,6.0,5.0,8.0,5.0,11.0,8.0,5.0,12.0,4.0,8.0,20.0,4.0,8.0,5.0
tiger,8.0,4.0,16.0,16.0,8.0,9.0,13.0,13.0,9.0,8.0,14.0,11.0,6.0,4.0,14.0,9.0,8.0,19.0,10.0,9.0,5.0,8.0,12.0,6.0,14.0,6.0,4.0,20.0,14.0,9.0
wolf,6.0,5.0,12.0,15.0,10.0,11.0,15.0,8.0,9.0,8.0,18.0,11.0,5.0,7.0,9.0,11.0,6.0,13.0,9.0,5.0,8.0,13.0,11.0,9.0,8.0,8.0,8.0,14.0,20.0,12.0
zebra,6.0,8.0,12.0,11.0,10.0,6.0,12.0,8.0,15.0,11.0,11.0,12.0,4.0,7.0,11.0,18.0,9.0,12.0,13.0,8.0,6.0,6.0,13.0,7.0,12.0,11.0,5.0,9.0,12.0,20.0
