exemplar,bat,beaver,bison,cat,cow,deer,dog,donkey,dromedary,elephant,fox,giraffe,hamster,hedgehog,hippopotamus,horse,kangaroo,lion,llama,monkey,mouse,pig,polar bear,rabbit,rhinoceros,sheep,squirrel,tiger,wolf,zebra
hippopotamus,8.0,8.0,11.0,8.0,13.0,9.0,13.0,12.0,12.0,16.0,8.0,10.0,6.0,5.0,20.0,11.0,4.0,10.0,13.0,9.0,5.0,12.0,13.0,8.0,18.0,8.0,9.0,10.0,7.0,12.0
horse,9.0,10.0,12.0,11.0,14.0,13.0,13.0,18.0,14.0,13.0,12.0,13.0,6.0,10.0,11.0,20.0,10.0,10.0,16.0,8.0,10.0,12.0,10.0,12.0,12.0,11.0,7.0,10.0,10.0,19.0
kangaroo,8.0,12.0,13.0,10.0,11.0,8.0,13.0,11.0,13.0,11.0,11.0,12.0,13.0,9.0,4.0,10.0,20.0,10.0,11.0,12.0,10.0,4.0,9.0,13.0,11.0,9.0,11.0,9.0,8.0,11.0
lion,7.0,10.0,13.0,18.0,11.0,10.0,13.0,9.0,11.0,11.0,12.0,12.0,10.0,8.0,10.0,10.0,10.0,20.0,11.0,9.0,6.0,13.0,12.0,8.0,10.0,10.0,8.0,14.0,16.0,11.0
llama,9.0,11.0,15.0,10.0,13.0,12.0,11.0,15.0,17.0,10.0,11.0,12.0,10.0,10.0,13.0,16.0,11.0,11.0,20.0,12.0,10.0,11.0,11.0,11.0,9.0,14.0,13.0,11.0,10.0,13.0
monkey,11.0,11.0,9.0,8.0,11.0,5.0,11.0,8.0,9.0,11.0,8.0,8.0,10.0,7.0,9.0,8.0,12.0,9.0,12.0,20.0,9.0,11.0,11.0,8.0,9.0,4.0,11.0,14.0,8.0,11.0
mouse,12.0,12.0,5.0,10.0,11.0,9.0,12.0,12.0,8.0,8.0,12.0,7.0,18.0,14.0,5.0,10.0,10.0,6.0,10.0,9.0,20.0,8.0,9.0,11.0,7.0,12.0,14.0,8.0,10.0,8.0
pig,11.0,9.0,11.0,11.0,12.0,11.0,12.0,14.0,11.0,7.0,11.0,11.0,12.0,15.0,12.0,12.0,4.0,13.0,11.0,11.0,8.0,20.0,8.0,11.0,9.0,14.0,12.0,11.0,11.0,11.0
polar bear,11.0,9.0,12.0,13.0,10.0,8.0,12.0,11.0,9.0,10.0,11.0,10.0,9.0,9.0,13.0,10.0,9.0,12.0,11.0,11.0,9.0,8.0,20.0,11.0,12.0,10.0,9.0,12.0,1.0,11.0
rabbit,13.0,13.0,11.0,12.0,9.0,11.0,13.0,9.0,9.0,10.0,14.0,8.0,14.0,13.0,8.0,12.0,13.0,8.0,11.0,8.0,11.0,11.0,11.0,20.0,7.0,12.0,13.0,12.0,12.0,9.0
rhinoceros,8.0,9.0,14.0,10.0,12.0,10.0,9.0,10.0,12.0,14.0,8.0,10.0,7.0,9.0,18.0,12.0,11.0,10.0,9.0,9.0,7.0,9.0,12.0,7.0,20.0,9.0,4.0,16.0,10.0,12.0
sheep,8.0,12.0,11.0,13.0,11.0,12.0,13.0,13.0,11.0,10.0,12.0,8.0,11.0,11.0,8.0,11.0,9.0,10.0,14.0,4.0,12.0,14.0,10.0,12.0,9.0,20.0,10.0,7.0,8.0,9.0
squirrel,15.0,13.0,7.0,13.0,9.0,12.0,13.0,11.0,4.0,5.0,12.0,6.0,16.0,14.0,9.0,7.0,11.0,8.0,13.0,11.0,14.0,12.0,9.0,13.0,4.0,10.0,20.0,7.0,11.0,7.0
tiger,9.0,12.0,9.0,16.0,9.0,7.0,11.0,8.0,8.0,11.0,8.0,12.0,6.0,4.0,10.0,10.0,9.0,14.0,11.0,14.0,8.0,11.0,12.0,12.0,16.0,7.0,7.0,20.0,11.0,12.0
wolf,9.0,11.0,11.0,13.0,11.0,13.0,13.0,11.0,9.0,11.0,16.0,7.0,10.0,8.0,7.0,10.0,8.0,16.0,10.0,8.0,10.0,11.0,1.0,12.0,10.0,8.0,11.0,11.0,20.0,12.0
zebra,5.0,10.0,12.0,11.0,13.0,14.0,11.0,17.0,12.0,13.0,10.0,14.0,9.0,8.0,12.0,19.0,11.0,11.0,13.0,11.0,8.0,11.0,11.0,9.0,12.0,9.0,7.0,12.0,12.0,20.0
