exemplar,bat,beaver,bison,cat,cow,deer,dog,donkey,dromedary,elephant,fox,giraffe,hamster,hedgehog,hippopotamus,horse,kangaroo,lion,llama,monkey,mouse,pig,polar bear,rabbit,rhinoceros,sheep,squirrel,tiger,wolf,zebra
llama,10.0,8.0,14.0,11.0,12.0,13.0,10.0,12.0,16.0,9.0,9.0,14.0,11.0,9.0,10.0,17.0,10.0,11.0,20.0,9.0,10.0,12.0,9.0,11.0,11.0,17.0,11.0,11.0,11.0,14.0
monkey,11.0,9.0,10.0,12.0,9.0,13.0,9.0,11.0,10.0,16.0,9.0,10.0,11.0,10.0,10.0,9.0,12.0,14.0,9.0,20.0,8.0,13.0,9.0,16.0,13.0,9.0,10.0,12.0,9.0,13.0
mouse,13.0,14.0,9.0,11.0,9.0,14.0,12.0,12.0,9.0,12.0,14.0,9.0,12.0,13.0,9.0,10.0,12.0,10.0,10.0,8.0,20.0,12.0,8.0,14.0,9.0,10.0,16.0,9.0,9.0,12.0
pig,9.0,10.0,10.0,12.0,12.0,9.0,10.0,10.0,12.0,9.0,10.0,11.0,11.0,14.0,12.0,12.0,8.0,11.0,12.0,13.0,12.0,20.0,10.0,11.0,9.0,10.0,14.0,10.0,10.0,11.0
polar bear,9.0,9.0,11.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,10.0,9.0,11.0,9.0,10.0,9.0,11.0,10.0,9.0,9.0,8.0,10.0,20.0,8.0,9.0,9.0,10.0,9.0,12.0,8.0
rabbit,13.0,15.0,10.0,12.0,11.0,12.0,10.0,11.0,10.0,10.0,15.0,9.0,16.0,14.0,9.0,13.0,9.0,10.0,11.0,16.0,14.0,11.0,8.0,20.0,9.0,10.0,12.0,10.0,13.0,10.0
rhinoceros,9.0,9.0,10.0,10.0,15.0,10.0,10.0,10.0,11.0,12.0,9.0,12.0,10.0,7.0,15.0,11.0,8.0,10.0,11.0,13.0,9.0,9.0,9.0,9.0,20.0,9.0,10.0,15.0,13.0,12.0
sheep,8.0,8.0,16.0,11.0,12.0,10.0,10.0,11.0,13.0,11.0,11.0,9.0,11.0,10.0,12.0,16.0,13.0,11.0,17.0,9.0,10.0,10.0,9.0,10.0,9.0,20.0,12.0,13.0,15.0,11.0
squirrel,12.0,12.0,9.0,12.0,9.0,11.0,13.0,10.0,9.0,9.0,13.0,10.0,15.0,14.0,10.0,11.0,9.0,11.0,11.0,10.0,16.0,14.0,10.0,12.0,10.0,12.0,20.0,10.0,12.0,9.0
tiger,9.0,9.0,14.0,15.0,10.0,10.0,11.0,10.0,9.0,14.0,12.0,9.0,9.0,9.0,13.0,9.0,9.0,15.0,11.0,12.0,9.0,10.0,9.0,10.0,15.0,13.0,10.0,20.0,11.0,12.0
wolf,9.0,11.0,10.0,10.0,10.0,13.0,15.0,10.0,11.0,8.0,16.0,10.0,10.0,9.0,9.0,10.0,9.0,14.0,11.0,9.0,9.0,10.0,12.0,13.0,13.0,15.0,12.0,11.0,20.0,11.0
zebra,9.0,9.0,9.0,9.0,12.0,10.0,10.0,18.0,11.0,11.0,13.0,14.0,9.0,9.0,11.0,16.0,9.0,11.0,14.0,13.0,12.0,11.0,8.0,10.0,12.0,11.0,9.0,12.0,11.0,20.0
