exemplar,bat,beaver,bison,cat,cow,deer,dog,donkey,dromedary,elephant,fox,giraffe,hamster,hedgehog,hippopotamus,horse,kangaroo,lion,llama,monkey,mouse,pig,polar bear,rabbit,rhinoceros,sheep,squirrel,tiger,wolf,zebra
fox,4.0,4.0,3.0,14.0,3.0,4.0,18.0,5.0,3.0,2.0,20.0,3.0,10.0,2.0,3.0,3.0,2.0,12.0,5.0,2.0,4.0,3.0,3.0,4.0,5.0,6.0,6.0,15.0,17.0,3.0
giraffe,1.0,2.0,2.0,2.0,2.0,10.0,2.0,7.0,10.0,6.0,3.0,20.0,2.0,1.0,3.0,6.0,11.0,4.0,13.0,3.0,2.0,2.0,5.0,4.0,2.0,3.0,3.0,6.0,3.0,3.0
hamster,8.0,8.0,2.0,10.0,1.0,3.0,8.0,2.0,2.0,1.0,10.0,2.0,20.0,5.0,1.0,2.0,3.0,4.0,4.0,3.0,17.0,2.0,2.0,14.0,4.0,2.0,17.0,8.0,6.0,3.0
hedgehog,2.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,5.0,20.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0
hippopotamus,1.0,10.0,6.0,2.0,6.0,2.0,4.0,1.0,7.0,11.0,3.0,3.0,1.0,2.0,20.0,7.0,1.0,3.0,2.0,2.0,2.0,8.0,5.0,3.0,16.0,3.0,2.0,5.0,3.0,2.0
horse,2.0,2.0,12.0,5.0,8.0,14.0,13.0,19.0,4.0,3.0,3.0,6.0,2.0,2.0,7.0,20.0,5.0,6.0,13.0,1.0,2.0,3.0,3.0,2.0,3.0,6.0,8.0,12.0,8.0,17.0
kangaroo,3.0,5.0,6.0,3.0,2.0,10.0,6.0,3.0,8.0,2.0,2.0,11.0,3.0,2.0,1.0,5.0,20.0,1.0,4.0,4.0,2.0,3.0,4.0,7.0,3.0,3.0,6.0,3.0,2.0,6.0
lion,2.0,5.0,8.0,16.0,10.0,4.0,14.0,7.0,7.0,5.0,12.0,4.0,4.0,2.0,3.0,6.0,1.0,20.0,13.0,2.0,2.0,2.0,6.0,7.0,10.0,7.0,3.0,16.0,12.0,9.0
llama,5.0,3.0,5.0,6.0,4.0,7.0,5.0,11.0,7.0,4.0,5.0,13.0,4.0,1.0,2.0,13.0,4.0,13.0,20.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,7.0,10.0,7.0
monkey,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,20.0,1.0,1.0,12.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0
mouse,9.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,17.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,20.0,2.0,2.0,4.0,2.0,3.0,6.0,2.0,2.0,1.0
pig,2.0,1.0,4.0,2.0,1.0,2.0,6.0,5.0,3.0,7.0,3.0,2.0,2.0,2.0,8.0,3.0,3.0,2.0,3.0,1.0,2.0,20.0,3.0,2.0,4.0,7.0,3.0,4.0,3.0,3.0
polar bear,2.0,2.0,10.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,2.0,3.0,5.0,3.0,4.0,6.0,3.0,12.0,2.0,3.0,20.0,2.0,5.0,3.0,3.0,4.0,3.0,6.0
rabbit,1.0,7.0,2.0,6.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,14.0,4.0,3.0,2.0,7.0,7.0,3.0,2.0,4.0,2.0,2.0,20.0,2.0,5.0,10.0,7.0,3.0,4.0
rhinoceros,2.0,2.0,7.0,4.0,6.0,5.0,2.0,3.0,7.0,14.0,5.0,2.0,4.0,2.0,16.0,3.0,3.0,10.0,4.0,2.0,2.0,4.0,5.0,2.0,20.0,2.0,7.0,5.0,3.0,3.0
sheep,1.0,4.0,12.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,6.0,3.0,2.0,2.0,3.0,6.0,3.0,7.0,2.0,3.0,3.0,7.0,3.0,5.0,2.0,20.0,6.0,2.0,6.0,4.0
squirrel,3.0,17.0,2.0,7.0,2.0,4.0,6.0,2.0,3.0,2.0,6.0,3.0,17.0,3.0,2.0,8.0,6.0,3.0,4.0,4.0,6.0,3.0,3.0,10.0,7.0,6.0,20.0,7.0,7.0,3.0
tiger,2.0,7.0,6.0,16.0,4.0,12.0,12.0,11.0,4.0,3.0,15.0,6.0,8.0,3.0,5.0,12.0,3.0,16.0,7.0,3.0,2.0,4.0,4.0,7.0,5.0,2.0,7.0,20.0,14.0,12.0
wolf,2.0,4.0,5.0,10.0,2.0,3.0,14.0,4.0,3.0,2.0,17.0,3.0,6.0,2.0,3.0,8.0,2.0,12.0,10.0,3.0,2.0,3.0,3.0,3.0,3.0,6.0,7.0,14.0,20.0,4.0
zebra,2.0,2.0,10.0,7.0,10.0,10.0,8.0,14.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,17.0,6.0,9.0,7.0,2.0,1.0,3.0,6.0,4.0,3.0,4.0,3.0,12.0,4.0,20.0
