exemplar,aardappel,ajuin,asperges,aubergine,augurken,biet,bloemkool,bonen,champignons,courgette,erwten,kervel,komkommer,look,maïs,paprika,peterselie,prei,radijs,rode kool,schorseneren,selder,sla,spinazie,spruiten,tomaat,waterkers,witloof,witte kool,wortel
radijs,8.0,10.0,9.0,,9.0,10.0,10.0,5.0,10.0,3.0,10.0,,10.0,15.0,8.0,6.0,4.0,8.0,20.0,6.0,8.0,4.0,7.0,5.0,15.0,14.0,10.0,8.0,8.0,7.0
rode kool,2.0,3.0,5.0,,3.0,12.0,6.0,2.0,2.0,4.0,2.0,,4.0,4.0,1.0,5.0,5.0,1.0,6.0,20.0,6.0,3.0,5.0,4.0,8.0,2.0,1.0,7.0,15.0,3.0
schorseneren,1.0,3.0,15.0,,4.0,7.0,12.0,8.0,12.0,8.0,7.0,,8.0,3.0,8.0,4.0,3.0,11.0,8.0,6.0,20.0,9.0,1.0,4.0,5.0,7.0,2.0,10.0,11.0,10.0
selder,1.0,1.0,14.0,,9.0,5.0,4.0,4.0,7.0,5.0,5.0,,8.0,4.0,1.0,4.0,10.0,15.0,4.0,3.0,9.0,20.0,12.0,14.0,4.0,4.0,14.0,10.0,13.0,7.0
sla,3.0,2.0,3.0,,7.0,3.0,5.0,4.0,1.0,4.0,8.0,,7.0,3.0,1.0,4.0,10.0,10.0,7.0,5.0,1.0,12.0,20.0,8.0,6.0,3.0,10.0,5.0,7.0,1.0
spinazie,1.0,1.0,4.0,,6.0,3.0,5.0,8.0,4.0,3.0,9.0,,8.0,2.0,6.0,4.0,15.0,9.0,5.0,4.0,4.0,14.0,8.0,20.0,5.0,1.0,11.0,2.0,3.0,1.0
spruiten,11.0,5.0,4.0,,14.0,6.0,5.0,8.0,6.0,12.0,13.0,,6.0,8.0,11.0,5.0,4.0,4.0,15.0,8.0,5.0,4.0,6.0,5.0,20.0,7.0,6.0,4.0,1.0,6.0
tomaat,12.0,10.0,5.0,,1.0,10.0,7.0,3.0,4.0,1.0,4.0,,4.0,4.0,2.0,10.0,4.0,1.0,14.0,2.0,7.0,4.0,3.0,1.0,7.0,20.0,6.0,4.0,4.0,3.0
waterkers,1.0,2.0,5.0,,7.0,7.0,1.0,3.0,7.0,3.0,5.0,,3.0,4.0,3.0,1.0,15.0,7.0,10.0,1.0,2.0,14.0,10.0,11.0,6.0,6.0,20.0,9.0,7.0,4.0
witloof,6.0,7.0,10.0,,7.0,10.0,9.0,4.0,3.0,7.0,4.0,,8.0,8.0,11.0,2.0,7.0,14.0,8.0,7.0,10.0,10.0,5.0,2.0,4.0,4.0,9.0,20.0,17.0,7.0
witte kool,4.0,8.0,9.0,,1.0,12.0,9.0,4.0,6.0,7.0,3.0,,5.0,13.0,1.0,1.0,5.0,14.0,8.0,15.0,11.0,13.0,7.0,3.0,1.0,4.0,7.0,17.0,20.0,4.0
wortel,5.0,5.0,14.0,,8.0,8.0,3.0,2.0,5.0,6.0,1.0,,9.0,5.0,12.0,4.0,1.0,8.0,7.0,3.0,10.0,7.0,1.0,1.0,6.0,3.0,4.0,7.0,4.0,20.0
