exemplar,acteur,advocaat,apotheker,archeoloog,architect,bakker,boekhouder,brandweerman,dierenarts,directeur,dokter,informaticus,kinesist,kok,leraar,loodgieter,marktkramer,minister,opvoedster,piloot,politieagent,postbode,psycholoog,rechter,secretaresse,slager,stewardess,tandarts,vuilnisman,winkelbediende
kok,12.0,11.0,11.0,10.0,11.0,13.0,11.0,10.0,10.0,9.0,11.0,9.0,10.0,20.0,10.0,11.0,11.0,9.0,11.0,11.0,13.0,6.0,10.0,8.0,11.0,13.0,9.0,9.0,10.0,12.0
leraar,11.0,12.0,8.0,11.0,10.0,12.0,12.0,11.0,8.0,12.0,11.0,11.0,9.0,10.0,20.0,12.0,14.0,11.0,15.0,12.0,12.0,11.0,14.0,13.0,13.0,10.0,10.0,10.0,8.0,9.0
loodgieter,9.0,10.0,9.0,11.0,12.0,10.0,9.0,13.0,9.0,9.0,10.0,9.0,11.0,11.0,12.0,20.0,11.0,8.0,11.0,10.0,11.0,10.0,4.0,9.0,8.0,14.0,6.0,11.0,13.0,10.0
marktkramer,11.0,5.0,10.0,11.0,8.0,10.0,12.0,12.0,10.0,8.0,7.0,9.0,11.0,11.0,14.0,11.0,20.0,8.0,11.0,8.0,9.0,12.0,11.0,11.0,10.0,13.0,13.0,11.0,12.0,15.0
minister,13.0,14.0,12.0,12.0,10.0,8.0,12.0,10.0,11.0,15.0,11.0,11.0,9.0,9.0,11.0,8.0,8.0,20.0,11.0,11.0,12.0,7.0,12.0,13.0,11.0,11.0,11.0,9.0,9.0,7.0
opvoedster,12.0,11.0,11.0,12.0,10.0,8.0,8.0,11.0,9.0,11.0,11.0,11.0,10.0,11.0,15.0,11.0,11.0,11.0,20.0,8.0,11.0,11.0,15.0,12.0,11.0,8.0,11.0,10.0,9.0,11.0
piloot,11.0,13.0,9.0,11.0,11.0,10.0,12.0,11.0,9.0,12.0,11.0,12.0,11.0,11.0,12.0,10.0,8.0,11.0,8.0,20.0,9.0,11.0,11.0,9.0,11.0,8.0,15.0,9.0,7.0,12.0
politieagent,12.0,12.0,10.0,11.0,9.0,11.0,12.0,14.0,11.0,11.0,9.0,10.0,10.0,13.0,12.0,11.0,9.0,12.0,11.0,9.0,20.0,13.0,12.0,13.0,11.0,10.0,11.0,11.0,11.0,11.0
postbode,10.0,12.0,8.0,9.0,10.0,13.0,13.0,11.0,10.0,9.0,8.0,8.0,9.0,6.0,11.0,10.0,12.0,7.0,11.0,11.0,13.0,20.0,10.0,9.0,10.0,10.0,11.0,10.0,13.0,14.0
psycholoog,11.0,13.0,13.0,12.0,9.0,9.0,11.0,8.0,12.0,12.0,14.0,11.0,15.0,10.0,14.0,4.0,11.0,12.0,15.0,11.0,12.0,10.0,20.0,12.0,9.0,11.0,12.0,13.0,8.0,9.0
rechter,13.0,14.0,11.0,11.0,13.0,9.0,13.0,11.0,11.0,14.0,12.0,10.0,9.0,8.0,13.0,9.0,11.0,13.0,12.0,9.0,13.0,9.0,12.0,20.0,11.0,9.0,7.0,11.0,10.0,8.0
secretaresse,12.0,13.0,10.0,11.0,13.0,12.0,15.0,9.0,11.0,13.0,13.0,12.0,10.0,11.0,13.0,8.0,10.0,11.0,11.0,11.0,11.0,10.0,9.0,11.0,20.0,11.0,19.0,11.0,9.0,13.0
slager,9.0,11.0,11.0,10.0,10.0,15.0,11.0,8.0,10.0,7.0,12.0,10.0,13.0,13.0,10.0,14.0,13.0,11.0,8.0,8.0,10.0,10.0,11.0,9.0,11.0,20.0,8.0,10.0,11.0,13.0
stewardess,12.0,10.0,8.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,8.0,9.0,11.0,9.0,10.0,6.0,13.0,11.0,11.0,15.0,11.0,11.0,12.0,7.0,19.0,8.0,20.0,11.0,10.0,11.0
tandarts,9.0,12.0,13.0,11.0,8.0,12.0,11.0,9.0,13.0,11.0,14.0,9.0,17.0,9.0,10.0,11.0,11.0,9.0,10.0,9.0,11.0,10.0,13.0,11.0,11.0,10.0,11.0,20.0,8.0,9.0
vuilnisman,9.0,8.0,11.0,9.0,9.0,10.0,11.0,10.0,6.0,7.0,7.0,7.0,7.0,10.0,8.0,13.0,12.0,9.0,9.0,7.0,11.0,13.0,8.0,10.0,9.0,11.0,10.0,8.0,20.0,11.0
winkelbediende,11.0,11.0,13.0,7.0,10.0,1.0,12.0,9.0,9.0,12.0,10.0,12.0,10.0,12.0,9.0,10.0,15.0,7.0,11.0,12.0,11.0,14.0,9.0,8.0,13.0,13.0,11.0,9.0,11.0,20.0
