exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
pan,9.0,17.0,12.0,12.0,11.0,5.0,14.0,4.0,18.0,12.0,12.0,18.0,8.0,8.0,12.0,8.0,7.0,5.0,12.0,20.0,19.0,9.0,7.0,4.0,8.0,16.0,12.0,17.0,9.0,15.0,15.0,19.0,15.0
pot,6.0,8.0,8.0,18.0,4.0,11.0,13.0,7.0,19.0,8.0,17.0,18.0,9.0,6.0,11.0,12.0,4.0,5.0,10.0,19.0,20.0,11.0,7.0,5.0,10.0,16.0,9.0,16.0,10.0,17.0,17.0,17.0,18.0
rasp,15.0,14.0,15.0,5.0,7.0,9.0,9.0,8.0,6.0,12.0,11.0,11.0,12.0,11.0,7.0,16.0,16.0,4.0,8.0,9.0,11.0,20.0,15.0,3.0,13.0,11.0,11.0,16.0,12.0,7.0,12.0,10.0,18.0
schaar,17.0,11.0,7.0,5.0,4.0,6.0,9.0,7.0,9.0,17.0,11.0,7.0,17.0,18.0,7.0,13.0,16.0,8.0,4.0,7.0,7.0,15.0,20.0,4.0,16.0,7.0,13.0,6.0,18.0,8.0,6.0,8.0,10.0
schort,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,9.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,20.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
spatel,12.0,11.0,7.0,8.0,4.0,5.0,13.0,9.0,5.0,17.0,8.0,12.0,18.0,13.0,6.0,15.0,16.0,7.0,4.0,8.0,10.0,13.0,16.0,4.0,20.0,7.0,17.0,9.0,17.0,7.0,5.0,8.0,12.0
tas,7.0,13.0,7.0,16.0,5.0,8.0,19.0,6.0,12.0,8.0,14.0,16.0,13.0,15.0,11.0,8.0,5.0,10.0,5.0,16.0,16.0,11.0,7.0,4.0,7.0,20.0,12.0,14.0,15.0,11.0,16.0,10.0,9.0
theelepel,12.0,12.0,7.0,4.0,4.0,4.0,11.0,9.0,8.0,17.0,6.0,5.0,19.0,4.0,2.0,11.0,14.0,6.0,8.0,12.0,9.0,11.0,13.0,4.0,17.0,12.0,20.0,11.0,18.0,4.0,7.0,9.0,11.0
vergiet,11.0,16.0,15.0,12.0,7.0,9.0,14.0,7.0,18.0,11.0,14.0,17.0,4.0,5.0,9.0,8.0,6.0,4.0,11.0,17.0,16.0,16.0,6.0,4.0,9.0,14.0,11.0,20.0,12.0,12.0,17.0,17.0,19.0
vork,13.0,13.0,9.0,8.0,4.0,7.0,9.0,9.0,13.0,18.0,7.0,8.0,18.0,19.0,9.0,15.0,11.0,9.0,9.0,9.0,10.0,12.0,18.0,4.0,17.0,15.0,18.0,12.0,20.0,4.0,9.0,9.0,11.0
waterkoker,12.0,8.0,16.0,17.0,12.0,11.0,17.0,7.0,17.0,7.0,18.0,12.0,6.0,4.0,14.0,15.0,12.0,4.0,11.0,15.0,17.0,7.0,8.0,4.0,7.0,11.0,4.0,12.0,4.0,20.0,17.0,9.0,9.0
weegschaal,11.0,15.0,17.0,9.0,14.0,12.0,9.0,9.0,11.0,15.0,12.0,17.0,8.0,5.0,12.0,12.0,9.0,4.0,11.0,15.0,17.0,12.0,6.0,4.0,5.0,16.0,7.0,17.0,9.0,17.0,20.0,12.0,17.0
wok,8.0,14.0,9.0,12.0,12.0,9.0,12.0,4.0,18.0,10.0,7.0,18.0,11.0,8.0,12.0,9.0,9.0,4.0,11.0,19.0,17.0,10.0,8.0,4.0,8.0,10.0,9.0,17.0,9.0,9.0,12.0,20.0,15.0
zeef,11.0,13.0,8.0,9.0,14.0,6.0,14.0,11.0,16.0,9.0,12.0,17.0,10.0,8.0,5.0,13.0,11.0,11.0,9.0,15.0,18.0,18.0,10.0,3.0,12.0,9.0,11.0,19.0,11.0,9.0,17.0,15.0,20.0
