exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
notenkraker,2.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,8.0,5.0,20.0,3.0,2.0,1.0,6.0,2.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0
onderlegger,2.0,3.0,5.0,5.0,5.0,1.0,3.0,15.0,6.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,20.0,5.0,9.0,2.0,4.0,2.0,2.0,2.0,7.0,4.0,2.0,3.0,5.0,2.0,2.0,5.0
oven,4.0,5.0,8.0,5.0,4.0,3.0,2.0,5.0,7.0,5.0,3.0,11.0,2.0,2.0,4.0,5.0,2.0,5.0,20.0,15.0,5.0,4.0,1.0,2.0,2.0,4.0,2.0,5.0,4.0,7.0,4.0,17.0,5.0
pan,2.0,13.0,2.0,2.0,5.0,6.0,2.0,2.0,16.0,4.0,5.0,13.0,3.0,2.0,4.0,4.0,1.0,9.0,15.0,20.0,16.0,3.0,2.0,1.0,9.0,13.0,4.0,6.0,1.0,7.0,2.0,13.0,12.0
pot,6.0,6.0,6.0,15.0,2.0,1.0,11.0,2.0,2.0,9.0,5.0,18.0,6.0,2.0,4.0,1.0,6.0,2.0,5.0,16.0,20.0,2.0,3.0,4.0,6.0,11.0,1.0,1.0,2.0,12.0,3.0,16.0,9.0
rasp,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,6.0,2.0,10.0,5.0,4.0,2.0,4.0,4.0,3.0,2.0,20.0,2.0,4.0,5.0,6.0,2.0,4.0,8.0,4.0,2.0,5.0,16.0
schaar,11.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0,2.0,3.0,1.0,16.0,1.0,16.0,4.0,2.0,1.0,2.0,3.0,2.0,20.0,5.0,2.0,5.0,4.0,3.0,2.0,6.0,3.0,5.0,10.0
schort,6.0,4.0,2.0,5.0,2.0,5.0,4.0,16.0,5.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,5.0,20.0,5.0,5.0,2.0,2.0,2.0,5.0,6.0,2.0,4.0
spatel,2.0,5.0,4.0,2.0,5.0,5.0,3.0,6.0,6.0,5.0,3.0,4.0,16.0,5.0,6.0,6.0,4.0,2.0,2.0,9.0,6.0,5.0,2.0,5.0,20.0,5.0,4.0,5.0,1.0,4.0,1.0,3.0,3.0
tas,5.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,6.0,7.0,6.0,3.0,4.0,2.0,1.0,1.0,7.0,4.0,13.0,11.0,6.0,5.0,5.0,5.0,20.0,3.0,5.0,4.0,8.0,6.0,4.0,1.0
theelepel,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,19.0,5.0,2.0,3.0,5.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,3.0,20.0,4.0,9.0,5.0,5.0,3.0,1.0
vergiet,2.0,9.0,5.0,2.0,4.0,1.0,4.0,5.0,12.0,5.0,2.0,2.0,5.0,1.0,1.0,3.0,4.0,2.0,5.0,6.0,1.0,4.0,3.0,2.0,5.0,5.0,4.0,20.0,4.0,10.0,4.0,14.0,16.0
vork,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,11.0,4.0,3.0,5.0,3.0,4.0,1.0,2.0,8.0,2.0,2.0,1.0,4.0,9.0,4.0,20.0,1.0,2.0,6.0,5.0
waterkoker,1.0,4.0,8.0,4.0,4.0,4.0,5.0,4.0,12.0,2.0,16.0,2.0,2.0,1.0,2.0,2.0,6.0,5.0,7.0,7.0,12.0,4.0,6.0,5.0,4.0,8.0,5.0,10.0,1.0,20.0,8.0,13.0,5.0
weegschaal,2.0,4.0,4.0,5.0,8.0,6.0,4.0,4.0,10.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,6.0,1.0,6.0,5.0,4.0,2.0,8.0,20.0,9.0,8.0
wok,2.0,3.0,5.0,5.0,4.0,6.0,5.0,2.0,4.0,3.0,4.0,15.0,8.0,2.0,8.0,10.0,5.0,2.0,17.0,13.0,16.0,5.0,5.0,2.0,3.0,4.0,3.0,14.0,6.0,13.0,9.0,20.0,13.0
zeef,3.0,6.0,4.0,4.0,2.0,2.0,5.0,6.0,8.0,5.0,5.0,14.0,2.0,6.0,4.0,2.0,5.0,5.0,5.0,12.0,9.0,16.0,10.0,4.0,3.0,1.0,1.0,16.0,5.0,5.0,8.0,13.0,20.0
