exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
microgolf,1.0,2.0,1.0,2.0,5.0,8.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,20.0,1.0,1.0,1.0,18.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,14.0,1.0,5.0,2.0
mixer,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,18.0,2.0,2.0,1.0,1.0,1.0,20.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0
notenkraker,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,20.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,5.0,11.0,2.0,1.0,1.0
onderlegger,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,20.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0
oven,1.0,1.0,3.0,2.0,17.0,3.0,2.0,2.0,9.0,1.0,5.0,8.0,2.0,2.0,18.0,3.0,1.0,1.0,20.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,10.0,3.0,3.0,1.0
pan,2.0,8.0,2.0,6.0,9.0,5.0,1.0,1.0,2.0,1.0,2.0,12.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,20.0,18.0,2.0,1.0,2.0,2.0,7.0,2.0,2.0,3.0,2.0,2.0,17.0,1.0
pot,1.0,8.0,2.0,8.0,9.0,2.0,8.0,2.0,15.0,3.0,5.0,17.0,1.0,2.0,5.0,2.0,1.0,1.0,5.0,18.0,20.0,2.0,1.0,1.0,5.0,5.0,2.0,5.0,1.0,3.0,8.0,18.0,3.0
rasp,5.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,14.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,20.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0
schaar,15.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,2.0,17.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,20.0,1.0,4.0,1.0,4.0,3.0,5.0,1.0,1.0,2.0,1.0
schort,2.0,2.0,2.0,1.0,2.0,1.0,3.0,15.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,20.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0
spatel,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,4.0,2.0,20.0,1.0,8.0,1.0,9.0,1.0,1.0,2.0,2.0
tas,1.0,2.0,2.0,11.0,2.0,2.0,18.0,1.0,1.0,2.0,15.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,5.0,3.0,1.0,1.0,1.0,20.0,8.0,1.0,2.0,2.0,2.0,8.0,2.0
theelepel,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,5.0,2.0,3.0,15.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,8.0,8.0,20.0,1.0,5.0,2.0,1.0,1.0,1.0
vergiet,5.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,20.0,1.0,2.0,1.0,14.0,4.0
vork,10.0,6.0,1.0,3.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,1.0,2.0,5.0,2.0,1.0,3.0,1.0,2.0,5.0,2.0,9.0,2.0,5.0,1.0,20.0,2.0,2.0,15.0,2.0
waterkoker,2.0,1.0,5.0,1.0,14.0,2.0,3.0,2.0,3.0,2.0,18.0,5.0,1.0,1.0,14.0,2.0,11.0,2.0,10.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,20.0,2.0,3.0,1.0
weegschaal,2.0,3.0,2.0,1.0,2.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,20.0,2.0,2.0
wok,1.0,5.0,1.0,3.0,8.0,3.0,3.0,1.0,2.0,1.0,3.0,17.0,2.0,3.0,5.0,1.0,1.0,2.0,3.0,17.0,18.0,1.0,2.0,2.0,2.0,8.0,1.0,14.0,15.0,3.0,2.0,20.0,2.0
zeef,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,20.0
