exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
microgolf,3.0,3.0,5.0,6.0,6.0,6.0,3.0,4.0,10.0,2.0,1.0,2.0,1.0,1.0,20.0,3.0,2.0,5.0,18.0,2.0,4.0,2.0,1.0,1.0,6.0,3.0,1.0,1.0,3.0,5.0,4.0,1.0,2.0
mixer,5.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,20.0,7.0,9.0,1.0,3.0,3.0,20.0,3.0,6.0,5.0,14.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,6.0,3.0
notenkraker,2.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,20.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0
onderlegger,1.0,3.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,1.0,4.0,5.0,6.0,3.0,20.0,3.0,6.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0
oven,1.0,1.0,15.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,18.0,5.0,3.0,3.0,20.0,15.0,2.0,5.0,3.0,6.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0
pan,1.0,1.0,12.0,2.0,9.0,2.0,6.0,1.0,3.0,3.0,5.0,14.0,2.0,2.0,2.0,14.0,4.0,6.0,15.0,20.0,16.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,8.0,9.0,5.0,6.0
pot,3.0,5.0,1.0,1.0,6.0,5.0,2.0,1.0,19.0,5.0,19.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,16.0,20.0,5.0,1.0,2.0,4.0,6.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0
rasp,1.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,6.0,2.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,5.0,20.0,5.0,2.0,1.0,4.0,3.0,6.0,2.0,6.0,6.0,2.0,13.0
schaar,4.0,4.0,1.0,6.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,3.0,3.0,1.0,1.0,5.0,20.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0
schort,5.0,2.0,2.0,1.0,6.0,3.0,5.0,12.0,3.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,2.0,1.0,20.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0
spatel,2.0,1.0,3.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,9.0,6.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,20.0,3.0,4.0,2.0,1.0,5.0,3.0,1.0,5.0
tas,5.0,1.0,7.0,3.0,3.0,3.0,1.0,3.0,10.0,2.0,14.0,18.0,15.0,1.0,3.0,2.0,4.0,5.0,3.0,2.0,6.0,4.0,2.0,3.0,3.0,20.0,5.0,1.0,6.0,1.0,1.0,6.0,2.0
theelepel,1.0,5.0,6.0,6.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,19.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,5.0,20.0,2.0,5.0,5.0,2.0,8.0,5.0
vergiet,2.0,5.0,2.0,3.0,6.0,4.0,2.0,1.0,3.0,3.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,6.0,3.0,4.0,2.0,1.0,2.0,20.0,4.0,6.0,1.0,1.0,20.0
vork,6.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,17.0,6.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,5.0,4.0,20.0,6.0,1.0,9.0,5.0
waterkoker,4.0,2.0,19.0,2.0,12.0,6.0,3.0,3.0,8.0,5.0,2.0,5.0,6.0,1.0,5.0,4.0,2.0,3.0,2.0,8.0,6.0,6.0,3.0,1.0,5.0,1.0,5.0,6.0,6.0,20.0,1.0,2.0,2.0
weegschaal,2.0,2.0,1.0,2.0,6.0,2.0,3.0,3.0,4.0,3.0,2.0,5.0,6.0,2.0,4.0,3.0,1.0,2.0,1.0,9.0,1.0,6.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,20.0,6.0,3.0
wok,5.0,5.0,2.0,3.0,1.0,6.0,5.0,4.0,15.0,2.0,2.0,2.0,4.0,1.0,1.0,6.0,1.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,6.0,8.0,1.0,9.0,2.0,6.0,20.0,3.0
zeef,1.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,6.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,6.0,1.0,13.0,3.0,4.0,5.0,2.0,5.0,20.0,5.0,2.0,3.0,3.0,20.0
