exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
onderlegger,1.0,16.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
oven,1.0,1.0,10.0,1.0,20.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pan,1.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,10.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0
pot,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,20.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,15.0,20.0,1.0,1.0,1.0,1.0,20.0,1.0,12.0,1.0,12.0,1.0,10.0,1.0
rasp,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,2.0,1.0,12.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0
schaar,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,20.0,1.0,10.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0
schort,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spatel,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,10.0,1.0,12.0,12.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,12.0,10.0,1.0,20.0,1.0,10.0,1.0,15.0,1.0,1.0,1.0,15.0
tas,1.0,12.0,1.0,10.0,1.0,1.0,19.0,1.0,5.0,1.0,14.0,20.0,12.0,10.0,12.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,20.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0
theelepel,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,10.0,13.0,20.0,1.0,15.0,1.0,1.0,1.0,1.0
vergiet,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,15.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,10.0,1.0,1.0,12.0
vork,1.0,1.0,1.0,1.0,20.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,16.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,15.0,1.0,15.0,1.0,20.0,1.0,1.0,1.0,1.0
waterkoker,5.0,1.0,1.0,1.0,14.0,1.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,20.0,1.0,1.0,1.0
weegschaal,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0
wok,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0
zeef,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,20.0
