exemplar,Brussels sprouts,asparagus,beans,beet,black salsify,carrot,cauliflower,celery,chervil,corn,cucumber,eggplant,endive,garlic,gherkins,leek,lettuce,mushrooms,onions,parsley,peas,pepper,potato,radish,red cabbage,spinach,tomato,water cress,white cabbage,zucchini
endive,15.0,15.0,15.0,16.0,15.0,16.0,16.0,15.0,15.0,15.0,16.0,15.0,20.0,15.0,15.0,16.0,16.0,16.0,15.0,14.0,16.0,15.0,15.0,16.0,14.0,15.0,16.0,16.0,15.0,15.0
garlic,16.0,16.0,17.0,15.0,14.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,15.0,20.0,16.0,16.0,16.0,15.0,19.0,16.0,15.0,15.0,15.0,15.0,14.0,15.0,16.0,16.0,15.0,16.0
gherkins,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,19.0,16.0,15.0,16.0,20.0,17.0,16.0,15.0,16.0,14.0,15.0,16.0,15.0,15.0,14.0,14.0,15.0,16.0,14.0,15.0
leek,15.0,16.0,16.0,14.0,15.0,17.0,16.0,16.0,16.0,15.0,17.0,14.0,16.0,16.0,17.0,20.0,15.0,15.0,16.0,16.0,16.0,15.0,15.0,14.0,15.0,16.0,15.0,15.0,15.0,15.0
lettuce,16.0,15.0,15.0,16.0,14.0,16.0,15.0,15.0,17.0,15.0,17.0,15.0,16.0,16.0,16.0,15.0,20.0,15.0,15.0,17.0,16.0,16.0,15.0,16.0,14.0,18.0,17.0,17.0,15.0,15.0
mushrooms,16.0,16.0,16.0,15.0,16.0,15.0,15.0,14.0,15.0,16.0,16.0,14.0,16.0,15.0,15.0,15.0,15.0,20.0,16.0,16.0,15.0,16.0,15.0,15.0,14.0,16.0,16.0,16.0,16.0,14.0
onions,16.0,16.0,16.0,16.0,15.0,16.0,15.0,16.0,16.0,16.0,16.0,15.0,15.0,19.0,16.0,16.0,15.0,16.0,20.0,15.0,16.0,16.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,16.0
parsley,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,18.0,14.0,14.0,15.0,14.0,16.0,14.0,16.0,17.0,16.0,15.0,20.0,14.0,15.0,15.0,16.0,15.0,17.0,14.0,17.0,14.0,16.0
peas,17.0,16.0,18.0,14.0,14.0,16.0,14.0,15.0,16.0,17.0,16.0,15.0,16.0,15.0,15.0,16.0,16.0,15.0,16.0,14.0,20.0,15.0,16.0,15.0,15.0,16.0,15.0,15.0,15.0,14.0
pepper,15.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,16.0,16.0,15.0,15.0,15.0,15.0,16.0,15.0,16.0,16.0,16.0,15.0,15.0,20.0,15.0,15.0,16.0,16.0,16.0,16.0,15.0,16.0
potato,15.0,15.0,17.0,15.0,15.0,15.0,15.0,16.0,14.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,20.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0
radish,15.0,15.0,15.0,18.0,16.0,16.0,15.0,16.0,17.0,16.0,17.0,15.0,16.0,15.0,15.0,14.0,16.0,15.0,15.0,16.0,15.0,15.0,15.0,20.0,15.0,15.0,16.0,17.0,15.0,14.0
red cabbage,16.0,15.0,15.0,18.0,15.0,14.0,17.0,15.0,15.0,14.0,15.0,15.0,14.0,14.0,14.0,15.0,14.0,14.0,15.0,15.0,15.0,16.0,15.0,15.0,20.0,16.0,15.0,14.0,18.0,14.0
spinach,16.0,14.0,15.0,16.0,15.0,15.0,15.0,16.0,17.0,15.0,17.0,15.0,15.0,15.0,14.0,16.0,18.0,16.0,16.0,17.0,16.0,16.0,15.0,15.0,16.0,20.0,15.0,16.0,16.0,15.0
tomato,16.0,15.0,15.0,16.0,15.0,16.0,14.0,16.0,15.0,15.0,16.0,15.0,16.0,16.0,15.0,15.0,17.0,16.0,15.0,14.0,15.0,16.0,15.0,16.0,15.0,15.0,20.0,16.0,16.0,16.0
water cress,17.0,15.0,14.0,17.0,15.0,16.0,15.0,16.0,18.0,15.0,16.0,15.0,16.0,16.0,16.0,15.0,17.0,16.0,15.0,17.0,15.0,16.0,14.0,17.0,14.0,16.0,16.0,20.0,15.0,16.0
white cabbage,14.0,15.0,15.0,14.0,14.0,15.0,17.0,14.0,13.0,15.0,15.0,14.0,15.0,15.0,14.0,15.0,15.0,16.0,15.0,14.0,15.0,15.0,15.0,15.0,18.0,16.0,16.0,15.0,20.0,15.0
zucchini,15.0,14.0,14.0,15.0,14.0,15.0,15.0,14.0,15.0,16.0,18.0,18.0,15.0,16.0,15.0,15.0,15.0,14.0,16.0,16.0,14.0,16.0,15.0,14.0,14.0,15.0,16.0,16.0,15.0,20.0
