feature,freq
is koud,38
is lang,7
is langwerpig,16
is lelijk,11
is levensloos,5
is licht,11
is makkelijk om af te wassen,9
is materiaal,10
is modern,5
is moeilijk om af te wassen,8
is mooi,9
is multifunctioneel,16
is niet duur,25
is niet eetbaar,10
is niet zo geliefd bij veel mensen,5
is nuttig,10
is onhandig,4
is ouderwets,4
is ovaal,7
is plat,8
is plooibaar,8
is rechthoekig,30
is roestvrij,4
is rond,82
is rood,5
is scherp,69
is soms van kurk,5
is sterrenbeeld,7
is stevig,12
is uitgevonden door de mens,5
is vaak decoratief,4
is vaak onmisbaar,10
is van aardewerk,8
is van glas,38
is van katoen,7
is van leer,11
is van porselein,15
is van stof,24
is vierkant,23
is waterdicht,5
is wit,59
is zacht,18
is zilverkleurig,41
is zwaar,25
is zwart,35
je kan er iemand mee doden,6
je kan ermee spelen,6
kan als wapen gebruikt worden,31
kan bedrukt zijn met een tekening,10
kan dienen als verwarmingselement,6
kan dienen om te roeren,33
kan digitaal zijn,11
kan eten ontdooien,5
kan gekleurd zijn,4
kan iets aan een deur zijn,6
kan iets laten aanbranden,7
kan in afwasmachine,9
kan je afwassen,18
kan je bloem mee zeven,6
kan je bloemen in zetten,11
kan je deeg mee klaarmaken,10
kan je desserts mee eten,6
kan je eiwit mee stijf kloppen,12
kan je iemand mee slaan,11
kan je iets in doen,4
kan je je aan snijden,10
kan je je aan verbranden,13
kan je je pijn aan doen,22
kan je mee prikken,13
kan je meenemen naar strand,12
kan je meerdere malen gebruiken,5
kan je milkshake mee maken,4
kan je nagels mee knippen,4
kan je op je neus hangen,4
kan je op liggen,5
kan je op schrijven,8
kan je op schrijven met krijt,12
kan je opendoen,4
kan je overal kopen,4
kan je uit drinken,48
kan je uit eten,38
kan je vasthouden,5
kan roesten,7
kan stuk gaan,11
kan tegen hitte,14
kan twee boterhammen tegelijk roosteren,5
kan uit verschillende materialen bestaan,18
kan van verschillende stoffen gemaakt zijn,6
kan verschillende motiefjes hebben,7
kan versierd zijn,4
kan vuil worden,9
knip je papier mee,6
komt voor in een spreekwoord,7
kookt water,29
koop je in de winkel,65
laat water door,14
ligt in de kast,15
ligt in een schuif,8
ligt links van bord,7
ligt naast je bord,4
ligt op een dak,5
maakt een borrelend geluid,4
maakt een piepend geluid,7
maakt een zoemend geluid,15
maakt geen geluid,4
maakt lawaai,18
maakt oud brood weer lekker,7
moet je afwassen na gebruik,39
moet je gemalen koffiebonen in doen,6
moet je in stopcontact steken,5
moet je soms slijpen,4
moet je voorverwarmen,4
moet je wassen,5
moet soms gekuist worden,5
ruikt lekker,8
ruikt naar koffie,4
scheidt vloeistof van vaste stof,11
smelt niet bij warme temperaturen,4
spiegelt,6
staat onder een glas,11
staat rechtop,4
stinkt,7
verbruikt gas,16
werkt met een scharnier,6
werkt op batterijen,5
werkt op elektriciteit,133
werkt snel,9
wordt als cadeau gegeven,14
wordt dagelijks gebruikt,10
wordt door dokters gebruikt,7
wordt gebakken in een oven,5
wordt geblazen,5
wordt gebruikt aan tafel,22
wordt gebruikt als doseringsmaat,7
wordt gebruikt bij het koken,141
wordt gebruikt bij het maken van pasta,5
wordt gebruikt door een kok,19
wordt gebruikt in de tuin,7
wordt gebruikt in een restaurant,9
wordt gebruikt om af te drogen,21
wordt gebruikt om af te wassen,8
wordt gebruikt om cornflakes uit te eten,7
wordt gebruikt om dingen in te mengen,17
wordt gebruikt om eten koel te houden,13
wordt gebruikt om het verkeer te regelen,16
wordt gebruikt om iets af te gieten,21
wordt gebruikt om iets warms op te zetten,4
wordt gebruikt om koffie te maken,30
wordt gebruikt om mee te eten,49
wordt gebruikt om soep te maken,12
wordt gebruikt om te zuiveren,9
wordt gebruikt om vlees te snijden,6
wordt gebruikt op feestjes,4
wordt gebruikt voor ramen,24
wordt gebruikt voor school,7
wordt gebruikt voor spaghetti,12
wordt gemaakt in een fabriek,8
wordt in de keuken gebruikt,348
wordt in verschillende culturen gebruikt,5
wordt meestal 's morgens gebruikt,21
wordt meestal door mama's gebruikt,9
wordt meestal in de herfst gebruikt,6
wordt meestal in een klas gebruikt,6
wordt na het wassen gebruikt,6
wordt onder je bord gelegd,7
wordt vaak gebruikt,5
wordt van zand gemaakt,12
wordt veel door studenten gebruikt,9
wordt vooral gebruikt door vrouwen,21
wordt vooral gebruikt voor groenten,16
wordt warm,75
zet je op het vuur,28
zorgt ervoor dat je dingen kan opvangen,6
zorgt ervoor dat je kleren niet vuil worden,25
