exemplar,bathing suit,beanie,belt,blouse,boots,bra,cap,coat,dress,dungarees,hat,jeans,mittens,panties,pants,pullover,pyjamas,scarf,shirt,shoes,shorts,skirt,socks,suit,sweater,t-shirt,tie,top,tracksuit
jeans,5.0,4.0,14.0,5.0,7.0,10.0,12.0,14.0,14.0,17.0,4.0,20.0,8.0,9.0,18.0,16.0,2.0,8.0,8.0,8.0,12.0,15.0,14.0,9.0,5.0,12.0,4.0,8.0,15.0
mittens,1.0,14.0,6.0,5.0,17.0,2.0,10.0,14.0,6.0,8.0,14.0,8.0,20.0,4.0,3.0,16.0,5.0,15.0,3.0,2.0,8.0,5.0,8.0,4.0,8.0,5.0,4.0,14.0,5.0
panties,16.0,8.0,5.0,5.0,5.0,17.0,5.0,4.0,10.0,7.0,2.0,9.0,4.0,20.0,14.0,4.0,16.0,6.0,6.0,9.0,14.0,14.0,14.0,5.0,5.0,9.0,9.0,12.0,9.0
pants,3.0,4.0,10.0,9.0,10.0,7.0,4.0,14.0,15.0,18.0,5.0,18.0,3.0,14.0,20.0,10.0,17.0,5.0,15.0,8.0,18.0,14.0,9.0,12.0,4.0,5.0,7.0,7.0,14.0
pullover,15.0,18.0,8.0,8.0,4.0,10.0,6.0,14.0,14.0,4.0,6.0,16.0,16.0,4.0,10.0,20.0,8.0,14.0,15.0,15.0,5.0,9.0,14.0,7.0,17.0,2.0,4.0,12.0,13.0
pyjamas,9.0,3.0,5.0,15.0,3.0,16.0,6.0,2.0,12.0,15.0,2.0,2.0,5.0,16.0,17.0,8.0,20.0,4.0,15.0,2.0,14.0,9.0,2.0,9.0,7.0,15.0,2.0,16.0,14.0
scarf,4.0,9.0,5.0,10.0,9.0,4.0,7.0,14.0,5.0,6.0,12.0,8.0,15.0,6.0,5.0,14.0,4.0,20.0,10.0,5.0,4.0,7.0,3.0,6.0,4.0,5.0,8.0,6.0,8.0
shirt,3.0,8.0,5.0,15.0,5.0,12.0,7.0,15.0,5.0,12.0,5.0,8.0,3.0,6.0,15.0,15.0,15.0,10.0,20.0,14.0,6.0,7.0,8.0,15.0,10.0,14.0,15.0,17.0,5.0
shoes,1.0,10.0,7.0,4.0,15.0,2.0,8.0,12.0,7.0,12.0,12.0,8.0,2.0,9.0,8.0,15.0,2.0,5.0,14.0,20.0,10.0,2.0,16.0,14.0,10.0,6.0,4.0,5.0,10.0
shorts,13.0,2.0,10.0,9.0,4.0,15.0,3.0,4.0,14.0,14.0,5.0,12.0,8.0,14.0,18.0,5.0,14.0,4.0,6.0,10.0,20.0,15.0,7.0,6.0,7.0,8.0,5.0,10.0,14.0
skirt,12.0,2.0,3.0,8.0,6.0,16.0,7.0,9.0,16.0,8.0,10.0,15.0,5.0,14.0,14.0,9.0,9.0,7.0,7.0,2.0,15.0,20.0,5.0,10.0,10.0,14.0,4.0,15.0,5.0
socks,1.0,14.0,5.0,9.0,10.0,14.0,8.0,10.0,4.0,13.0,5.0,14.0,8.0,14.0,9.0,14.0,2.0,3.0,8.0,16.0,7.0,5.0,20.0,14.0,2.0,5.0,10.0,5.0,12.0
suit,5.0,4.0,14.0,12.0,5.0,15.0,2.0,10.0,17.0,2.0,5.0,9.0,4.0,5.0,12.0,7.0,9.0,6.0,15.0,14.0,6.0,10.0,14.0,20.0,9.0,5.0,17.0,6.0,13.0
sweater,3.0,5.0,8.0,15.0,7.0,6.0,9.0,10.0,10.0,10.0,5.0,5.0,8.0,5.0,4.0,17.0,7.0,4.0,10.0,10.0,7.0,10.0,2.0,9.0,20.0,12.0,9.0,5.0,16.0
t-shirt,12.0,2.0,8.0,9.0,5.0,11.0,2.0,11.0,5.0,14.0,5.0,12.0,5.0,9.0,5.0,2.0,15.0,5.0,14.0,6.0,8.0,14.0,5.0,5.0,12.0,20.0,5.0,7.0,10.0
tie,2.0,7.0,14.0,4.0,5.0,4.0,5.0,5.0,3.0,8.0,10.0,4.0,4.0,9.0,7.0,4.0,2.0,8.0,15.0,4.0,5.0,4.0,10.0,17.0,9.0,5.0,20.0,4.0,3.0
top,15.0,6.0,5.0,15.0,1.0,15.0,4.0,14.0,12.0,14.0,4.0,8.0,14.0,12.0,7.0,12.0,16.0,6.0,17.0,5.0,10.0,15.0,5.0,6.0,5.0,7.0,4.0,20.0,14.0
tracksuit,8.0,4.0,5.0,11.0,2.0,12.0,5.0,7.0,5.0,10.0,2.0,15.0,5.0,9.0,14.0,13.0,14.0,8.0,5.0,10.0,14.0,5.0,12.0,13.0,16.0,10.0,3.0,14.0,20.0
