exemplar,apron,bottle,bowl,can opener,colander,electric kettle,fork,fridge,glass,grater,kettle,knife,microwave oven,mixer,mug,nutcracker,oven,pan,percolator,place mat,plate,pot,scales,scissors,sieve,spatula,spoon,stove,teaspoon,toaster,towel,whisk,wok
kettle,3.0,3.0,3.0,6.0,4.0,4.0,4.0,3.0,5.0,4.0,20.0,3.0,5.0,5.0,3.0,8.0,15.0,3.0,15.0,5.0,5.0,15.0,5.0,5.0,2.0,2.0,1.0,10.0,2.0,4.0,2.0,5.0,6.0
knife,6.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,20.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,15.0,5.0,10.0,18.0,3.0,3.0,2.0,2.0,5.0,3.0
microwave oven,4.0,4.0,3.0,4.0,3.0,3.0,5.0,18.0,3.0,4.0,5.0,3.0,20.0,3.0,2.0,5.0,16.0,15.0,12.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,1.0,6.0,2.0,12.0
mixer,3.0,5.0,15.0,3.0,6.0,15.0,14.0,2.0,5.0,4.0,5.0,2.0,3.0,20.0,2.0,2.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,15.0,5.0,2.0,5.0,4.0,2.0,5.0,2.0,5.0
mug,3.0,4.0,5.0,4.0,3.0,18.0,1.0,10.0,5.0,2.0,3.0,3.0,2.0,2.0,20.0,2.0,2.0,2.0,5.0,2.0,3.0,5.0,1.0,4.0,5.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,12.0
nutcracker,3.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,1.0,6.0,8.0,1.0,5.0,2.0,2.0,20.0,5.0,2.0,2.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,2.0,3.0,2.0,5.0,3.0,5.0,3.0
oven,10.0,2.0,4.0,2.0,5.0,2.0,5.0,18.0,4.0,4.0,15.0,3.0,16.0,5.0,2.0,5.0,20.0,2.0,2.0,4.0,4.0,15.0,15.0,2.0,2.0,2.0,4.0,15.0,2.0,2.0,5.0,5.0,3.0
pan,2.0,2.0,2.0,4.0,5.0,10.0,5.0,15.0,4.0,3.0,3.0,4.0,15.0,5.0,2.0,2.0,2.0,20.0,3.0,5.0,5.0,15.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,5.0,4.0,3.0,5.0
percolator,2.0,3.0,12.0,3.0,5.0,3.0,4.0,2.0,5.0,3.0,15.0,2.0,12.0,2.0,5.0,2.0,2.0,3.0,20.0,3.0,5.0,4.0,2.0,2.0,6.0,3.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0
place mat,2.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,6.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,20.0,4.0,2.0,10.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,15.0,3.0,5.0
plate,2.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,15.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,20.0,5.0,5.0,2.0,3.0,2.0,5.0,14.0,2.0,2.0,2.0,3.0,2.0
pot,6.0,4.0,15.0,2.0,3.0,15.0,2.0,5.0,4.0,5.0,15.0,5.0,4.0,4.0,5.0,4.0,15.0,15.0,4.0,2.0,5.0,20.0,4.0,4.0,3.0,4.0,6.0,15.0,4.0,5.0,3.0,2.0,15.0
scales,2.0,2.0,4.0,2.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,5.0,1.0,1.0,15.0,2.0,2.0,10.0,5.0,4.0,20.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,5.0,3.0
scissors,3.0,3.0,5.0,3.0,3.0,4.0,12.0,3.0,2.0,6.0,5.0,15.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,20.0,5.0,3.0,10.0,2.0,6.0,2.0,4.0,2.0,3.0
sieve,2.0,3.0,10.0,4.0,4.0,2.0,15.0,2.0,2.0,3.0,2.0,5.0,2.0,15.0,5.0,4.0,2.0,5.0,6.0,3.0,3.0,3.0,2.0,5.0,20.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,2.0
spatula,4.0,4.0,10.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,10.0,1.0,5.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,20.0,2.0,5.0,13.0,4.0,4.0,15.0,4.0
spoon,10.0,2.0,2.0,15.0,2.0,5.0,18.0,2.0,4.0,4.0,1.0,18.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,6.0,2.0,10.0,4.0,2.0,20.0,4.0,19.0,5.0,5.0,10.0,2.0
stove,5.0,10.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,10.0,3.0,2.0,5.0,5.0,3.0,15.0,2.0,4.0,2.0,14.0,15.0,4.0,2.0,5.0,5.0,4.0,20.0,2.0,6.0,5.0,3.0,5.0
teaspoon,2.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,2.0,3.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,6.0,4.0,13.0,19.0,2.0,20.0,1.0,2.0,5.0,5.0
toaster,2.0,3.0,2.0,2.0,8.0,5.0,4.0,15.0,2.0,5.0,4.0,2.0,1.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,4.0,5.0,6.0,1.0,20.0,8.0,1.0,10.0
towel,3.0,4.0,6.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,2.0,3.0,5.0,4.0,2.0,15.0,2.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,8.0,20.0,3.0,5.0
whisk,2.0,5.0,3.0,12.0,3.0,2.0,15.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,15.0,10.0,3.0,5.0,1.0,3.0,20.0,4.0
wok,2.0,2.0,3.0,2.0,6.0,2.0,1.0,2.0,4.0,3.0,6.0,3.0,12.0,5.0,12.0,3.0,3.0,5.0,4.0,5.0,2.0,15.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,10.0,5.0,4.0,20.0
