exemplar,apron,bottle,bowl,can opener,colander,electric kettle,fork,fridge,glass,grater,kettle,knife,microwave oven,mixer,mug,nutcracker,oven,pan,percolator,place mat,plate,pot,scales,scissors,sieve,spatula,spoon,stove,teaspoon,toaster,towel,whisk,wok
kettle,1.0,8.0,3.0,2.0,9.0,3.0,1.0,5.0,5.0,2.0,20.0,2.0,2.0,2.0,1.0,1.0,9.0,2.0,2.0,2.0,5.0,15.0,3.0,1.0,2.0,2.0,8.0,2.0,4.0,3.0,1.0,5.0,2.0
knife,1.0,5.0,3.0,15.0,1.0,1.0,5.0,1.0,1.0,14.0,2.0,20.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,17.0,2.0,2.0,15.0,2.0,2.0,1.0,1.0,2.0,3.0
microwave oven,2.0,2.0,2.0,1.0,1.0,14.0,1.0,8.0,1.0,2.0,2.0,2.0,20.0,1.0,2.0,1.0,18.0,4.0,5.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,5.0
mixer,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,20.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,18.0,1.0
mug,1.0,11.0,2.0,1.0,1.0,2.0,2.0,2.0,18.0,3.0,1.0,2.0,2.0,2.0,20.0,1.0,2.0,7.0,15.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,1.0,2.0,8.0
nutcracker,1.0,1.0,1.0,10.0,1.0,11.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,20.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0
oven,2.0,2.0,8.0,1.0,2.0,10.0,1.0,3.0,2.0,1.0,9.0,2.0,18.0,3.0,2.0,1.0,20.0,1.0,5.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,2.0,17.0,1.0,3.0,2.0,1.0,3.0
pan,2.0,6.0,12.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,4.0,2.0,7.0,2.0,1.0,20.0,2.0,2.0,8.0,18.0,2.0,1.0,1.0,2.0,2.0,9.0,2.0,2.0,1.0,1.0,17.0
percolator,3.0,5.0,2.0,2.0,2.0,18.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,15.0,2.0,5.0,2.0,20.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0
place mat,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,20.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
plate,2.0,3.0,8.0,1.0,3.0,1.0,6.0,2.0,5.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,8.0,2.0,1.0,20.0,8.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,5.0
pot,1.0,8.0,17.0,1.0,5.0,3.0,1.0,2.0,8.0,2.0,15.0,2.0,5.0,2.0,5.0,1.0,5.0,18.0,5.0,1.0,8.0,20.0,8.0,1.0,3.0,5.0,1.0,9.0,2.0,2.0,2.0,3.0,18.0
scales,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,8.0,20.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0
scissors,1.0,2.0,1.0,15.0,3.0,1.0,5.0,1.0,3.0,2.0,1.0,17.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,4.0,2.0,1.0,4.0,1.0,3.0,5.0,2.0
sieve,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,20.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0
spatula,2.0,3.0,2.0,2.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,4.0,2.0,20.0,5.0,2.0,8.0,3.0,2.0,3.0,2.0
spoon,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,8.0,15.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,20.0,1.0,15.0,1.0,1.0,2.0,2.0
stove,2.0,1.0,2.0,3.0,2.0,14.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,17.0,9.0,2.0,1.0,1.0,9.0,2.0,1.0,3.0,2.0,1.0,20.0,2.0,2.0,5.0,2.0,8.0
teaspoon,1.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,8.0,15.0,2.0,20.0,2.0,1.0,5.0,1.0
toaster,2.0,2.0,4.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,20.0,2.0,3.0,1.0
towel,15.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,20.0,2.0,1.0
whisk,2.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,2.0,1.0,5.0,2.0,2.0,18.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,5.0,3.0,2.0,2.0,5.0,3.0,2.0,20.0,1.0
wok,2.0,3.0,17.0,1.0,14.0,3.0,15.0,3.0,3.0,1.0,2.0,3.0,5.0,1.0,8.0,1.0,3.0,17.0,3.0,2.0,5.0,18.0,2.0,2.0,2.0,2.0,2.0,8.0,1.0,1.0,1.0,1.0,20.0
