exemplar,apron,bottle,bowl,can opener,colander,electric kettle,fork,fridge,glass,grater,kettle,knife,microwave oven,mixer,mug,nutcracker,oven,pan,percolator,place mat,plate,pot,scales,scissors,sieve,spatula,spoon,stove,teaspoon,toaster,towel,whisk,wok
kettle,3.0,6.0,2.0,2.0,3.0,8.0,1.0,1.0,1.0,2.0,20.0,3.0,10.0,2.0,10.0,1.0,1.0,3.0,5.0,2.0,2.0,19.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,15.0
knife,2.0,3.0,1.0,2.0,1.0,1.0,6.0,1.0,5.0,3.0,3.0,20.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,10.0,1.0,2.0,3.0,1.0,9.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0
microwave oven,1.0,6.0,2.0,3.0,1.0,5.0,3.0,6.0,3.0,2.0,10.0,1.0,20.0,3.0,3.0,2.0,18.0,2.0,1.0,5.0,3.0,4.0,4.0,1.0,2.0,6.0,1.0,6.0,1.0,5.0,4.0,2.0,1.0
mixer,1.0,4.0,9.0,5.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,20.0,2.0,3.0,5.0,14.0,7.0,6.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,20.0,6.0
mug,3.0,3.0,18.0,5.0,1.0,1.0,6.0,3.0,1.0,4.0,10.0,1.0,3.0,2.0,20.0,4.0,3.0,2.0,14.0,5.0,1.0,6.0,1.0,2.0,2.0,3.0,15.0,3.0,5.0,7.0,3.0,2.0,6.0
nutcracker,1.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,20.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
oven,6.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,3.0,18.0,5.0,3.0,3.0,20.0,15.0,2.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,5.0,1.0,15.0,1.0,1.0,2.0
pan,3.0,2.0,14.0,1.0,4.0,8.0,3.0,2.0,6.0,1.0,3.0,2.0,2.0,14.0,2.0,4.0,15.0,20.0,5.0,6.0,1.0,16.0,9.0,1.0,6.0,3.0,2.0,9.0,1.0,12.0,1.0,3.0,5.0
percolator,1.0,3.0,5.0,3.0,17.0,2.0,2.0,1.0,3.0,3.0,5.0,1.0,1.0,7.0,14.0,3.0,2.0,5.0,20.0,5.0,1.0,19.0,2.0,1.0,1.0,3.0,5.0,3.0,2.0,6.0,2.0,2.0,2.0
place mat,3.0,5.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,4.0,5.0,6.0,5.0,3.0,3.0,6.0,5.0,20.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,2.0,4.0
plate,2.0,6.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,1.0,2.0,10.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,20.0,5.0,2.0,4.0,2.0,1.0,12.0,2.0,5.0,2.0,2.0,2.0,5.0
pot,2.0,1.0,1.0,3.0,3.0,6.0,1.0,5.0,2.0,5.0,19.0,1.0,4.0,3.0,6.0,3.0,2.0,16.0,19.0,2.0,5.0,20.0,1.0,1.0,1.0,4.0,1.0,6.0,3.0,1.0,1.0,5.0,1.0
scales,1.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,9.0,2.0,2.0,2.0,1.0,20.0,2.0,3.0,3.0,6.0,6.0,2.0,1.0,3.0,3.0,6.0
scissors,1.0,6.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,5.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,20.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
sieve,4.0,1.0,6.0,1.0,20.0,2.0,5.0,4.0,1.0,13.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,6.0,1.0,2.0,2.0,1.0,3.0,3.0,20.0,5.0,2.0,1.0,5.0,4.0,2.0,3.0,3.0
spatula,2.0,1.0,1.0,2.0,2.0,5.0,1.0,8.0,2.0,1.0,1.0,9.0,6.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,5.0,20.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0
spoon,2.0,1.0,2.0,3.0,1.0,6.0,17.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,15.0,1.0,3.0,2.0,5.0,1.0,12.0,1.0,6.0,2.0,2.0,4.0,20.0,4.0,19.0,4.0,5.0,1.0,4.0
stove,6.0,3.0,5.0,2.0,6.0,12.0,5.0,1.0,4.0,2.0,1.0,1.0,6.0,1.0,3.0,2.0,5.0,9.0,3.0,2.0,2.0,6.0,6.0,2.0,1.0,1.0,4.0,20.0,5.0,2.0,4.0,4.0,1.0
teaspoon,2.0,6.0,4.0,1.0,2.0,5.0,5.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,2.0,5.0,4.0,19.0,5.0,20.0,6.0,1.0,2.0,8.0
toaster,2.0,2.0,3.0,2.0,2.0,19.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,4.0,7.0,2.0,15.0,12.0,6.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,6.0,20.0,2.0,5.0,2.0
towel,12.0,1.0,3.0,2.0,1.0,3.0,1.0,5.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,4.0,1.0,2.0,20.0,1.0,4.0
whisk,5.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,20.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,1.0,4.0,2.0,5.0,1.0,20.0,2.0
wok,1.0,3.0,2.0,5.0,1.0,2.0,9.0,6.0,5.0,2.0,15.0,1.0,1.0,6.0,6.0,1.0,2.0,5.0,2.0,4.0,5.0,1.0,6.0,1.0,3.0,1.0,4.0,1.0,8.0,2.0,4.0,2.0,20.0
