exemplar,apron,bottle,bowl,can opener,colander,electric kettle,fork,fridge,glass,grater,kettle,knife,microwave oven,mixer,mug,nutcracker,oven,pan,percolator,place mat,plate,pot,scales,scissors,sieve,spatula,spoon,stove,teaspoon,toaster,towel,whisk,wok
kettle,1.0,1.0,19.0,1.0,17.0,9.0,1.0,1.0,14.0,11.0,20.0,1.0,1.0,1.0,3.0,1.0,6.0,14.0,1.0,16.0,6.0,19.0,1.0,1.0,16.0,,1.0,14.0,1.0,2.0,9.0,11.0,14.0
knife,16.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,20.0,1.0,1.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,20.0,2.0,,20.0,14.0,14.0,10.0,1.0,11.0,1.0
microwave oven,1.0,2.0,19.0,9.0,1.0,19.0,1.0,14.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,20.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11.0,14.0,2.0,16.0,1.0,1.0,15.0
mixer,4.0,1.0,1.0,2.0,1.0,14.0,4.0,1.0,1.0,16.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,20.0,1.0,11.0,5.0,1.0,3.0,16.0,,4.0,17.0,17.0,1.0,14.0,20.0,1.0
mug,3.0,4.0,3.0,1.0,14.0,19.0,1.0,1.0,20.0,1.0,3.0,6.0,1.0,1.0,20.0,1.0,1.0,1.0,18.0,12.0,1.0,5.0,18.0,1.0,1.0,,1.0,6.0,20.0,1.0,1.0,1.0,1.0
nutcracker,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
oven,4.0,1.0,18.0,1.0,2.0,19.0,1.0,15.0,9.0,1.0,6.0,1.0,20.0,1.0,1.0,1.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,19.0,1.0,11.0,4.0,1.0,13.0
pan,11.0,12.0,19.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,14.0,1.0,14.0,1.0,1.0,1.0,20.0,20.0,4.0,2.0,4.0,10.0,1.0,1.0,1.0,,20.0,20.0,1.0,1.0,1.0,1.0,18.0
percolator,1.0,1.0,1.0,2.0,11.0,20.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,20.0,18.0,1.0,1.0,4.0,20.0,1.0,1.0,9.0,1.0,1.0,1.0,,11.0,14.0,16.0,1.0,1.0,1.0,1.0
place mat,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,12.0,1.0,1.0,2.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,11.0,1.0,1.0
plate,1.0,1.0,14.0,18.0,1.0,1.0,4.0,1.0,20.0,1.0,6.0,1.0,1.0,11.0,1.0,1.0,1.0,4.0,1.0,1.0,20.0,17.0,1.0,1.0,1.0,,16.0,1.0,11.0,1.0,1.0,1.0,4.0
pot,1.0,8.0,19.0,20.0,20.0,11.0,1.0,1.0,18.0,1.0,19.0,1.0,1.0,5.0,5.0,1.0,1.0,10.0,9.0,1.0,17.0,20.0,4.0,1.0,1.0,,4.0,14.0,1.0,1.0,18.0,1.0,17.0
scales,1.0,1.0,16.0,13.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,20.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
scissors,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,18.0,1.0,20.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0
sieve,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,16.0,2.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0
spatula,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,
spoon,1.0,1.0,12.0,8.0,1.0,20.0,20.0,1.0,5.0,1.0,1.0,20.0,11.0,4.0,1.0,1.0,1.0,20.0,11.0,1.0,16.0,4.0,1.0,4.0,1.0,,20.0,1.0,20.0,1.0,1.0,12.0,11.0
stove,14.0,4.0,19.0,1.0,2.0,20.0,2.0,4.0,1.0,1.0,14.0,14.0,14.0,17.0,6.0,1.0,19.0,20.0,14.0,1.0,1.0,14.0,1.0,1.0,1.0,,1.0,20.0,1.0,1.0,1.0,17.0,2.0
teaspoon,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,11.0,1.0,1.0,14.0,2.0,17.0,20.0,1.0,1.0,1.0,16.0,1.0,11.0,1.0,1.0,1.0,2.0,,20.0,1.0,20.0,1.0,1.0,20.0,1.0
toaster,1.0,1.0,1.0,1.0,1.0,14.0,1.0,18.0,1.0,1.0,2.0,10.0,16.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,20.0,1.0,1.0,1.0
towel,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,14.0,1.0,1.0,4.0,1.0,1.0,11.0,1.0,18.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,20.0,1.0,1.0
whisk,1.0,1.0,15.0,1.0,4.0,1.0,8.0,1.0,1.0,13.0,11.0,11.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,12.0,17.0,20.0,1.0,1.0,20.0,11.0
wok,1.0,1.0,16.0,1.0,17.0,14.0,1.0,1.0,1.0,2.0,14.0,1.0,15.0,1.0,1.0,1.0,13.0,18.0,1.0,1.0,4.0,17.0,1.0,1.0,1.0,,11.0,2.0,1.0,1.0,1.0,11.0,20.0
