exemplar,bat,beaver,bison,cat,cow,deer,dog,donkey,dromedary,elephant,fox,giraffe,hamster,hedgehog,hippopotamus,horse,kangaroo,lion,llama,monkey,mouse,pig,polar bear,rabbit,rhinoceros,sheep,squirrel,tiger,wolf,zebra
fox,5.0,5.0,7.0,6.0,5.0,2.0,2.0,3.0,5.0,6.0,20.0,5.0,4.0,2.0,7.0,4.0,10.0,7.0,4.0,3.0,4.0,3.0,8.0,1.0,4.0,5.0,5.0,9.0,7.0,3.0
giraffe,4.0,5.0,3.0,6.0,5.0,10.0,4.0,3.0,3.0,6.0,5.0,20.0,1.0,5.0,2.0,5.0,3.0,6.0,5.0,4.0,4.0,6.0,2.0,4.0,3.0,3.0,5.0,18.0,5.0,20.0
hamster,6.0,6.0,3.0,15.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,1.0,20.0,5.0,4.0,7.0,6.0,3.0,4.0,5.0,5.0,1.0,3.0,6.0,2.0,13.0,7.0,9.0,11.0,20.0
hedgehog,6.0,3.0,5.0,2.0,6.0,3.0,4.0,5.0,6.0,14.0,2.0,5.0,5.0,20.0,5.0,3.0,5.0,3.0,10.0,3.0,4.0,7.0,9.0,4.0,9.0,12.0,4.0,4.0,5.0,4.0
hippopotamus,5.0,2.0,6.0,2.0,7.0,3.0,10.0,1.0,3.0,6.0,7.0,2.0,4.0,5.0,20.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,9.0,6.0,9.0,3.0,4.0,10.0,2.0,19.0
horse,4.0,6.0,3.0,8.0,10.0,3.0,4.0,10.0,1.0,7.0,4.0,5.0,7.0,3.0,4.0,20.0,6.0,1.0,3.0,1.0,3.0,6.0,3.0,2.0,10.0,2.0,5.0,3.0,3.0,7.0
kangaroo,2.0,3.0,2.0,4.0,6.0,9.0,6.0,4.0,2.0,6.0,10.0,3.0,6.0,5.0,2.0,6.0,20.0,9.0,4.0,5.0,2.0,3.0,3.0,5.0,7.0,4.0,7.0,2.0,1.0,4.0
lion,3.0,17.0,2.0,3.0,5.0,6.0,3.0,3.0,7.0,3.0,7.0,6.0,3.0,3.0,3.0,1.0,9.0,20.0,4.0,7.0,2.0,3.0,2.0,3.0,4.0,5.0,1.0,3.0,4.0,3.0
llama,4.0,2.0,10.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,10.0,1.0,3.0,4.0,4.0,20.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,15.0,3.0,2.0
monkey,5.0,7.0,3.0,2.0,10.0,3.0,6.0,4.0,10.0,3.0,3.0,4.0,5.0,3.0,3.0,1.0,5.0,7.0,4.0,20.0,4.0,1.0,6.0,7.0,7.0,12.0,4.0,4.0,3.0,7.0
mouse,7.0,7.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,20.0,5.0,5.0,4.0,1.0,13.0,4.0,3.0,3.0,1.0
pig,4.0,3.0,6.0,3.0,10.0,5.0,8.0,4.0,10.0,3.0,3.0,6.0,1.0,7.0,4.0,6.0,3.0,3.0,3.0,1.0,5.0,20.0,3.0,7.0,5.0,15.0,1.0,6.0,9.0,5.0
polar bear,3.0,20.0,2.0,3.0,2.0,5.0,1.0,7.0,4.0,10.0,8.0,2.0,3.0,9.0,9.0,3.0,3.0,2.0,3.0,6.0,5.0,3.0,20.0,2.0,9.0,5.0,6.0,5.0,5.0,4.0
rabbit,4.0,3.0,3.0,6.0,6.0,3.0,10.0,5.0,3.0,3.0,1.0,4.0,6.0,4.0,6.0,2.0,5.0,3.0,5.0,7.0,4.0,7.0,2.0,20.0,7.0,6.0,3.0,14.0,9.0,6.0
rhinoceros,6.0,12.0,5.0,2.0,9.0,7.0,7.0,4.0,4.0,1.0,4.0,3.0,2.0,9.0,9.0,10.0,7.0,4.0,4.0,7.0,1.0,5.0,9.0,7.0,20.0,1.0,2.0,5.0,8.0,5.0
sheep,8.0,4.0,9.0,3.0,2.0,5.0,4.0,6.0,4.0,1.0,5.0,3.0,13.0,12.0,3.0,2.0,4.0,5.0,3.0,12.0,13.0,15.0,5.0,6.0,1.0,20.0,9.0,4.0,4.0,7.0
squirrel,6.0,4.0,8.0,3.0,5.0,5.0,4.0,3.0,15.0,3.0,5.0,5.0,7.0,4.0,4.0,5.0,7.0,1.0,3.0,4.0,4.0,1.0,6.0,3.0,2.0,9.0,20.0,4.0,8.0,1.0
tiger,3.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,18.0,9.0,4.0,10.0,3.0,2.0,3.0,15.0,4.0,3.0,6.0,5.0,14.0,5.0,4.0,4.0,20.0,4.0,10.0
wolf,6.0,6.0,4.0,3.0,5.0,8.0,4.0,10.0,4.0,2.0,7.0,5.0,11.0,5.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,9.0,5.0,9.0,8.0,4.0,8.0,4.0,20.0,3.0
zebra,4.0,5.0,7.0,1.0,2.0,1.0,5.0,9.0,4.0,6.0,3.0,20.0,20.0,4.0,19.0,7.0,4.0,3.0,2.0,7.0,1.0,5.0,4.0,6.0,5.0,7.0,1.0,10.0,3.0,20.0
