exemplar,bat,beaver,bison,cat,cow,deer,dog,donkey,dromedary,elephant,fox,giraffe,hamster,hedgehog,hippopotamus,horse,kangaroo,lion,llama,monkey,mouse,pig,polar bear,rabbit,rhinoceros,sheep,squirrel,tiger,wolf,zebra
giraffe,6.0,4.0,11.0,4.0,9.0,9.0,8.0,10.0,11.0,8.0,7.0,20.0,5.0,5.0,12.0,9.0,7.0,10.0,10.0,4.0,2.0,5.0,8.0,7.0,11.0,6.0,5.0,10.0,7.0,11.0
hamster,11.0,11.0,4.0,8.0,2.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,20.0,12.0,4.0,4.0,9.0,8.0,4.0,7.0,18.0,8.0,8.0,12.0,5.0,5.0,11.0,6.0,5.0,4.0
hedgehog,11.0,12.0,4.0,10.0,3.0,10.0,5.0,7.0,5.0,4.0,11.0,5.0,12.0,20.0,4.0,4.0,6.0,4.0,5.0,5.0,12.0,9.0,6.0,12.0,5.0,5.0,13.0,5.0,7.0,7.0
hippopotamus,7.0,6.0,8.0,6.0,14.0,7.0,4.0,8.0,14.0,12.0,5.0,12.0,4.0,4.0,20.0,7.0,6.0,12.0,8.0,4.0,5.0,7.0,8.0,8.0,15.0,7.0,4.0,9.0,9.0,8.0
horse,6.0,6.0,9.0,8.0,11.0,11.0,10.0,16.0,13.0,7.0,9.0,9.0,4.0,4.0,7.0,20.0,8.0,11.0,11.0,4.0,9.0,5.0,7.0,5.0,12.0,10.0,7.0,9.0,11.0,14.0
kangaroo,4.0,12.0,11.0,7.0,11.0,10.0,8.0,9.0,7.0,5.0,10.0,7.0,9.0,6.0,6.0,8.0,20.0,10.0,6.0,7.0,8.0,7.0,6.0,13.0,11.0,10.0,7.0,8.0,9.0,10.0
lion,4.0,5.0,11.0,17.0,11.0,8.0,12.0,10.0,11.0,10.0,10.0,10.0,8.0,4.0,12.0,11.0,10.0,20.0,13.0,11.0,5.0,8.0,9.0,7.0,8.0,13.0,10.0,17.0,14.0,12.0
llama,4.0,5.0,12.0,4.0,12.0,11.0,11.0,13.0,14.0,7.0,11.0,10.0,4.0,5.0,8.0,11.0,6.0,13.0,20.0,11.0,5.0,7.0,8.0,4.0,12.0,12.0,5.0,10.0,11.0,11.0
monkey,10.0,9.0,9.0,11.0,4.0,8.0,11.0,8.0,8.0,8.0,7.0,4.0,7.0,5.0,4.0,4.0,7.0,11.0,11.0,20.0,7.0,7.0,7.0,9.0,8.0,6.0,7.0,10.0,9.0,7.0
mouse,9.0,13.0,4.0,8.0,6.0,4.0,11.0,9.0,5.0,7.0,7.0,2.0,18.0,12.0,5.0,9.0,8.0,5.0,5.0,7.0,20.0,6.0,8.0,12.0,9.0,7.0,13.0,7.0,8.0,7.0
pig,7.0,6.0,9.0,8.0,11.0,7.0,10.0,6.0,5.0,9.0,10.0,5.0,8.0,9.0,7.0,5.0,7.0,8.0,7.0,7.0,6.0,20.0,8.0,10.0,6.0,11.0,8.0,10.0,10.0,5.0
polar bear,5.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,7.0,6.0,10.0,8.0,8.0,6.0,8.0,7.0,6.0,9.0,8.0,7.0,8.0,8.0,20.0,8.0,10.0,14.0,9.0,7.0,8.0,7.0
rabbit,8.0,15.0,5.0,7.0,4.0,5.0,9.0,7.0,7.0,4.0,8.0,7.0,12.0,12.0,8.0,5.0,13.0,7.0,4.0,9.0,12.0,10.0,8.0,20.0,5.0,12.0,15.0,8.0,13.0,5.0
rhinoceros,4.0,5.0,10.0,4.0,12.0,9.0,7.0,12.0,11.0,11.0,8.0,11.0,5.0,5.0,15.0,12.0,11.0,8.0,12.0,8.0,9.0,6.0,10.0,5.0,20.0,11.0,7.0,8.0,8.0,10.0
sheep,5.0,7.0,11.0,5.0,9.0,12.0,7.0,11.0,10.0,8.0,10.0,6.0,5.0,5.0,7.0,10.0,10.0,13.0,12.0,6.0,7.0,11.0,14.0,12.0,11.0,20.0,9.0,7.0,11.0,12.0
squirrel,10.0,11.0,4.0,11.0,5.0,4.0,9.0,5.0,5.0,4.0,13.0,5.0,11.0,13.0,4.0,7.0,7.0,10.0,5.0,7.0,13.0,8.0,9.0,15.0,7.0,9.0,20.0,5.0,8.0,7.0
tiger,4.0,7.0,9.0,15.0,9.0,8.0,11.0,11.0,8.0,11.0,10.0,10.0,6.0,5.0,9.0,9.0,8.0,17.0,10.0,10.0,7.0,10.0,7.0,8.0,8.0,7.0,5.0,20.0,12.0,10.0
wolf,8.0,7.0,14.0,10.0,11.0,11.0,15.0,11.0,9.0,7.0,14.0,7.0,5.0,7.0,9.0,11.0,9.0,14.0,11.0,9.0,8.0,10.0,8.0,13.0,8.0,11.0,8.0,12.0,20.0,11.0
zebra,5.0,4.0,8.0,8.0,13.0,13.0,8.0,14.0,12.0,11.0,11.0,11.0,4.0,7.0,8.0,14.0,10.0,12.0,11.0,7.0,7.0,5.0,7.0,5.0,10.0,12.0,7.0,10.0,11.0,20.0
