exemplar,aalbes,aardbei,abrikoos,ananas,appel,banaan,bosbes,braambessen,citroen,clementine,dadels,druif,framboos,kers,kiwi,kokosnoot,limoen,lychee,mango,meloen,nectarine,papaya,passievrucht,peer,perzik,pompelmoes,pompoen,pruim,sinaasappel,vijg
nectarine,12.0,11.0,15.0,10.0,15.0,10.0,10.0,10.0,12.0,13.0,13.0,10.0,10.0,11.0,10.0,10.0,12.0,10.0,14.0,13.0,20.0,13.0,13.0,10.0,19.0,14.0,13.0,17.0,15.0,12.0
papaya,10.0,10.0,14.0,11.0,13.0,10.0,10.0,10.0,10.0,12.0,13.0,10.0,10.0,10.0,10.0,9.0,14.0,12.0,18.0,10.0,13.0,20.0,11.0,15.0,14.0,17.0,11.0,12.0,12.0,12.0
passievrucht,10.0,10.0,11.0,12.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,11.0,14.0,11.0,10.0,14.0,14.0,10.0,13.0,11.0,20.0,12.0,11.0,10.0,10.0,13.0,10.0,16.0
peer,10.0,10.0,11.0,10.0,19.0,14.0,10.0,10.0,10.0,11.0,13.0,10.0,10.0,10.0,14.0,9.0,10.0,10.0,11.0,10.0,10.0,15.0,12.0,20.0,13.0,10.0,12.0,12.0,12.0,12.0
perzik,10.0,10.0,19.0,10.0,16.0,11.0,10.0,10.0,12.0,5.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,15.0,12.0,19.0,14.0,11.0,13.0,20.0,15.0,14.0,16.0,16.0,13.0
pompelmoes,10.0,10.0,1.0,10.0,15.0,10.0,10.0,10.0,18.0,16.0,10.0,11.0,10.0,10.0,10.0,9.0,17.0,10.0,10.0,16.0,14.0,17.0,10.0,10.0,15.0,20.0,13.0,10.0,19.0,10.0
pompoen,9.0,9.0,11.0,8.0,14.0,8.0,9.0,10.0,11.0,9.0,10.0,9.0,8.0,9.0,9.0,9.0,11.0,10.0,12.0,18.0,13.0,11.0,10.0,12.0,14.0,13.0,20.0,10.0,14.0,10.0
pruim,14.0,10.0,16.0,10.0,14.0,10.0,16.0,12.0,12.0,13.0,15.0,14.0,10.0,15.0,12.0,9.0,12.0,10.0,13.0,10.0,17.0,12.0,13.0,12.0,16.0,10.0,10.0,20.0,12.0,14.0
sinaasappel,10.0,10.0,14.0,11.0,16.0,10.0,10.0,10.0,18.0,18.0,10.0,12.0,10.0,10.0,10.0,10.0,17.0,10.0,13.0,12.0,15.0,12.0,10.0,12.0,16.0,19.0,14.0,12.0,20.0,10.0
vijg,10.0,10.0,13.0,10.0,11.0,10.0,10.0,10.0,11.0,12.0,19.0,11.0,10.0,10.0,14.0,12.0,15.0,15.0,10.0,10.0,12.0,12.0,16.0,12.0,13.0,10.0,10.0,14.0,10.0,20.0
