exemplar,aalbes,aardbei,abrikoos,ananas,appel,banaan,bosbes,braambessen,citroen,clementine,dadels,druif,framboos,kers,kiwi,kokosnoot,limoen,lychee,mango,meloen,nectarine,papaya,passievrucht,peer,perzik,pompelmoes,pompoen,pruim,sinaasappel,vijg
dadels,8.0,8.0,14.0,4.0,5.0,5.0,9.0,9.0,7.0,5.0,20.0,7.0,7.0,8.0,9.0,3.0,6.0,9.0,6.0,6.0,6.0,8.0,8.0,4.0,5.0,9.0,4.0,16.0,7.0,10.0
druif,5.0,12.0,6.0,4.0,4.0,6.0,13.0,12.0,5.0,6.0,7.0,20.0,9.0,18.0,8.0,4.0,4.0,7.0,5.0,5.0,5.0,8.0,13.0,5.0,8.0,3.0,4.0,8.0,5.0,16.0
framboos,9.0,4.0,17.0,9.0,6.0,5.0,6.0,11.0,6.0,7.0,7.0,9.0,20.0,12.0,4.0,6.0,10.0,13.0,7.0,4.0,6.0,6.0,12.0,6.0,8.0,6.0,3.0,6.0,6.0,9.0
kers,12.0,14.0,6.0,4.0,5.0,4.0,13.0,14.0,5.0,6.0,8.0,18.0,12.0,20.0,5.0,3.0,5.0,9.0,6.0,4.0,5.0,6.0,8.0,6.0,6.0,4.0,4.0,9.0,4.0,9.0
kiwi,8.0,6.0,6.0,11.0,7.0,5.0,5.0,7.0,8.0,6.0,9.0,8.0,4.0,5.0,20.0,7.0,6.0,11.0,6.0,4.0,7.0,8.0,4.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0
kokosnoot,4.0,3.0,4.0,6.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,6.0,3.0,7.0,20.0,4.0,4.0,3.0,4.0,5.0,6.0,10.0,6.0,4.0,5.0,3.0,4.0,4.0,6.0
limoen,5.0,5.0,11.0,5.0,10.0,6.0,5.0,4.0,17.0,6.0,6.0,4.0,10.0,5.0,6.0,4.0,20.0,8.0,10.0,17.0,5.0,8.0,6.0,6.0,11.0,6.0,4.0,8.0,11.0,9.0
lychee,6.0,5.0,6.0,5.0,5.0,3.0,7.0,8.0,11.0,4.0,9.0,7.0,13.0,9.0,11.0,4.0,8.0,20.0,9.0,6.0,9.0,9.0,11.0,5.0,9.0,6.0,4.0,11.0,5.0,12.0
mango,4.0,5.0,10.0,5.0,6.0,5.0,5.0,4.0,9.0,9.0,6.0,5.0,7.0,6.0,6.0,3.0,10.0,9.0,20.0,8.0,6.0,7.0,9.0,7.0,11.0,7.0,4.0,7.0,9.0,12.0
meloen,4.0,8.0,10.0,5.0,4.0,6.0,5.0,3.0,18.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,17.0,6.0,8.0,20.0,8.0,9.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,4.0
nectarine,5.0,7.0,12.0,6.0,14.0,5.0,7.0,4.0,9.0,16.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0,9.0,6.0,8.0,20.0,9.0,8.0,6.0,13.0,5.0,4.0,12.0,9.0,6.0
papaya,5.0,5.0,6.0,8.0,6.0,5.0,6.0,6.0,7.0,6.0,8.0,8.0,6.0,6.0,8.0,6.0,8.0,9.0,7.0,9.0,9.0,20.0,8.0,6.0,8.0,6.0,4.0,9.0,6.0,8.0
passievrucht,4.0,8.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,8.0,8.0,13.0,12.0,8.0,4.0,10.0,6.0,11.0,9.0,6.0,8.0,8.0,20.0,5.0,8.0,5.0,4.0,9.0,6.0,12.0
peer,3.0,4.0,6.0,6.0,8.0,9.0,4.0,5.0,5.0,9.0,4.0,5.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,5.0,20.0,5.0,8.0,4.0,9.0,9.0,6.0
perzik,5.0,5.0,16.0,5.0,10.0,5.0,9.0,6.0,7.0,18.0,5.0,8.0,8.0,6.0,6.0,4.0,11.0,9.0,11.0,6.0,13.0,8.0,8.0,5.0,20.0,7.0,4.0,13.0,6.0,13.0
pompelmoes,6.0,5.0,9.0,4.0,7.0,5.0,5.0,4.0,9.0,6.0,9.0,3.0,6.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0,8.0,7.0,20.0,4.0,5.0,16.0,5.0
pompoen,4.0,3.0,4.0,4.0,5.0,4.0,6.0,3.0,7.0,4.0,4.0,4.0,3.0,4.0,6.0,3.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,20.0,4.0,5.0,4.0
pruim,5.0,5.0,10.0,7.0,5.0,5.0,4.0,3.0,9.0,6.0,16.0,8.0,6.0,9.0,6.0,4.0,8.0,11.0,7.0,5.0,12.0,9.0,9.0,9.0,13.0,5.0,4.0,20.0,8.0,15.0
sinaasappel,4.0,5.0,8.0,8.0,9.0,6.0,4.0,4.0,9.0,9.0,7.0,5.0,6.0,4.0,6.0,4.0,11.0,5.0,9.0,5.0,9.0,6.0,6.0,9.0,6.0,16.0,5.0,8.0,20.0,6.0
vijg,8.0,9.0,9.0,5.0,5.0,5.0,9.0,7.0,7.0,8.0,10.0,16.0,9.0,9.0,8.0,6.0,9.0,12.0,12.0,4.0,6.0,8.0,12.0,6.0,13.0,5.0,4.0,15.0,6.0,20.0
