exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
pot,3.0,10.0,1.0,3.0,13.0,8.0,12.0,5.0,20.0,4.0,13.0,18.0,6.0,2.0,3.0,1.0,1.0,3.0,14.0,18.0,20.0,1.0,1.0,2.0,2.0,16.0,2.0,14.0,2.0,14.0,1.0,14.0,3.0
rasp,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,14.0,1.0,2.0,1.0,20.0,3.0,3.0,1.0,3.0,4.0,1.0,10.0,4.0,2.0,1.0,1.0
schaar,13.0,6.0,3.0,1.0,3.0,4.0,6.0,2.0,1.0,2.0,1.0,3.0,10.0,18.0,2.0,3.0,14.0,3.0,3.0,3.0,1.0,3.0,20.0,5.0,1.0,1.0,4.0,1.0,8.0,1.0,6.0,3.0,4.0
schort,5.0,5.0,1.0,2.0,2.0,1.0,5.0,6.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0,6.0,2.0,3.0,5.0,20.0,3.0,2.0,1.0,5.0,2.0,7.0,1.0,5.0,2.0
spatel,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,12.0,3.0,3.0,19.0,12.0,1.0,19.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,20.0,3.0,10.0,2.0,17.0,2.0,3.0,3.0,5.0
tas,1.0,8.0,3.0,13.0,2.0,4.0,19.0,1.0,14.0,3.0,12.0,20.0,1.0,3.0,8.0,4.0,2.0,2.0,1.0,2.0,16.0,3.0,1.0,2.0,3.0,20.0,1.0,12.0,1.0,12.0,4.0,12.0,3.0
theelepel,2.0,8.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,10.0,6.0,20.0,13.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,1.0,10.0,1.0,20.0,3.0,16.0,10.0,2.0,4.0,6.0
vergiet,2.0,15.0,3.0,4.0,4.0,5.0,2.0,2.0,14.0,2.0,1.0,18.0,2.0,3.0,2.0,5.0,7.0,1.0,4.0,15.0,14.0,1.0,1.0,5.0,2.0,12.0,3.0,20.0,6.0,2.0,1.0,14.0,18.0
vork,9.0,5.0,2.0,2.0,2.0,4.0,8.0,1.0,6.0,18.0,2.0,2.0,18.0,19.0,4.0,9.0,3.0,2.0,1.0,2.0,2.0,10.0,8.0,2.0,17.0,1.0,16.0,6.0,20.0,8.0,6.0,1.0,7.0
waterkoker,4.0,3.0,12.0,10.0,15.0,12.0,2.0,10.0,4.0,2.0,18.0,12.0,1.0,2.0,16.0,7.0,2.0,1.0,12.0,14.0,14.0,4.0,1.0,7.0,2.0,12.0,10.0,2.0,8.0,20.0,2.0,1.0,3.0
weegschaal,5.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,8.0,2.0,2.0,3.0,3.0,4.0,8.0,1.0,3.0,4.0,1.0,1.0,2.0,6.0,1.0,3.0,4.0,2.0,1.0,6.0,2.0,20.0,5.0,2.0
wok,2.0,10.0,4.0,6.0,2.0,4.0,3.0,3.0,16.0,2.0,5.0,18.0,4.0,1.0,10.0,2.0,4.0,6.0,15.0,16.0,14.0,1.0,3.0,5.0,3.0,12.0,4.0,14.0,1.0,1.0,5.0,20.0,2.0
zeef,8.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,12.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,5.0,3.0,6.0,18.0,7.0,3.0,2.0,2.0,20.0
