exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
pan,3.0,10.0,3.0,6.0,2.0,2.0,9.0,2.0,16.0,5.0,3.0,7.0,4.0,4.0,10.0,5.0,2.0,2.0,4.0,20.0,18.0,8.0,2.0,6.0,7.0,7.0,2.0,2.0,5.0,3.0,2.0,16.0,9.0
pot,2.0,8.0,4.0,5.0,3.0,3.0,6.0,2.0,10.0,4.0,9.0,12.0,6.0,4.0,6.0,1.0,2.0,3.0,10.0,18.0,20.0,2.0,3.0,16.0,3.0,7.0,2.0,4.0,13.0,3.0,2.0,15.0,8.0
rasp,11.0,5.0,2.0,7.0,3.0,3.0,8.0,2.0,5.0,10.0,2.0,3.0,4.0,9.0,3.0,11.0,3.0,2.0,1.0,8.0,2.0,20.0,10.0,5.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,6.0
schaar,14.0,3.0,2.0,2.0,2.0,3.0,10.0,1.0,3.0,8.0,2.0,2.0,3.0,15.0,3.0,9.0,9.0,7.0,2.0,2.0,3.0,10.0,20.0,12.0,8.0,12.0,8.0,3.0,3.0,2.0,12.0,6.0,10.0
schort,3.0,7.0,4.0,4.0,12.0,4.0,5.0,6.0,7.0,2.0,2.0,10.0,4.0,4.0,1.0,2.0,1.0,6.0,1.0,6.0,16.0,5.0,12.0,20.0,4.0,5.0,4.0,4.0,9.0,3.0,3.0,12.0,3.0
spatel,2.0,3.0,3.0,3.0,2.0,3.0,6.0,4.0,16.0,9.0,3.0,2.0,12.0,6.0,2.0,2.0,5.0,8.0,3.0,7.0,3.0,4.0,8.0,4.0,20.0,4.0,10.0,3.0,2.0,3.0,9.0,2.0,2.0
tas,2.0,9.0,4.0,14.0,2.0,3.0,17.0,4.0,7.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,7.0,7.0,3.0,12.0,5.0,4.0,20.0,6.0,3.0,7.0,8.0,2.0,9.0,2.0
theelepel,3.0,3.0,4.0,5.0,3.0,2.0,5.0,3.0,15.0,2.0,8.0,5.0,19.0,9.0,2.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,8.0,4.0,10.0,6.0,20.0,2.0,2.0,2.0,3.0,3.0,5.0
vergiet,3.0,3.0,3.0,5.0,8.0,4.0,3.0,1.0,5.0,3.0,3.0,6.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,20.0,3.0,3.0,2.0,4.0,2.0
vork,4.0,3.0,6.0,5.0,2.0,1.0,4.0,3.0,3.0,6.0,3.0,9.0,3.0,10.0,7.0,3.0,9.0,8.0,14.0,5.0,13.0,4.0,3.0,9.0,2.0,7.0,2.0,3.0,20.0,1.0,2.0,2.0,3.0
waterkoker,3.0,2.0,5.0,9.0,2.0,7.0,7.0,5.0,16.0,3.0,2.0,2.0,2.0,1.0,17.0,4.0,8.0,3.0,6.0,3.0,3.0,2.0,2.0,3.0,3.0,8.0,2.0,3.0,1.0,20.0,3.0,4.0,1.0
weegschaal,7.0,2.0,8.0,2.0,2.0,8.0,2.0,7.0,2.0,1.0,2.0,9.0,1.0,2.0,4.0,3.0,6.0,5.0,2.0,2.0,2.0,3.0,12.0,3.0,9.0,2.0,3.0,2.0,2.0,3.0,20.0,2.0,4.0
wok,3.0,13.0,1.0,6.0,1.0,8.0,10.0,5.0,3.0,4.0,5.0,9.0,3.0,2.0,3.0,6.0,2.0,1.0,10.0,16.0,15.0,4.0,6.0,12.0,2.0,9.0,3.0,4.0,2.0,4.0,2.0,20.0,1.0
zeef,3.0,3.0,2.0,4.0,2.0,1.0,7.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,9.0,8.0,6.0,10.0,3.0,2.0,2.0,5.0,2.0,3.0,1.0,4.0,1.0,20.0
