exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
rasp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,13.0,1.0,1.0,1.0,18.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,20.0,18.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
schaar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,20.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,18.0,20.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
schort,6.0,1.0,1.0,1.0,14.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,4.0,1.0,4.0,4.0,11.0,1.0,1.0,1.0,20.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spatel,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,
tas,1.0,1.0,1.0,4.0,6.0,1.0,20.0,1.0,3.0,1.0,18.0,3.0,1.0,6.0,1.0,1.0,1.0,12.0,1.0,1.0,5.0,1.0,1.0,3.0,,20.0,20.0,14.0,1.0,19.0,18.0,1.0,1.0
theelepel,1.0,11.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,20.0,16.0,1.0,20.0,14.0,2.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,20.0,20.0,1.0,16.0,1.0,1.0,1.0,2.0
vergiet,1.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,17.0,4.0,11.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,20.0,1.0,1.0,1.0,,14.0,1.0,20.0,1.0,6.0,5.0,17.0,20.0
vork,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,20.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,16.0,1.0,20.0,1.0,1.0,1.0,1.0
waterkoker,1.0,1.0,14.0,11.0,20.0,13.0,14.0,1.0,9.0,1.0,20.0,6.0,20.0,1.0,19.0,14.0,1.0,1.0,19.0,3.0,11.0,1.0,1.0,1.0,,19.0,1.0,6.0,1.0,20.0,5.0,14.0,1.0
weegschaal,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,18.0,1.0,5.0,1.0,5.0,20.0,1.0,1.0
wok,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,14.0,11.0,1.0,16.0,11.0,1.0,15.0,1.0,1.0,1.0,13.0,18.0,17.0,2.0,1.0,1.0,,1.0,1.0,17.0,1.0,14.0,1.0,20.0,1.0
zeef,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,2.0,1.0,1.0,1.0,2.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,20.0,1.0,1.0,1.0,1.0,20.0
