exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
koffiezet,1.0,1.0,11.0,1.0,10.0,1.0,1.0,1.0,15.0,1.0,20.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
kom,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,18.0,18.0,9.0,1.0,1.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,18.0,1.0
lepel,1.0,14.0,15.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,20.0,1.0,1.0,9.0,16.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,15.0,1.0,20.0,1.0,19.0,1.0,1.0,1.0,1.0
mes,1.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,4.0,1.0,14.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,9.0,14.0,1.0,1.0,4.0,1.0,1.0,1.0
microgolf,4.0,16.0,6.0,1.0,1.0,1.0,1.0,5.0,16.0,1.0,1.0,1.0,1.0,4.0,20.0,1.0,1.0,1.0,1.0,15.0,8.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0
mixer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,9.0,1.0,1.0,20.0,1.0,1.0,9.0,5.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0
notenkraker,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,14.0,1.0,1.0,20.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
onderlegger,1.0,20.0,1.0,1.0,1.0,1.0,4.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,20.0,10.0,15.0,2.0,1.0,1.0,6.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
oven,1.0,1.0,8.0,1.0,14.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,1.0,10.0,20.0,13.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0
pan,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,15.0,1.0,1.0,18.0,1.0,1.0,15.0,5.0,1.0,15.0,13.0,20.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0
pot,11.0,16.0,5.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,14.0,18.0,1.0,1.0,8.0,9.0,1.0,2.0,1.0,14.0,20.0,1.0,3.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,3.0
rasp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0
schaar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,20.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0
schort,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
spatel,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,15.0,1.0,11.0,1.0,1.0,1.0,1.0
tas,1.0,4.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,19.0,1.0,1.0,9.0,5.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
theelepel,1.0,9.0,1.0,1.0,1.0,1.0,1.0,5.0,10.0,15.0,1.0,1.0,20.0,14.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,20.0,1.0,18.0,1.0,11.0,1.0,1.0
vergiet,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,11.0,1.0
vork,2.0,15.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,19.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,11.0,1.0,18.0,1.0,20.0,1.0,1.0,1.0,1.0
waterkoker,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,14.0,10.0,14.0
weegschaal,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,14.0,20.0,4.0,5.0
wok,1.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,11.0,5.0,1.0,18.0,1.0,1.0,1.0,11.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,11.0,1.0,10.0,4.0,20.0,9.0
zeef,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,5.0,9.0,20.0
