feature,freq
haalt het vuilnis op,19
handhaaft de orde,6
heeft 3 jaar stage gelopen aan de balie,5
heeft 5 jaar gestudeerd,11
heeft 7 jaar gestudeerd,4
heeft assistenten,7
heeft doktersvoorschriften nodig,8
heeft ecomomie gestudeerd,5
heeft een aktentas,4
heeft een baas,13
heeft een bepaalde bevoegdheid,8
heeft een brieventas,7
heeft een bril op,5
heeft een chique auto,4
heeft een diploma,6
heeft een eigen praktijk,36
heeft een gereedschapskist,4
heeft een groen kruis als symbool,12
heeft een grote verantwoordelijkheid,17
heeft een hamer,14
heeft een hoge functie,12
heeft een knuppel,5
heeft een kraam,9
heeft een ligstoel,7
heeft een luide stem,7
heeft een naamplaatje,7
heeft een onduidelijk geschrift,4
heeft een onregelmatig leven,7
heeft een oven,6
heeft een revolver,13
heeft een speciale geur,14
heeft een speciale opleiding gevolgd,12
heeft een stethoscoop,11
heeft een tekentafel,4
heeft een wachtkamer,12
heeft gestudeerd,19
heeft gezag,6
heeft het druk,5
heeft lang gestudeerd,24
heeft lange werkdagen,7
heeft meestal vuile kleren aan,6
heeft opleiding Herman Teirlinck gevolgd,4
heeft pharmacie gestudeerd,4
heeft rechten gestudeerd,21
heeft veel geduld,18
heeft veel geld,6
heeft veel gereedschap,8
heeft veel vakantie,7
heeft veel werk,4
helpt,5
helpt bij bevallingen van dieren,5
helpt de baas,4
helpt de klanten,7
helpt mensen,19
helpt revalideren,7
herstelt defecten,12
houdt een pleidooi,4
houdt inkomsten en uitgaven bij,5
houdt toezicht,5
houdt van dieren,6
houdt van kinderen,4
is akelig,6
is behulpzaam,12
is betrokken bij rechtszaken,6
is creatief,8
is de baas,16
is deftig gekleed,10
is dik,19
is duur,19
is een beroep,104
is een beroep met aanzien,12
is een beroep met weinig aanzien,8
is een computerfreak,4
is een denker,4
is een dokter,11
is een gemeente-arbeider,7
is een gevaarlijk beroep,12
is een jongensdroom,5
is een luisterend oor,6
is een man,64
is een man of een vrouw,46
is een medisch beroep,5
is een mens,76
is een moeilijke job,6
is een moeilijke opleiding,18
is een nine-to-five job,4
is een oud beroep,10
is een recent beroep,4
is een studierichting,6
is een vakman,7
is een vertrouwenspersoon,4
is een vlotte spreker,12
is een vrouw,49
is een zelfstandig beroep,18
is een ééntonig beroep,11
is geen leuke job,8
is geïnteresseerd in geschiedenis,7
is goed in wiskunde,15
is handig,8
is het hoofd van iets,4
is in elk dorp te vinden,5
is intelligent,26
is laaggeschoold,6
is meertalig,8
is met mensen bezig,4
is mooi,12
is naar kokschool geweest,8
is noodzakelijk,7
is ongeschoold,8
is opgetut,4
is oud,8
is rijk,8
is saai,8
is serieus,4
is snel,6
is sociaal,22
is soms beroemd,10
is soms niet geliefd,9
is soms van wacht,5
is sterk,6
is streng,26
is universitair geschoold,17
is veel onderweg,4
is vriendelijk,44
is vuil na het werk,13
is weinig thuis,7
kan corrupt zijn,4
kan een prijs winnen,5
kan een vakantiejob zijn,5
kan een warme bakker zijn,4
kan gespecialiseerd zijn,17
kan je raadplegen als je ziek bent,9
kan ook advocaat zijn,5
kan pro deo optreden,5
kan verschillende dingen verkopen,5
kan voor het leger werken,4
kan worden opgebeld,7
kent veel mensen,6
kent veel van computers,17
komt aan huis,13
komt bij de mensen thuis,6
komt enkel voor in een democratie,4
komt in de media,4
komt op tv,10
krijgt bloemen op secretaressedag,8
krijgt hulp,5
krijgt veel kritiek,4
leeft zich in in personages,7
leert iets aan,9
leert tekst uit het hoofd,5
loopt achter vuilniswagen,5
lost computerproblemen op,6
lost problemen op,12
maakt brood,13
maakt elk half jaar een afspraak,5
maakt lekkernijen,5
maakt maquettes,4
maakt sites,4
maakt taarten,6
maakt tekeningen,6
mag geen hoogtevrees hebben,4
moet belangrijke beslissingen nemen,4
moet doktersgeschrift ontcijferen,4
moet een goed voorkomen hebben,4
moet fysiek in orde zijn,5
moet goed met kinderen kunnen omgaan,4
moet hygiënisch zijn,12
moet klanten lokken,4
moet soms dieren doden,5
moet vroeg opstaan,27
onder leiding van regisseur,5
onderwijst kinderen,4
onderzoekt patiënten,4
ontwerpt computerprogramma's,4
ontwerpt gebouwen,11
pleit in een rechtbank,5
praat met mensen,4
praat veel,4
prijst zijn goederen aan,4
programmeert,6
redt katten uit bomen,4
redt mensen,7
regelt afspraken voor baas,4
regelt de financiën,5
regelt het verkeer,10
reist veel,15
rijdt met een auto of een fiets,4
rijdt met een bestelwagen,8
rijdt met een brandweerauto,17
rijdt met een fiets,15
rijdt met een politiewagen,13
roept luid om klanten te lokken,4
ruikt lekker,11
schrijft geneesmiddelen voor,12
slacht dieren,8
sorteert de post,4
speelt een rol,9
speelt in een film,8
speelt in een theater,8
speelt toneel,8
spreekt vonnis uit,13
staat in voor de veiligheid,4
staat op de markt,16
staat op vuilniswagen,11
staat voor de klas,5
stinkt,9
tekent een plan,14
telefoneert,11
trekt rond,7
trekt tanden,4
typt,6
verdedigt zijn cliënt,17
verdient geld,10
verdient goed,45
verdient niet veel,13
verkoopt allerlei,8
verkoopt medicijnen,20
verkoopt verzorgingsproducten,5
verkoopt vlees,14
verzorgt dieren,14
vliegt,6
voedt kinderen op,7
voert operaties uit,13
vult gaatjes in tanden,10
vult rekken aan,10
weet veel over medicijnen,5
werkt 's morgens,13
werkt 's nachts,5
werkt hard,9
werkt in een apotheek,4
werkt in een bakkerij,5
werkt in een bedrijf,16
werkt in een instelling,6
werkt in een kazerne,4
werkt in een keuken,13
werkt in een politiekantoor,5
werkt in een rechtbank,18
werkt in een restaurant,11
werkt in een slagerij,4
werkt in een vliegtuig,19
werkt in een winkel,25
werkt in een ziekenhuis,9
werkt in het weekend,5
werkt in team,4
werkt met computers,24
werkt met internet,4
werkt met kinderen,4
werkt met kinderen of gehandicapten,4
werkt met sportmensen,7
werkt met zijn handen,4
werkt ook op zondag,5
werkt op een kantoor,4
werkt op een school,20
werkt soms op vrijwillige basis,4
werkt voor de staat,4
werkt voor vliegtuigmaatschappij,4
wordt beschouwd als een held,6
wordt bijgestaan door co-piloot,4
wordt gerespecteerd,4
wordt goed betaald,18
wordt in het straatbeeld gezien,4
wordt niet gerespecteerd,4
wordt niet goed betaald,9
wordt soms gebeten door een hond,9
wordt vaak ondergewaardeerd,6
wordt veel gevraagd,11
wordt verkozen,11
zet koffie,8
ziet goed,10
zit aan de kassa,13
zit aan een bureau,26
zit in de cockpit,5
zit in de politiek,8
zit in de regering,6
zit in een rechtszaal,5
zit in het parlement,7
zit veel voor de computer,5
