feature,freq
vergt een goede conditie,24
vergt een net,21
vergt een tafel met een aantal gaten,7
vergt een zadel,8
vergt een zeil,10
vergt goede schoenen,6
vergt kracht,13
vergt paarden,5
vergt specifieke technieken,26
vergt sportieve kledij,5
vergt sterke armspieren,11
vergt strategisch inzicht,6
vergt veel geduld,10
vergt veel inspanning,25
vergt veel training,26
vergt veel wind,23
vergt weinig inspanning,5
voor mensen met spieren,4
voorkomt verdrinken,5
voortbewegen op ijschaatsen,8
vorm van bewegen,8
werd beoefend door ridders,4
wordt aangeleerd in een balletschool,4
wordt alleen of in groep beoefend,7
wordt begeleid door muziek,15
wordt beoefend bij een laag net,5
wordt beoefend bij een meer,11
wordt beoefend bij mooi weer,7
wordt beoefend door atleten,5
wordt beoefend door een ruiter,4
wordt beoefend door lenige mensen,25
wordt beoefend door rijke mensen,11
wordt beoefend door slimme mensen,5
wordt beoefend door snobs,4
wordt beoefend door twee of meer spelers,4
wordt beoefend door twee of vier spelers,20
wordt beoefend door zes spelers per ploeg,16
wordt beoefend in de bergen,17
wordt beoefend in de natuur,9
wordt beoefend in een boksring,16
wordt beoefend in een gesloten ruimte,4
wordt beoefend in een kleine ruimte,5
wordt beoefend in een manege,12
wordt beoefend in een ruimte met glazen deuren,5
wordt beoefend in een ruimte met rode afbakeningslijnen op de muur,7
wordt beoefend in een zaal,31
wordt beoefend in een zwembad,11
wordt beoefend in het bos,7
wordt beoefend in jeugdbeweging,6
wordt beoefend in roze kledij,10
wordt beoefend in spannende kledij,5
wordt beoefend in witte beschermkledij,10
wordt beoefend met bal en bat,6
wordt beoefend met ballen van verschillende gewichten,6
wordt beoefend met balletschoenen,8
wordt beoefend met beschermkledij,37
wordt beoefend met een aantal gekleurde ballen,17
wordt beoefend met een bal,55
wordt beoefend met een bal die goed botst,22
wordt beoefend met een bal met figuren,7
wordt beoefend met een bal met puntjes voor de grip,4
wordt beoefend met een bal met witte en zwarte vakken,7
wordt beoefend met een baseballbat,13
wordt beoefend met een boot,16
wordt beoefend met een degen,23
wordt beoefend met een fiets,24
wordt beoefend met een genaaide bal,4
wordt beoefend met een grote bal,4
wordt beoefend met een harde bal,21
wordt beoefend met een hengel,20
wordt beoefend met een hoog net,5
wordt beoefend met een keu,19
wordt beoefend met een klein wit balletje,12
wordt beoefend met een kleine bal,22
wordt beoefend met een kogel,7
wordt beoefend met een leren bal,19
wordt beoefend met een lichte bal,7
wordt beoefend met een meestal witte bal,6
wordt beoefend met een met lucht gevulde bal,9
wordt beoefend met een oranje bal,15
wordt beoefend met een ovale bal,11
wordt beoefend met een palletje,16
wordt beoefend met een puck,14
wordt beoefend met een racket,50
wordt beoefend met een racket en bal,4
wordt beoefend met een ronde bal,41
wordt beoefend met een rubberen bal,5
wordt beoefend met een stick,23
wordt beoefend met een surfplank,16
wordt beoefend met een witte bal,6
wordt beoefend met een witte bal die als eerste moet geraakt worden,4
wordt beoefend met een zware bal,13
wordt beoefend met een zwarte bal die als laatste binnen gespeeld moet worden,4
wordt beoefend met handschoenen,23
wordt beoefend met houten schaakstukken,4
wordt beoefend met rijlaarzen,5
wordt beoefend met skistokken,5
wordt beoefend met speciale schoenen,10
wordt beoefend met sportschoenen,4
wordt beoefend met verschillende toestellen,8
wordt beoefend met zeilen die in een mast hangen,6
wordt beoefend met zwarte en witte pionnen,9
wordt beoefend met zwemkledij,15
wordt beoefend op de openbare weg,8
wordt beoefend op een grasveld,32
wordt beoefend op een groene tafel,24
wordt beoefend op een groene tafel met net,7
wordt beoefend op een groot veld,6
wordt beoefend op een mat,20
wordt beoefend op een piste,7
wordt beoefend op een skipiste,7
wordt beoefend op een veld,12
wordt beoefend op een veld met lijnen,5
wordt beoefend op hoge golven,11
wordt beoefend op ijs,21
wordt beoefend op skilatten,18
"wordt beoefend op verschillende terreinen: gras, gravel of hardcourt",7
wordt beoefend op wandelpaden,5
wordt beoefend op water,17
wordt beoefend op zee,19
wordt beoefend wanneer er sneeuw ligt,6
wordt best beoefend met skibril,4
wordt binnen gespeeld,8
wordt buiten beoefend,14
wordt door lange mensen beoefend,10
wordt gedoceerd door een trainer,10
wordt gespeeld in clubverband,9
wordt gespeeld met een pluimpje,19
wordt gespeeld met een wit balletje,4
wordt gespeeld met pionnen met een eigen functie,17
wordt gespeeld met twee personen,42
wordt gespeeld op een biljarttafel,9
wordt gespeeld op een schaakbord met witte en zwarte vakken,19
wordt gespeeld op een veld,12
wordt gespeeld tegen een muur,5
wordt in de winter beoefend,11
wordt in de zomer beoefend,8
wordt in een squasbox beoefend,4
wordt in een stadion beoefend,5
wordt meestal door mannen beoefend,28
wordt meestal door meisjes beoefend,13
wordt meestal door oude mannen beoefend,5
wordt meestal door oude mensen beoefend,4
wordt meestal gespeeld met twee personen,4
wordt meestal in de winter beoefend,6
wordt meestal in de zomer beoefend,4
wordt op blote voeten beoefend,8
wordt op een speciale vloer beoefend,4
wordt op school beoefend,38
wordt op sneeuw beoefend,14
wordt op verschillende terreinen gespeeld,4
wordt op zand beoefend,8
wordt over een net gespeeld,9
wordt tussen twee ploegen gespeeld,36
wordt vaak beoefend aan de bok,6
wordt vaak in groepsverband gedaan,6
wordt vooral door jongens beoefend,10
wordt zowel door mannen als vrouwen beoefend,16
zwanenmeer,4
