feature,freq
wordt gedragen als accessoire,23
wordt gedragen bij een pak,4
wordt gedragen door mensen,15
wordt gedragen door vrouwen,103
wordt gedragen door zakenlui,7
wordt gedragen op een feest,21
wordt gemaakt in een fabriek,9
wordt gestreken,4
wordt op een galabal gedragen,4
wordt veel gedragen,4
wordt veel gedragen op het strand,6
wordt verkocht in kledingswinkels,38
ze worden vaak gedragen met bijhorende sjaal,5
ziet er sportief uit,5
zijn een soort schoenen,4
zit gemakkelijk,16
zit los,5
zit strak,8
zorgt ervoor dat je niet naakt bent,5
