exemplar,aalbes,aardbei,abrikoos,ananas,appel,banaan,bosbes,braambessen,citroen,clementine,dadels,druif,framboos,kers,kiwi,kokosnoot,limoen,lychee,mango,meloen,nectarine,papaya,passievrucht,peer,perzik,pompelmoes,pompoen,pruim,sinaasappel,vijg
kers,19.0,6.0,1.0,5.0,5.0,1.0,2.0,18.0,3.0,2.0,2.0,2.0,6.0,20.0,1.0,1.0,3.0,4.0,2.0,3.0,5.0,4.0,1.0,3.0,2.0,6.0,2.0,2.0,3.0,1.0
kiwi,2.0,7.0,3.0,2.0,4.0,1.0,6.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,20.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,5.0,2.0,5.0
kokosnoot,2.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,5.0,5.0,3.0,5.0,1.0,1.0,2.0,20.0,2.0,4.0,8.0,5.0,6.0,6.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0
limoen,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,20.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,5.0,3.0,4.0,4.0,1.0
lychee,1.0,3.0,4.0,3.0,5.0,1.0,2.0,1.0,1.0,2.0,12.0,4.0,2.0,4.0,1.0,4.0,3.0,20.0,3.0,1.0,2.0,1.0,6.0,5.0,2.0,4.0,3.0,2.0,1.0,2.0
mango,3.0,2.0,1.0,5.0,12.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,5.0,8.0,2.0,3.0,20.0,2.0,2.0,4.0,5.0,3.0,6.0,5.0,4.0,6.0,3.0,1.0
meloen,1.0,2.0,1.0,2.0,1.0,5.0,5.0,1.0,6.0,2.0,2.0,4.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0,20.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0
nectarine,4.0,5.0,4.0,5.0,3.0,4.0,1.0,1.0,6.0,1.0,5.0,1.0,2.0,5.0,2.0,6.0,3.0,2.0,2.0,1.0,20.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,2.0
papaya,5.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,13.0,7.0,2.0,3.0,4.0,2.0,6.0,2.0,1.0,4.0,5.0,2.0,20.0,2.0,1.0,1.0,5.0,2.0,6.0,2.0,1.0
passievrucht,5.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,5.0,3.0,2.0,2.0,20.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0
peer,2.0,2.0,2.0,1.0,6.0,1.0,5.0,1.0,6.0,2.0,4.0,5.0,2.0,3.0,4.0,1.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0,20.0,5.0,6.0,6.0,2.0,6.0,2.0
perzik,2.0,2.0,5.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,2.0,6.0,2.0,2.0,1.0,2.0,5.0,20.0,6.0,1.0,7.0,5.0,2.0
pompelmoes,2.0,2.0,5.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,1.0,6.0,3.0,1.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,6.0,6.0,20.0,2.0,5.0,4.0,4.0
pompoen,3.0,1.0,4.0,2.0,5.0,6.0,4.0,1.0,3.0,5.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,4.0,6.0,1.0,2.0,20.0,1.0,2.0,2.0
pruim,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,5.0,6.0,1.0,2.0,5.0,1.0,4.0,2.0,6.0,2.0,3.0,6.0,2.0,2.0,7.0,5.0,1.0,20.0,6.0,1.0
sinaasappel,2.0,2.0,2.0,5.0,2.0,3.0,12.0,1.0,2.0,3.0,1.0,2.0,13.0,3.0,2.0,5.0,4.0,1.0,3.0,1.0,1.0,2.0,4.0,6.0,5.0,4.0,2.0,6.0,20.0,2.0
vijg,5.0,2.0,3.0,2.0,5.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,20.0
