exemplar,aambeeld,beitel,bijl,boormachine,breekijzer,engelse sleutel,grasmachine,hamer,houtklem,houweel,koevoet,kruiwagen,mes,moersleutel,oliespuit,plamuurmes,ploeg,schaaf,schop,schroevendraaier,slijpschijf,spijker,staalborstel,stofzuiger,tang,touw,verfborstel,vijl,waterpas,zaag
koevoet,15.0,10.0,14.0,5.0,18.0,15.0,7.0,10.0,10.0,15.0,20.0,7.0,11.0,9.0,6.0,10.0,5.0,8.0,7.0,12.0,9.0,9.0,11.0,7.0,10.0,5.0,14.0,12.0,9.0,5.0
kruiwagen,9.0,3.0,9.0,8.0,4.0,15.0,10.0,5.0,8.0,3.0,7.0,20.0,7.0,10.0,7.0,3.0,12.0,9.0,5.0,5.0,9.0,3.0,3.0,11.0,14.0,6.0,10.0,4.0,11.0,4.0
mes,8.0,14.0,14.0,15.0,18.0,11.0,12.0,9.0,8.0,8.0,11.0,7.0,20.0,10.0,5.0,7.0,7.0,15.0,9.0,9.0,12.0,8.0,8.0,3.0,8.0,9.0,4.0,18.0,8.0,15.0
moersleutel,12.0,7.0,9.0,3.0,7.0,15.0,4.0,6.0,13.0,4.0,9.0,10.0,10.0,20.0,8.0,8.0,4.0,7.0,9.0,16.0,7.0,11.0,7.0,5.0,15.0,8.0,6.0,6.0,7.0,11.0
oliespuit,7.0,3.0,7.0,4.0,16.0,8.0,5.0,11.0,9.0,7.0,6.0,7.0,5.0,8.0,20.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,6.0,3.0,5.0,9.0,6.0,6.0,2.0,6.0
plamuurmes,6.0,5.0,10.0,9.0,10.0,12.0,4.0,7.0,10.0,8.0,10.0,3.0,7.0,8.0,6.0,20.0,15.0,16.0,11.0,7.0,11.0,3.0,7.0,3.0,16.0,9.0,7.0,5.0,12.0,4.0
ploeg,7.0,7.0,14.0,5.0,6.0,12.0,7.0,7.0,5.0,16.0,5.0,12.0,7.0,4.0,5.0,15.0,20.0,8.0,14.0,6.0,6.0,9.0,8.0,5.0,8.0,9.0,7.0,5.0,4.0,6.0
schaaf,6.0,8.0,8.0,4.0,13.0,8.0,4.0,8.0,5.0,4.0,8.0,9.0,15.0,7.0,6.0,16.0,8.0,20.0,7.0,14.0,14.0,9.0,7.0,6.0,9.0,4.0,6.0,18.0,5.0,16.0
schop,7.0,4.0,14.0,6.0,13.0,7.0,4.0,8.0,8.0,14.0,7.0,5.0,9.0,9.0,6.0,11.0,14.0,7.0,20.0,9.0,8.0,7.0,8.0,4.0,16.0,5.0,5.0,8.0,6.0,14.0
schroevendraaier,5.0,4.0,12.0,8.0,7.0,11.0,5.0,14.0,4.0,16.0,12.0,5.0,9.0,16.0,7.0,7.0,6.0,14.0,9.0,20.0,6.0,6.0,9.0,7.0,15.0,5.0,11.0,11.0,12.0,6.0
slijpschijf,6.0,15.0,9.0,17.0,9.0,3.0,7.0,7.0,7.0,5.0,9.0,9.0,12.0,7.0,5.0,11.0,6.0,14.0,8.0,6.0,20.0,8.0,14.0,9.0,8.0,6.0,8.0,8.0,5.0,14.0
spijker,11.0,7.0,7.0,1.0,11.0,5.0,2.0,8.0,9.0,8.0,9.0,3.0,8.0,11.0,5.0,3.0,9.0,9.0,7.0,6.0,8.0,20.0,7.0,2.0,11.0,6.0,6.0,10.0,4.0,5.0
staalborstel,4.0,9.0,11.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,11.0,3.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0,9.0,14.0,7.0,20.0,5.0,12.0,3.0,18.0,14.0,4.0,15.0
stofzuiger,5.0,3.0,5.0,14.0,3.0,3.0,9.0,3.0,5.0,5.0,7.0,11.0,3.0,5.0,3.0,3.0,5.0,6.0,4.0,7.0,9.0,2.0,5.0,20.0,5.0,5.0,5.0,5.0,3.0,3.0
tang,10.0,10.0,10.0,6.0,12.0,14.0,7.0,13.0,18.0,12.0,10.0,14.0,8.0,15.0,5.0,16.0,8.0,9.0,16.0,15.0,8.0,11.0,12.0,5.0,20.0,12.0,3.0,5.0,9.0,7.0
touw,5.0,8.0,5.0,4.0,8.0,5.0,3.0,7.0,6.0,7.0,5.0,6.0,9.0,8.0,9.0,9.0,9.0,4.0,5.0,5.0,6.0,6.0,3.0,5.0,12.0,20.0,8.0,6.0,5.0,5.0
verfborstel,10.0,4.0,8.0,6.0,10.0,3.0,3.0,4.0,8.0,8.0,14.0,10.0,4.0,6.0,6.0,7.0,7.0,6.0,5.0,11.0,8.0,6.0,18.0,5.0,3.0,8.0,20.0,4.0,7.0,7.0
vijl,7.0,19.0,12.0,5.0,11.0,5.0,5.0,8.0,7.0,13.0,12.0,4.0,18.0,6.0,6.0,5.0,5.0,18.0,8.0,11.0,8.0,10.0,14.0,5.0,5.0,6.0,4.0,20.0,4.0,9.0
waterpas,9.0,9.0,13.0,11.0,5.0,5.0,5.0,15.0,4.0,10.0,9.0,11.0,8.0,7.0,2.0,12.0,4.0,5.0,6.0,12.0,5.0,4.0,4.0,3.0,9.0,5.0,7.0,4.0,20.0,6.0
zaag,5.0,12.0,14.0,9.0,14.0,15.0,8.0,12.0,7.0,6.0,5.0,4.0,15.0,11.0,6.0,4.0,6.0,16.0,14.0,6.0,14.0,5.0,15.0,3.0,7.0,5.0,7.0,9.0,6.0,20.0
