exemplar,aambeeld,beitel,bijl,boormachine,breekijzer,engelse sleutel,grasmachine,hamer,houtklem,houweel,koevoet,kruiwagen,mes,moersleutel,oliespuit,plamuurmes,ploeg,schaaf,schop,schroevendraaier,slijpschijf,spijker,staalborstel,stofzuiger,tang,touw,verfborstel,vijl,waterpas,zaag
schop,16.0,16.0,16.0,15.0,16.0,14.0,14.0,15.0,15.0,16.0,16.0,15.0,16.0,14.0,15.0,15.0,15.0,15.0,20.0,15.0,14.0,15.0,13.0,14.0,15.0,14.0,16.0,15.0,15.0,15.0
schroevendraaier,15.0,16.0,15.0,15.0,16.0,17.0,14.0,16.0,15.0,15.0,15.0,14.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,20.0,14.0,15.0,15.0,14.0,15.0,15.0,15.0,16.0,15.0,15.0
slijpschijf,15.0,16.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,15.0,14.0,14.0,16.0,15.0,14.0,14.0,15.0,16.0,14.0,14.0,20.0,14.0,14.0,14.0,15.0,14.0,14.0,16.0,15.0,14.0
spijker,14.0,16.0,15.0,14.0,15.0,15.0,14.0,15.0,14.0,12.0,15.0,14.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,20.0,15.0,14.0,15.0,13.0,15.0,16.0,15.0,13.0
staalborstel,15.0,15.0,15.0,14.0,14.0,15.0,14.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,16.0,15.0,15.0,15.0,13.0,15.0,14.0,15.0,20.0,14.0,15.0,15.0,18.0,17.0,15.0,15.0
stofzuiger,15.0,14.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,16.0,15.0,14.0,14.0,14.0,14.0,14.0,20.0,14.0,14.0,14.0,15.0,14.0,14.0
tang,15.0,17.0,16.0,14.0,16.0,17.0,15.0,16.0,16.0,15.0,15.0,15.0,15.0,16.0,15.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,20.0,14.0,16.0,16.0,15.0,16.0
touw,14.0,15.0,14.0,13.0,13.0,14.0,15.0,14.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,13.0,15.0,15.0,14.0,15.0,14.0,13.0,15.0,14.0,14.0,20.0,15.0,15.0,15.0,14.0
verfborstel,15.0,15.0,16.0,14.0,15.0,14.0,15.0,16.0,15.0,15.0,14.0,14.0,15.0,15.0,15.0,16.0,15.0,15.0,16.0,15.0,14.0,15.0,18.0,14.0,16.0,15.0,20.0,16.0,15.0,14.0
vijl,15.0,16.0,15.0,14.0,16.0,14.0,14.0,15.0,15.0,16.0,15.0,14.0,18.0,15.0,14.0,16.0,9.0,18.0,15.0,16.0,16.0,16.0,17.0,15.0,16.0,15.0,16.0,20.0,14.0,15.0
waterpas,15.0,15.0,15.0,14.0,16.0,15.0,14.0,15.0,15.0,15.0,15.0,13.0,16.0,14.0,14.0,16.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,14.0,20.0,15.0
zaag,15.0,16.0,14.0,15.0,15.0,14.0,14.0,16.0,15.0,15.0,15.0,14.0,16.0,15.0,15.0,16.0,15.0,17.0,15.0,15.0,14.0,13.0,15.0,14.0,16.0,14.0,14.0,15.0,15.0,20.0
