exemplar,aambeeld,beitel,bijl,boormachine,breekijzer,engelse sleutel,grasmachine,hamer,houtklem,houweel,koevoet,kruiwagen,mes,moersleutel,oliespuit,plamuurmes,ploeg,schaaf,schop,schroevendraaier,slijpschijf,spijker,staalborstel,stofzuiger,tang,touw,verfborstel,vijl,waterpas,zaag
koevoet,9.0,13.0,4.0,8.0,15.0,6.0,5.0,9.0,1.0,13.0,20.0,8.0,4.0,9.0,1.0,2.0,4.0,4.0,1.0,7.0,6.0,1.0,5.0,4.0,3.0,1.0,2.0,1.0,2.0,4.0
kruiwagen,9.0,1.0,5.0,5.0,1.0,4.0,11.0,5.0,1.0,4.0,8.0,20.0,3.0,2.0,8.0,4.0,9.0,1.0,2.0,2.0,1.0,3.0,3.0,13.0,4.0,1.0,2.0,2.0,1.0,1.0
mes,6.0,6.0,16.0,8.0,12.0,4.0,4.0,3.0,5.0,8.0,4.0,3.0,20.0,9.0,1.0,15.0,13.0,9.0,8.0,13.0,15.0,3.0,3.0,4.0,11.0,3.0,13.0,19.0,9.0,19.0
moersleutel,1.0,4.0,5.0,6.0,10.0,19.0,3.0,14.0,4.0,3.0,9.0,2.0,9.0,20.0,6.0,8.0,2.0,15.0,4.0,15.0,6.0,2.0,1.0,1.0,6.0,1.0,5.0,4.0,15.0,2.0
oliespuit,2.0,1.0,9.0,1.0,20.0,4.0,5.0,11.0,6.0,1.0,1.0,8.0,1.0,6.0,20.0,4.0,5.0,2.0,3.0,3.0,2.0,6.0,4.0,5.0,1.0,1.0,8.0,4.0,2.0,1.0
plamuurmes,6.0,4.0,8.0,8.0,14.0,14.0,3.0,18.0,5.0,3.0,2.0,4.0,15.0,8.0,4.0,20.0,5.0,3.0,13.0,9.0,2.0,8.0,4.0,1.0,8.0,1.0,5.0,16.0,12.0,6.0
ploeg,4.0,5.0,15.0,5.0,4.0,7.0,18.0,4.0,3.0,11.0,4.0,9.0,13.0,2.0,5.0,5.0,20.0,8.0,12.0,11.0,9.0,3.0,9.0,2.0,14.0,1.0,4.0,8.0,1.0,12.0
schaaf,9.0,4.0,6.0,4.0,9.0,9.0,12.0,2.0,3.0,5.0,4.0,1.0,9.0,15.0,2.0,3.0,8.0,20.0,6.0,4.0,15.0,4.0,6.0,2.0,2.0,1.0,2.0,18.0,16.0,14.0
schop,12.0,9.0,1.0,1.0,6.0,4.0,6.0,15.0,3.0,17.0,1.0,2.0,8.0,4.0,3.0,13.0,12.0,6.0,20.0,9.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,5.0,3.0,8.0
schroevendraaier,1.0,15.0,4.0,2.0,5.0,20.0,2.0,4.0,5.0,5.0,7.0,2.0,13.0,15.0,3.0,9.0,11.0,4.0,9.0,20.0,6.0,10.0,3.0,2.0,4.0,2.0,13.0,3.0,8.0,3.0
slijpschijf,1.0,1.0,3.0,14.0,3.0,8.0,14.0,3.0,5.0,1.0,6.0,1.0,15.0,6.0,2.0,2.0,9.0,15.0,4.0,6.0,20.0,3.0,6.0,5.0,12.0,1.0,2.0,5.0,3.0,15.0
spijker,1.0,4.0,6.0,3.0,6.0,9.0,1.0,12.0,4.0,3.0,1.0,3.0,3.0,2.0,6.0,8.0,3.0,4.0,2.0,10.0,3.0,20.0,3.0,5.0,2.0,1.0,2.0,4.0,2.0,3.0
staalborstel,5.0,7.0,5.0,5.0,5.0,9.0,5.0,13.0,1.0,1.0,5.0,3.0,3.0,1.0,4.0,4.0,9.0,6.0,1.0,3.0,6.0,3.0,20.0,11.0,5.0,1.0,13.0,17.0,9.0,4.0
stofzuiger,2.0,4.0,2.0,16.0,3.0,1.0,17.0,4.0,3.0,3.0,4.0,13.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,11.0,20.0,1.0,1.0,15.0,1.0,2.0,4.0
tang,1.0,4.0,8.0,4.0,17.0,6.0,4.0,13.0,13.0,5.0,3.0,4.0,11.0,6.0,1.0,8.0,14.0,2.0,4.0,4.0,12.0,2.0,5.0,1.0,20.0,1.0,4.0,4.0,8.0,9.0
touw,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,6.0,1.0,1.0,1.0
verfborstel,4.0,15.0,3.0,3.0,5.0,5.0,2.0,5.0,3.0,13.0,2.0,2.0,13.0,5.0,8.0,5.0,4.0,2.0,3.0,13.0,2.0,2.0,13.0,15.0,4.0,6.0,20.0,6.0,4.0,5.0
vijl,2.0,4.0,5.0,1.0,6.0,4.0,5.0,6.0,2.0,6.0,1.0,2.0,19.0,4.0,4.0,16.0,8.0,18.0,5.0,3.0,5.0,4.0,17.0,1.0,4.0,1.0,6.0,20.0,5.0,13.0
waterpas,3.0,6.0,4.0,5.0,4.0,15.0,6.0,14.0,8.0,2.0,2.0,1.0,9.0,15.0,2.0,12.0,1.0,16.0,3.0,8.0,3.0,2.0,9.0,2.0,8.0,1.0,4.0,5.0,20.0,4.0
zaag,3.0,5.0,9.0,2.0,4.0,4.0,1.0,9.0,5.0,6.0,4.0,1.0,19.0,2.0,1.0,6.0,12.0,14.0,8.0,3.0,15.0,3.0,4.0,4.0,9.0,1.0,5.0,13.0,4.0,20.0
