exemplar,aap,bever,bizon,dromedaris,eekhoorn,egel,ezel,giraf,hamster,hert,hond,ijsbeer,kangoeroe,kat,koe,konijn,lama,leeuw,muis,neushoorn,nijlpaard,olifant,paard,schaap,tijger,varken,vleermuis,vos,wolf,zebra
kangoeroe,5.0,3.0,2.0,2.0,7.0,5.0,4.0,3.0,6.0,9.0,6.0,3.0,20.0,4.0,6.0,5.0,4.0,9.0,2.0,7.0,2.0,6.0,6.0,4.0,2.0,3.0,2.0,10.0,1.0,4.0
kat,2.0,5.0,3.0,12.0,3.0,2.0,5.0,6.0,15.0,4.0,13.0,3.0,4.0,20.0,2.0,6.0,3.0,3.0,4.0,2.0,2.0,5.0,8.0,3.0,2.0,3.0,5.0,6.0,3.0,1.0
koe,10.0,4.0,7.0,6.0,5.0,6.0,7.0,5.0,2.0,8.0,3.0,2.0,6.0,2.0,20.0,6.0,5.0,5.0,1.0,9.0,7.0,8.0,10.0,2.0,5.0,10.0,3.0,5.0,5.0,2.0
konijn,7.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,6.0,3.0,10.0,2.0,5.0,6.0,6.0,20.0,5.0,3.0,4.0,7.0,6.0,3.0,2.0,6.0,14.0,7.0,4.0,1.0,9.0,6.0
lama,4.0,2.0,10.0,4.0,3.0,10.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,5.0,20.0,4.0,3.0,4.0,1.0,5.0,3.0,3.0,15.0,3.0,4.0,4.0,3.0,2.0
leeuw,7.0,17.0,2.0,7.0,1.0,3.0,3.0,6.0,3.0,6.0,3.0,2.0,9.0,3.0,5.0,3.0,4.0,20.0,2.0,4.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,7.0,4.0,3.0
muis,4.0,7.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,1.0,4.0,3.0,2.0,20.0,1.0,4.0,5.0,3.0,13.0,3.0,5.0,7.0,4.0,3.0,1.0
neushoorn,7.0,12.0,5.0,4.0,2.0,9.0,4.0,3.0,2.0,7.0,7.0,9.0,7.0,2.0,9.0,7.0,4.0,4.0,1.0,20.0,9.0,1.0,10.0,1.0,5.0,5.0,6.0,4.0,8.0,5.0
nijlpaard,3.0,2.0,6.0,3.0,4.0,5.0,1.0,2.0,4.0,3.0,10.0,9.0,2.0,2.0,7.0,6.0,1.0,3.0,4.0,9.0,20.0,6.0,4.0,3.0,10.0,4.0,5.0,7.0,2.0,19.0
olifant,3.0,4.0,6.0,5.0,3.0,14.0,3.0,6.0,5.0,7.0,15.0,10.0,6.0,5.0,8.0,3.0,5.0,3.0,5.0,1.0,6.0,20.0,7.0,1.0,4.0,3.0,2.0,6.0,2.0,6.0
paard,1.0,6.0,3.0,1.0,5.0,3.0,10.0,5.0,7.0,3.0,4.0,3.0,6.0,8.0,10.0,2.0,3.0,1.0,3.0,10.0,4.0,7.0,20.0,2.0,3.0,6.0,4.0,4.0,3.0,7.0
schaap,12.0,4.0,9.0,4.0,9.0,12.0,6.0,3.0,13.0,5.0,4.0,5.0,4.0,3.0,2.0,6.0,3.0,5.0,13.0,1.0,3.0,1.0,2.0,20.0,4.0,15.0,8.0,5.0,4.0,7.0
tijger,4.0,3.0,5.0,4.0,4.0,4.0,5.0,18.0,9.0,5.0,5.0,5.0,2.0,2.0,5.0,14.0,15.0,3.0,3.0,5.0,10.0,4.0,3.0,4.0,20.0,6.0,3.0,9.0,4.0,10.0
varken,1.0,3.0,6.0,10.0,1.0,7.0,4.0,6.0,1.0,5.0,8.0,3.0,3.0,3.0,10.0,7.0,3.0,3.0,5.0,5.0,4.0,3.0,6.0,15.0,6.0,20.0,4.0,3.0,9.0,5.0
vleermuis,5.0,3.0,6.0,2.0,6.0,6.0,15.0,4.0,6.0,7.0,6.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,7.0,6.0,5.0,2.0,4.0,8.0,3.0,4.0,20.0,5.0,6.0,4.0
vos,3.0,5.0,7.0,5.0,5.0,2.0,3.0,5.0,4.0,2.0,2.0,8.0,10.0,6.0,5.0,1.0,4.0,7.0,4.0,4.0,7.0,6.0,4.0,5.0,9.0,3.0,5.0,20.0,7.0,3.0
wolf,3.0,6.0,4.0,4.0,8.0,5.0,10.0,5.0,11.0,8.0,4.0,5.0,1.0,3.0,5.0,9.0,3.0,4.0,3.0,8.0,2.0,2.0,3.0,4.0,4.0,9.0,6.0,7.0,20.0,3.0
zebra,7.0,5.0,7.0,4.0,1.0,4.0,9.0,20.0,20.0,1.0,5.0,4.0,4.0,1.0,2.0,6.0,2.0,3.0,1.0,5.0,19.0,6.0,7.0,7.0,10.0,5.0,4.0,3.0,3.0,20.0
