exemplar,aap,bever,bizon,dromedaris,eekhoorn,egel,ezel,giraf,hamster,hert,hond,ijsbeer,kangoeroe,kat,koe,konijn,lama,leeuw,muis,neushoorn,nijlpaard,olifant,paard,schaap,tijger,varken,vleermuis,vos,wolf,zebra
leeuw,12.0,4.0,13.0,11.0,5.0,8.0,11.0,11.0,7.0,8.0,14.0,10.0,8.0,13.0,11.0,7.0,5.0,20.0,7.0,8.0,14.0,13.0,10.0,8.0,19.0,11.0,6.0,14.0,13.0,12.0
muis,6.0,12.0,2.0,4.0,11.0,12.0,9.0,8.0,15.0,6.0,8.0,2.0,3.0,11.0,5.0,12.0,8.0,7.0,20.0,5.0,5.0,2.0,6.0,12.0,5.0,6.0,14.0,5.0,8.0,6.0
neushoorn,10.0,5.0,16.0,12.0,4.0,6.0,9.0,12.0,4.0,10.0,5.0,12.0,8.0,4.0,12.0,5.0,12.0,8.0,5.0,20.0,19.0,16.0,14.0,6.0,14.0,8.0,2.0,9.0,8.0,12.0
nijlpaard,5.0,5.0,15.0,13.0,5.0,4.0,10.0,13.0,5.0,11.0,11.0,14.0,11.0,3.0,9.0,6.0,9.0,14.0,5.0,19.0,20.0,14.0,13.0,8.0,14.0,9.0,4.0,8.0,9.0,11.0
olifant,8.0,4.0,13.0,11.0,4.0,3.0,10.0,12.0,6.0,8.0,10.0,13.0,10.0,5.0,10.0,6.0,12.0,13.0,2.0,16.0,14.0,20.0,14.0,7.0,8.0,7.0,6.0,9.0,8.0,11.0
paard,7.0,5.0,14.0,13.0,7.0,7.0,19.0,13.0,7.0,15.0,16.0,13.0,9.0,13.0,14.0,11.0,15.0,10.0,6.0,14.0,13.0,14.0,20.0,8.0,9.0,14.0,7.0,9.0,11.0,18.0
schaap,4.0,9.0,6.0,4.0,8.0,10.0,6.0,7.0,8.0,10.0,12.0,8.0,5.0,10.0,10.0,11.0,9.0,8.0,12.0,6.0,8.0,7.0,8.0,20.0,6.0,8.0,8.0,7.0,8.0,11.0
tijger,9.0,4.0,16.0,9.0,4.0,4.0,13.0,11.0,6.0,9.0,13.0,12.0,8.0,16.0,8.0,6.0,10.0,19.0,5.0,14.0,14.0,8.0,9.0,6.0,20.0,8.0,8.0,14.0,14.0,9.0
varken,8.0,9.0,11.0,8.0,8.0,8.0,9.0,7.0,8.0,8.0,13.0,10.0,8.0,12.0,8.0,14.0,7.0,11.0,6.0,8.0,9.0,7.0,14.0,8.0,8.0,20.0,7.0,7.0,13.0,6.0
vleermuis,8.0,8.0,5.0,4.0,8.0,8.0,7.0,5.0,9.0,8.0,6.0,5.0,7.0,7.0,4.0,8.0,4.0,6.0,14.0,2.0,4.0,6.0,7.0,8.0,8.0,7.0,20.0,4.0,6.0,6.0
vos,9.0,7.0,7.0,9.0,6.0,5.0,8.0,8.0,5.0,12.0,16.0,13.0,5.0,14.0,7.0,8.0,11.0,14.0,5.0,9.0,8.0,9.0,9.0,7.0,14.0,7.0,4.0,20.0,18.0,11.0
wolf,5.0,5.0,12.0,9.0,8.0,7.0,8.0,11.0,5.0,11.0,15.0,11.0,6.0,15.0,10.0,9.0,9.0,13.0,8.0,8.0,9.0,8.0,11.0,8.0,14.0,13.0,6.0,18.0,20.0,12.0
zebra,8.0,8.0,12.0,15.0,5.0,7.0,8.0,12.0,4.0,6.0,12.0,13.0,9.0,11.0,10.0,7.0,13.0,12.0,6.0,12.0,11.0,11.0,18.0,11.0,9.0,6.0,6.0,11.0,12.0,20.0
