exemplar,aap,bever,bizon,dromedaris,eekhoorn,egel,ezel,giraf,hamster,hert,hond,ijsbeer,kangoeroe,kat,koe,konijn,lama,leeuw,muis,neushoorn,nijlpaard,olifant,paard,schaap,tijger,varken,vleermuis,vos,wolf,zebra
konijn,11.0,14.0,10.0,9.0,14.0,15.0,6.0,15.0,13.0,15.0,10.0,9.0,14.0,11.0,12.0,20.0,12.0,8.0,7.0,8.0,6.0,3.0,8.0,15.0,9.0,13.0,10.0,15.0,10.0,9.0
lama,14.0,9.0,17.0,15.0,9.0,9.0,15.0,17.0,9.0,17.0,10.0,11.0,17.0,8.0,17.0,12.0,20.0,16.0,9.0,15.0,17.0,15.0,17.0,17.0,17.0,13.0,4.0,17.0,11.0,14.0
leeuw,14.0,14.0,13.0,9.0,10.0,8.0,14.0,15.0,9.0,16.0,10.0,13.0,14.0,18.0,12.0,8.0,16.0,20.0,9.0,9.0,14.0,15.0,12.0,13.0,18.0,7.0,6.0,10.0,17.0,16.0
muis,5.0,11.0,9.0,4.0,13.0,17.0,10.0,9.0,11.0,9.0,15.0,7.0,15.0,15.0,6.0,7.0,9.0,9.0,20.0,8.0,9.0,6.0,9.0,14.0,10.0,11.0,7.0,9.0,11.0,4.0
neushoorn,10.0,12.0,18.0,18.0,7.0,9.0,14.0,15.0,9.0,17.0,10.0,8.0,13.0,9.0,16.0,8.0,15.0,9.0,8.0,20.0,13.0,18.0,15.0,11.0,14.0,13.0,9.0,11.0,11.0,15.0
nijlpaard,13.0,13.0,12.0,15.0,9.0,8.0,17.0,16.0,9.0,15.0,10.0,12.0,17.0,12.0,17.0,6.0,17.0,14.0,9.0,13.0,20.0,14.0,17.0,13.0,17.0,10.0,9.0,10.0,10.0,18.0
olifant,10.0,8.0,13.0,17.0,4.0,10.0,16.0,17.0,9.0,15.0,13.0,17.0,14.0,8.0,15.0,3.0,15.0,15.0,6.0,18.0,14.0,20.0,15.0,9.0,15.0,11.0,9.0,5.0,8.0,16.0
paard,8.0,12.0,15.0,18.0,8.0,7.0,18.0,16.0,10.0,12.0,16.0,15.0,14.0,8.0,18.0,8.0,17.0,12.0,9.0,15.0,17.0,15.0,20.0,14.0,11.0,8.0,6.0,5.0,13.0,18.0
schaap,14.0,12.0,14.0,9.0,9.0,11.0,12.0,5.0,13.0,10.0,15.0,14.0,7.0,10.0,11.0,15.0,17.0,13.0,14.0,11.0,13.0,9.0,14.0,20.0,12.0,8.0,10.0,13.0,12.0,9.0
tijger,5.0,16.0,14.0,16.0,11.0,10.0,11.0,19.0,11.0,14.0,18.0,14.0,17.0,17.0,12.0,9.0,17.0,18.0,10.0,14.0,17.0,15.0,11.0,12.0,20.0,7.0,9.0,17.0,15.0,17.0
varken,12.0,13.0,14.0,9.0,11.0,7.0,14.0,11.0,7.0,15.0,11.0,8.0,11.0,8.0,17.0,13.0,13.0,7.0,11.0,13.0,10.0,11.0,8.0,8.0,7.0,20.0,9.0,14.0,12.0,12.0
vleermuis,10.0,10.0,10.0,8.0,12.0,16.0,4.0,6.0,16.0,9.0,9.0,4.0,10.0,14.0,1.0,10.0,4.0,6.0,7.0,9.0,9.0,9.0,6.0,10.0,9.0,9.0,20.0,7.0,12.0,9.0
vos,14.0,16.0,12.0,12.0,12.0,9.0,9.0,8.0,14.0,16.0,17.0,16.0,15.0,15.0,9.0,15.0,17.0,10.0,9.0,11.0,10.0,5.0,5.0,13.0,17.0,14.0,7.0,20.0,15.0,11.0
wolf,13.0,18.0,11.0,9.0,10.0,9.0,13.0,13.0,10.0,13.0,17.0,15.0,11.0,15.0,9.0,10.0,11.0,17.0,11.0,11.0,10.0,8.0,13.0,12.0,15.0,12.0,12.0,15.0,20.0,15.0
zebra,11.0,8.0,17.0,14.0,9.0,11.0,16.0,19.0,9.0,16.0,10.0,11.0,10.0,10.0,14.0,9.0,14.0,16.0,4.0,15.0,18.0,16.0,18.0,9.0,17.0,12.0,9.0,11.0,15.0,20.0
