exemplar,aap,bever,bizon,dromedaris,eekhoorn,egel,ezel,giraf,hamster,hert,hond,ijsbeer,kangoeroe,kat,koe,konijn,lama,leeuw,muis,neushoorn,nijlpaard,olifant,paard,schaap,tijger,varken,vleermuis,vos,wolf,zebra
ijsbeer,15.0,15.0,16.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,16.0,20.0,15.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,15.0,16.0,16.0,14.0,16.0,14.0,14.0,15.0,14.0
kangoeroe,16.0,15.0,15.0,15.0,14.0,14.0,15.0,15.0,14.0,14.0,17.0,15.0,20.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,12.0,16.0,16.0,15.0,15.0,14.0,15.0,12.0,14.0
kat,14.0,16.0,15.0,14.0,15.0,15.0,14.0,14.0,14.0,15.0,17.0,14.0,14.0,20.0,15.0,16.0,14.0,16.0,14.0,15.0,14.0,14.0,15.0,16.0,17.0,16.0,15.0,16.0,16.0,14.0
koe,15.0,15.0,17.0,17.0,15.0,14.0,16.0,16.0,12.0,17.0,15.0,13.0,14.0,15.0,20.0,15.0,17.0,16.0,12.0,16.0,16.0,16.0,17.0,16.0,15.0,16.0,15.0,14.0,15.0,17.0
konijn,15.0,15.0,14.0,14.0,16.0,16.0,14.0,14.0,16.0,15.0,15.0,14.0,15.0,16.0,15.0,20.0,14.0,14.0,15.0,14.0,13.0,14.0,13.0,15.0,14.0,14.0,14.0,15.0,14.0,13.0
lama,13.0,15.0,16.0,17.0,14.0,13.0,16.0,17.0,14.0,16.0,16.0,14.0,15.0,14.0,17.0,14.0,20.0,16.0,14.0,15.0,15.0,16.0,17.0,17.0,16.0,15.0,13.0,15.0,15.0,16.0
leeuw,14.0,14.0,16.0,15.0,14.0,14.0,16.0,15.0,14.0,15.0,16.0,14.0,15.0,16.0,16.0,14.0,16.0,20.0,14.0,16.0,16.0,15.0,16.0,15.0,17.0,15.0,14.0,16.0,17.0,16.0
muis,15.0,15.0,14.0,14.0,14.0,15.0,13.0,14.0,17.0,13.0,14.0,14.0,15.0,14.0,12.0,15.0,14.0,14.0,20.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
neushoorn,15.0,14.0,16.0,15.0,15.0,14.0,16.0,16.0,13.0,14.0,14.0,14.0,15.0,15.0,16.0,14.0,15.0,16.0,14.0,20.0,17.0,16.0,16.0,15.0,16.0,18.0,14.0,15.0,14.0,16.0
nijlpaard,15.0,15.0,17.0,16.0,14.0,14.0,16.0,15.0,14.0,15.0,14.0,13.0,15.0,14.0,16.0,13.0,15.0,16.0,14.0,17.0,20.0,16.0,14.0,14.0,15.0,18.0,15.0,14.0,15.0,17.0
olifant,14.0,14.0,16.0,16.0,14.0,14.0,15.0,16.0,14.0,14.0,15.0,15.0,12.0,14.0,16.0,14.0,16.0,15.0,14.0,16.0,16.0,20.0,17.0,15.0,16.0,16.0,13.0,15.0,14.0,16.0
paard,14.0,15.0,17.0,17.0,15.0,14.0,17.0,16.0,14.0,16.0,16.0,16.0,16.0,15.0,17.0,13.0,17.0,16.0,13.0,16.0,14.0,17.0,20.0,16.0,15.0,16.0,14.0,16.0,16.0,17.0
schaap,15.0,15.0,11.0,16.0,13.0,14.0,15.0,15.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,17.0,15.0,14.0,15.0,14.0,15.0,16.0,20.0,15.0,16.0,14.0,15.0,15.0,14.0
tijger,15.0,15.0,16.0,15.0,14.0,14.0,15.0,15.0,14.0,15.0,16.0,14.0,15.0,17.0,15.0,14.0,16.0,17.0,14.0,16.0,15.0,16.0,15.0,15.0,20.0,16.0,15.0,15.0,16.0,16.0
varken,15.0,15.0,16.0,15.0,14.0,14.0,15.0,14.0,14.0,16.0,16.0,16.0,15.0,16.0,16.0,14.0,15.0,15.0,14.0,18.0,18.0,16.0,16.0,16.0,16.0,20.0,15.0,16.0,16.0,14.0
vleermuis,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,15.0,14.0,16.0,14.0,14.0,15.0,15.0,14.0,13.0,14.0,14.0,14.0,15.0,13.0,14.0,14.0,15.0,15.0,20.0,15.0,14.0,14.0
vos,16.0,15.0,16.0,14.0,15.0,14.0,16.0,15.0,14.0,16.0,16.0,14.0,15.0,16.0,14.0,15.0,15.0,16.0,14.0,15.0,14.0,15.0,16.0,15.0,15.0,16.0,15.0,20.0,18.0,14.0
wolf,15.0,14.0,16.0,15.0,15.0,14.0,15.0,15.0,14.0,16.0,17.0,15.0,12.0,16.0,15.0,14.0,15.0,17.0,14.0,14.0,15.0,14.0,16.0,15.0,16.0,16.0,14.0,18.0,20.0,16.0
zebra,16.0,14.0,16.0,16.0,15.0,14.0,16.0,16.0,15.0,16.0,16.0,14.0,14.0,14.0,17.0,13.0,16.0,16.0,14.0,16.0,17.0,16.0,17.0,14.0,16.0,14.0,14.0,14.0,16.0,20.0
