exemplar,beha,bloes,broek,das,hemd,hoed,jas,jeans,jogging,kleed,kostuum,laarzen,muts,pet,pyjama,riem,rok,salopet,schoenen,short,sjaal,slip,sokken,sweater,t-shirt,topje,trui,wanten,zwempak
muts,5.0,5.0,5.0,4.0,4.0,15.0,4.0,8.0,4.0,4.0,4.0,2.0,20.0,16.0,8.0,5.0,4.0,1.0,2.0,4.0,7.0,4.0,2.0,5.0,4.0,2.0,7.0,8.0,1.0
pet,2.0,2.0,5.0,1.0,5.0,15.0,3.0,6.0,2.0,3.0,4.0,2.0,16.0,20.0,4.0,2.0,7.0,2.0,4.0,4.0,6.0,4.0,4.0,2.0,5.0,2.0,6.0,3.0,2.0
pyjama,2.0,12.0,11.0,2.0,13.0,4.0,12.0,9.0,12.0,10.0,12.0,4.0,8.0,4.0,20.0,3.0,2.0,12.0,1.0,17.0,4.0,8.0,3.0,8.0,7.0,2.0,4.0,4.0,13.0
riem,2.0,2.0,1.0,10.0,5.0,4.0,8.0,4.0,3.0,4.0,4.0,1.0,5.0,2.0,3.0,20.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0
rok,5.0,4.0,6.0,2.0,2.0,4.0,4.0,4.0,2.0,12.0,4.0,4.0,4.0,7.0,2.0,4.0,20.0,8.0,2.0,11.0,2.0,7.0,4.0,4.0,2.0,8.0,5.0,5.0,7.0
salopet,8.0,7.0,14.0,3.0,9.0,6.0,12.0,16.0,16.0,11.0,12.0,3.0,1.0,2.0,12.0,4.0,8.0,20.0,5.0,12.0,4.0,1.0,2.0,5.0,11.0,4.0,11.0,3.0,12.0
schoenen,1.0,2.0,10.0,2.0,2.0,5.0,4.0,1.0,6.0,3.0,5.0,16.0,2.0,4.0,1.0,4.0,2.0,5.0,20.0,2.0,4.0,4.0,9.0,1.0,1.0,2.0,2.0,10.0,1.0
short,4.0,9.0,12.0,5.0,5.0,1.0,2.0,12.0,7.0,8.0,12.0,4.0,4.0,4.0,17.0,2.0,11.0,12.0,2.0,20.0,2.0,4.0,6.0,6.0,5.0,6.0,7.0,2.0,10.0
sjaal,1.0,4.0,3.0,11.0,2.0,8.0,4.0,6.0,2.0,9.0,4.0,7.0,7.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,20.0,4.0,6.0,5.0,4.0,1.0,4.0,6.0,4.0
slip,5.0,2.0,4.0,2.0,6.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,4.0,4.0,8.0,2.0,7.0,1.0,4.0,4.0,4.0,20.0,4.0,1.0,4.0,6.0,1.0,2.0,4.0
sokken,1.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,1.0,6.0,2.0,4.0,3.0,2.0,4.0,2.0,9.0,6.0,6.0,4.0,20.0,5.0,1.0,4.0,4.0,9.0,4.0
sweater,2.0,10.0,6.0,2.0,12.0,1.0,13.0,10.0,9.0,7.0,7.0,7.0,5.0,2.0,8.0,3.0,4.0,5.0,1.0,6.0,5.0,1.0,5.0,20.0,13.0,12.0,16.0,6.0,6.0
t-shirt,4.0,13.0,7.0,5.0,14.0,5.0,11.0,4.0,9.0,5.0,8.0,2.0,4.0,5.0,7.0,4.0,2.0,11.0,1.0,5.0,4.0,4.0,1.0,13.0,20.0,1.0,4.0,5.0,10.0
topje,4.0,11.0,5.0,3.0,11.0,4.0,5.0,4.0,4.0,4.0,9.0,5.0,2.0,2.0,2.0,2.0,8.0,4.0,2.0,6.0,1.0,6.0,4.0,12.0,1.0,20.0,13.0,8.0,12.0
trui,4.0,9.0,2.0,5.0,12.0,9.0,15.0,5.0,12.0,9.0,9.0,6.0,7.0,6.0,4.0,2.0,5.0,11.0,2.0,7.0,4.0,1.0,4.0,16.0,4.0,13.0,20.0,12.0,15.0
wanten,2.0,4.0,1.0,2.0,4.0,13.0,5.0,5.0,5.0,4.0,4.0,2.0,8.0,3.0,4.0,1.0,5.0,3.0,10.0,2.0,6.0,2.0,9.0,6.0,5.0,8.0,12.0,20.0,4.0
zwempak,7.0,7.0,2.0,7.0,4.0,4.0,7.0,2.0,10.0,12.0,11.0,3.0,1.0,2.0,13.0,1.0,7.0,12.0,1.0,10.0,4.0,4.0,4.0,6.0,10.0,12.0,15.0,4.0,20.0
