exemplar,aambeeld,beitel,bijl,boormachine,breekijzer,engelse sleutel,grasmachine,hamer,houtklem,houweel,koevoet,kruiwagen,mes,moersleutel,oliespuit,plamuurmes,ploeg,schaaf,schop,schroevendraaier,slijpschijf,spijker,staalborstel,stofzuiger,tang,touw,verfborstel,vijl,waterpas,zaag
plamuurmes,,14.0,6.0,3.0,3.0,6.0,1.0,4.0,,16.0,5.0,1.0,6.0,1.0,,20.0,1.0,,2.0,3.0,7.0,1.0,,1.0,4.0,1.0,15.0,12.0,8.0,2.0
ploeg,,1.0,5.0,3.0,,1.0,8.0,2.0,,1.0,2.0,3.0,6.0,1.0,,1.0,20.0,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0
schaaf,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,
schop,,1.0,2.0,5.0,3.0,2.0,3.0,1.0,,6.0,7.0,7.0,4.0,3.0,,2.0,1.0,,20.0,1.0,4.0,1.0,,13.0,2.0,1.0,2.0,1.0,1.0,3.0
schroevendraaier,,16.0,1.0,5.0,4.0,15.0,1.0,1.0,,8.0,1.0,1.0,15.0,16.0,,3.0,1.0,,1.0,20.0,3.0,3.0,,1.0,8.0,1.0,6.0,7.0,2.0,1.0
slijpschijf,,5.0,3.0,12.0,6.0,1.0,1.0,1.0,,1.0,4.0,1.0,6.0,1.0,,7.0,1.0,,4.0,3.0,20.0,1.0,,1.0,1.0,1.0,1.0,7.0,8.0,3.0
spijker,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,,1.0,3.0,1.0,20.0,,1.0,1.0,1.0,5.0,1.0,1.0,1.0
staalborstel,,,,,,,,,,,,,1.0,,,,,,,,,,20.0,,,1.0,,,,
stofzuiger,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,5.0,6.0,1.0,1.0,,1.0,2.0,,13.0,1.0,1.0,1.0,,20.0,1.0,1.0,1.0,1.0,1.0,2.0
tang,,14.0,2.0,5.0,6.0,6.0,2.0,8.0,,,,1.0,8.0,15.0,,4.0,1.0,,2.0,8.0,1.0,1.0,,1.0,20.0,1.0,2.0,14.0,1.0,6.0
touw,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,2.0,1.0,1.0,1.0
verfborstel,,15.0,5.0,3.0,3.0,6.0,1.0,7.0,,9.0,6.0,1.0,4.0,5.0,,15.0,1.0,,2.0,6.0,1.0,5.0,,1.0,2.0,2.0,20.0,9.0,1.0,1.0
vijl,,14.0,2.0,7.0,4.0,9.0,1.0,2.0,,6.0,5.0,2.0,18.0,6.0,,12.0,1.0,,1.0,7.0,7.0,1.0,,1.0,14.0,1.0,9.0,20.0,3.0,3.0
waterpas,,4.0,4.0,1.0,10.0,8.0,1.0,6.0,,,17.0,1.0,1.0,6.0,,8.0,1.0,,1.0,2.0,8.0,1.0,,1.0,1.0,1.0,1.0,3.0,20.0,5.0
zaag,,3.0,6.0,15.0,8.0,1.0,1.0,6.0,,4.0,1.0,1.0,5.0,3.0,,2.0,1.0,,3.0,1.0,3.0,1.0,,2.0,6.0,1.0,1.0,3.0,5.0,20.0
