exemplar,aambeeld,beitel,bijl,boormachine,breekijzer,engelse sleutel,grasmachine,hamer,houtklem,houweel,koevoet,kruiwagen,mes,moersleutel,oliespuit,plamuurmes,ploeg,schaaf,schop,schroevendraaier,slijpschijf,spijker,staalborstel,stofzuiger,tang,touw,verfborstel,vijl,waterpas,zaag
plamuurmes,1.0,15.0,5.0,3.0,3.0,10.0,1.0,4.0,,3.0,5.0,6.0,6.0,7.0,6.0,20.0,5.0,2.0,9.0,9.0,6.0,2.0,2.0,2.0,10.0,1.0,14.0,12.0,8.0,5.0
ploeg,1.0,6.0,9.0,2.0,12.0,3.0,8.0,4.0,,10.0,11.0,12.0,17.0,2.0,2.0,5.0,20.0,11.0,14.0,7.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,9.0
schaaf,3.0,16.0,6.0,3.0,2.0,3.0,10.0,6.0,,3.0,7.0,1.0,18.0,2.0,4.0,2.0,11.0,20.0,3.0,2.0,7.0,2.0,15.0,3.0,4.0,1.0,2.0,6.0,2.0,6.0
schop,3.0,15.0,3.0,3.0,5.0,4.0,2.0,2.0,,8.0,5.0,4.0,10.0,5.0,2.0,9.0,14.0,3.0,20.0,9.0,9.0,5.0,2.0,3.0,3.0,1.0,1.0,6.0,2.0,2.0
schroevendraaier,6.0,18.0,8.0,2.0,12.0,14.0,6.0,5.0,,6.0,8.0,5.0,16.0,10.0,2.0,9.0,7.0,2.0,9.0,20.0,4.0,2.0,2.0,1.0,6.0,1.0,4.0,11.0,3.0,3.0
slijpschijf,5.0,6.0,8.0,14.0,3.0,12.0,16.0,4.0,,5.0,13.0,2.0,3.0,2.0,1.0,6.0,2.0,7.0,9.0,4.0,20.0,3.0,2.0,2.0,3.0,1.0,6.0,18.0,2.0,12.0
spijker,1.0,9.0,6.0,4.0,3.0,5.0,2.0,2.0,,3.0,3.0,1.0,13.0,10.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,20.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
staalborstel,2.0,4.0,3.0,2.0,5.0,2.0,2.0,1.0,,2.0,2.0,1.0,4.0,13.0,2.0,2.0,1.0,15.0,2.0,2.0,2.0,1.0,20.0,2.0,10.0,2.0,17.0,13.0,2.0,3.0
stofzuiger,1.0,4.0,2.0,4.0,2.0,2.0,13.0,5.0,,1.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,20.0,2.0,3.0,2.0,1.0,2.0,2.0
tang,4.0,6.0,6.0,4.0,6.0,17.0,6.0,13.0,,4.0,8.0,2.0,4.0,15.0,1.0,10.0,3.0,4.0,3.0,6.0,3.0,2.0,10.0,2.0,20.0,1.0,4.0,3.0,4.0,3.0
touw,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,20.0,1.0,3.0,1.0,1.0
verfborstel,1.0,2.0,3.0,1.0,4.0,6.0,1.0,1.0,,3.0,8.0,2.0,2.0,2.0,1.0,14.0,2.0,2.0,1.0,4.0,6.0,2.0,17.0,2.0,4.0,1.0,20.0,17.0,2.0,2.0
vijl,1.0,14.0,4.0,4.0,9.0,7.0,5.0,3.0,,2.0,5.0,1.0,14.0,5.0,2.0,12.0,3.0,6.0,6.0,11.0,18.0,2.0,13.0,1.0,3.0,3.0,17.0,20.0,2.0,12.0
waterpas,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,,3.0,2.0,1.0,2.0,2.0,2.0,8.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,20.0,1.0
zaag,3.0,13.0,16.0,11.0,3.0,4.0,5.0,4.0,,3.0,7.0,2.0,18.0,2.0,1.0,5.0,9.0,6.0,2.0,3.0,12.0,2.0,3.0,2.0,3.0,1.0,2.0,12.0,1.0,20.0
