exemplar,aambeeld,beitel,bijl,boormachine,breekijzer,engelse sleutel,grasmachine,hamer,houtklem,houweel,koevoet,kruiwagen,mes,moersleutel,oliespuit,plamuurmes,ploeg,schaaf,schop,schroevendraaier,slijpschijf,spijker,staalborstel,stofzuiger,tang,touw,verfborstel,vijl,waterpas,zaag
ploeg,11.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,9.0,20.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
schaaf,4.0,2.0,12.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,12.0,1.0,1.0,2.0,1.0,8.0,1.0,20.0,2.0,2.0,12.0,2.0,2.0,1.0,9.0,1.0,1.0,2.0,2.0,2.0
schop,2.0,8.0,6.0,2.0,3.0,2.0,11.0,3.0,4.0,4.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,20.0,1.0,3.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0
schroevendraaier,2.0,2.0,3.0,5.0,2.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,20.0,2.0,3.0,9.0,1.0,9.0,1.0,2.0,1.0,5.0,9.0
slijpschijf,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,10.0,3.0,1.0,2.0,1.0,1.0,11.0,8.0,12.0,3.0,2.0,20.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0
spijker,2.0,2.0,3.0,1.0,3.0,11.0,1.0,2.0,1.0,10.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,6.0,3.0,2.0,20.0,3.0,1.0,3.0,1.0,10.0,1.0,5.0,5.0
staalborstel,1.0,2.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,13.0,1.0,2.0,2.0,9.0,1.0,3.0,20.0,1.0,2.0,1.0,16.0,20.0,1.0,9.0
stofzuiger,1.0,1.0,1.0,1.0,1.0,3.0,17.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,2.0,1.0,1.0,1.0,1.0,1.0
tang,2.0,10.0,2.0,2.0,3.0,2.0,1.0,3.0,11.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,9.0,3.0,9.0,2.0,3.0,2.0,2.0,20.0,1.0,9.0,3.0,2.0,2.0
touw,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,4.0
verfborstel,1.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,10.0,16.0,1.0,9.0,1.0,20.0,2.0,1.0,1.0
vijl,2.0,4.0,10.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,6.0,6.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0,20.0,1.0,3.0,1.0,2.0,20.0,2.0,6.0
waterpas,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,11.0,2.0,1.0,10.0,1.0,2.0,2.0,5.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,20.0,2.0
zaag,2.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,6.0,9.0,2.0,5.0,9.0,1.0,2.0,4.0,1.0,6.0,2.0,20.0
