exemplar,aambeeld,beitel,bijl,boormachine,breekijzer,engelse sleutel,grasmachine,hamer,houtklem,houweel,koevoet,kruiwagen,mes,moersleutel,oliespuit,plamuurmes,ploeg,schaaf,schop,schroevendraaier,slijpschijf,spijker,staalborstel,stofzuiger,tang,touw,verfborstel,vijl,waterpas,zaag
oliespuit,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,20.0,1.0,3.0,1.0,12.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
plamuurmes,2.0,15.0,15.0,2.0,5.0,15.0,3.0,2.0,,15.0,15.0,1.0,18.0,12.0,1.0,20.0,2.0,5.0,17.0,12.0,2.0,12.0,4.0,1.0,3.0,1.0,5.0,15.0,5.0,11.0
ploeg,1.0,15.0,15.0,2.0,2.0,2.0,15.0,1.0,,1.0,2.0,1.0,15.0,1.0,3.0,2.0,20.0,2.0,15.0,2.0,9.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
schaaf,2.0,11.0,14.0,8.0,14.0,1.0,1.0,2.0,,5.0,5.0,3.0,15.0,2.0,1.0,5.0,2.0,20.0,2.0,2.0,18.0,12.0,17.0,2.0,2.0,3.0,1.0,18.0,14.0,15.0
schop,1.0,2.0,15.0,5.0,1.0,3.0,3.0,2.0,,2.0,2.0,1.0,2.0,2.0,12.0,17.0,15.0,2.0,20.0,5.0,1.0,11.0,2.0,2.0,2.0,1.0,1.0,8.0,1.0,1.0
schroevendraaier,1.0,15.0,5.0,11.0,15.0,18.0,1.0,5.0,,15.0,18.0,1.0,15.0,15.0,5.0,12.0,2.0,2.0,5.0,20.0,1.0,15.0,5.0,1.0,1.0,1.0,12.0,14.0,2.0,1.0
slijpschijf,3.0,5.0,2.0,16.0,3.0,2.0,11.0,2.0,,5.0,11.0,1.0,5.0,5.0,1.0,2.0,9.0,18.0,1.0,1.0,20.0,5.0,2.0,1.0,2.0,1.0,3.0,15.0,2.0,5.0
spijker,2.0,14.0,8.0,15.0,6.0,5.0,1.0,15.0,,15.0,15.0,1.0,15.0,13.0,1.0,12.0,2.0,12.0,11.0,15.0,5.0,20.0,2.0,1.0,5.0,2.0,11.0,15.0,5.0,8.0
staalborstel,11.0,9.0,12.0,3.0,1.0,5.0,1.0,2.0,,15.0,3.0,3.0,5.0,4.0,1.0,4.0,2.0,17.0,2.0,5.0,2.0,2.0,20.0,1.0,5.0,1.0,15.0,5.0,1.0,5.0
stofzuiger,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,2.0,1.0,1.0,1.0
tang,2.0,11.0,8.0,3.0,15.0,12.0,1.0,15.0,,5.0,15.0,1.0,11.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,1.0,20.0,2.0,1.0,15.0,1.0,5.0
touw,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,20.0,1.0,1.0,1.0,1.0
verfborstel,1.0,11.0,5.0,2.0,12.0,15.0,1.0,5.0,,11.0,11.0,1.0,1.0,15.0,1.0,5.0,2.0,1.0,1.0,12.0,3.0,11.0,15.0,2.0,1.0,1.0,20.0,6.0,1.0,6.0
vijl,2.0,15.0,15.0,6.0,12.0,9.0,1.0,7.0,,15.0,18.0,1.0,18.0,15.0,1.0,15.0,2.0,18.0,8.0,14.0,15.0,15.0,5.0,1.0,15.0,1.0,6.0,20.0,1.0,15.0
waterpas,1.0,10.0,5.0,1.0,6.0,3.0,1.0,2.0,,2.0,9.0,1.0,2.0,2.0,1.0,5.0,1.0,14.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,8.0
zaag,1.0,17.0,12.0,1.0,2.0,6.0,1.0,12.0,,5.0,2.0,1.0,18.0,5.0,1.0,11.0,2.0,15.0,1.0,1.0,5.0,8.0,5.0,1.0,5.0,1.0,6.0,15.0,8.0,20.0
