exemplar,aambeeld,beitel,bijl,boormachine,breekijzer,engelse sleutel,grasmachine,hamer,houtklem,houweel,koevoet,kruiwagen,mes,moersleutel,oliespuit,plamuurmes,ploeg,schaaf,schop,schroevendraaier,slijpschijf,spijker,staalborstel,stofzuiger,tang,touw,verfborstel,vijl,waterpas,zaag
schroevendraaier,7.0,11.0,5.0,8.0,9.0,11.0,12.0,12.0,5.0,10.0,11.0,8.0,12.0,11.0,9.0,11.0,12.0,8.0,8.0,20.0,10.0,12.0,10.0,10.0,11.0,8.0,10.0,12.0,11.0,9.0
slijpschijf,9.0,8.0,11.0,7.0,10.0,7.0,12.0,12.0,10.0,10.0,5.0,8.0,11.0,9.0,5.0,11.0,7.0,8.0,8.0,10.0,20.0,10.0,11.0,7.0,8.0,7.0,7.0,12.0,11.0,10.0
spijker,5.0,4.0,8.0,8.0,14.0,8.0,2.0,8.0,10.0,9.0,7.0,4.0,9.0,9.0,8.0,8.0,2.0,12.0,11.0,12.0,10.0,20.0,12.0,8.0,6.0,10.0,8.0,10.0,12.0,8.0
staalborstel,12.0,8.0,11.0,2.0,5.0,13.0,10.0,8.0,16.0,10.0,9.0,3.0,9.0,9.0,8.0,12.0,7.0,4.0,9.0,10.0,11.0,12.0,20.0,8.0,11.0,7.0,14.0,15.0,5.0,9.0
stofzuiger,8.0,6.0,11.0,10.0,7.0,11.0,10.0,8.0,3.0,10.0,11.0,7.0,3.0,4.0,8.0,6.0,10.0,7.0,7.0,10.0,7.0,8.0,8.0,20.0,7.0,6.0,8.0,8.0,11.0,8.0
tang,11.0,10.0,12.0,6.0,16.0,10.0,8.0,16.0,10.0,7.0,15.0,1.0,6.0,8.0,10.0,12.0,13.0,8.0,7.0,11.0,8.0,6.0,11.0,7.0,20.0,9.0,6.0,7.0,4.0,11.0
touw,11.0,6.0,8.0,6.0,8.0,4.0,8.0,3.0,12.0,9.0,8.0,7.0,3.0,9.0,8.0,7.0,8.0,8.0,2.0,8.0,7.0,10.0,7.0,6.0,9.0,20.0,8.0,8.0,5.0,9.0
verfborstel,6.0,7.0,9.0,6.0,2.0,7.0,4.0,10.0,11.0,5.0,5.0,7.0,5.0,4.0,15.0,4.0,4.0,8.0,10.0,10.0,7.0,8.0,14.0,8.0,6.0,8.0,20.0,9.0,11.0,9.0
vijl,6.0,12.0,18.0,8.0,9.0,8.0,8.0,9.0,8.0,11.0,3.0,8.0,12.0,4.0,8.0,12.0,11.0,6.0,11.0,12.0,12.0,10.0,15.0,8.0,7.0,8.0,9.0,20.0,9.0,3.0
waterpas,2.0,12.0,8.0,7.0,10.0,2.0,4.0,10.0,6.0,11.0,4.0,4.0,6.0,6.0,4.0,10.0,11.0,4.0,7.0,11.0,11.0,12.0,5.0,11.0,4.0,5.0,11.0,9.0,20.0,8.0
zaag,7.0,9.0,10.0,8.0,6.0,9.0,4.0,12.0,2.0,8.0,10.0,12.0,10.0,5.0,8.0,8.0,10.0,12.0,6.0,9.0,10.0,8.0,9.0,8.0,11.0,9.0,9.0,3.0,8.0,20.0
