feature,freq
is de baas in het kippenhok,7
is dik,38
is dom,13
is donker van kleur,33
is een amfibie,35
is een delicatesse,6
is een dier,363
is een exotisch dier,8
is een huisdier,151
is een insect,282
is een roofdier,54
is een roofvogel,42
is een soort bij,14
is een soort kever,8
is een soort vlieg,4
is een soort vlinder,14
is een trekvogel,35
is een vis,273
is een vleeseter,81
is eerst een rups,13
is eerst kikkervisje,7
is eetbaar,216
is geel met bruine vlekken,12
is geen huisdier,4
is gek op zoetigheid,23
is gevlekt,18
is gezond,6
is giftig,38
is glad,31
is glibberig,83
is goed gecamoufleerd,15
is grappig,23
is grijs en zwart en wit,10
"is grijs, bruin of wit",13
is groen,167
is groen-bruin,53
is groot,347
is groot en dik,5
is groter dan een kip,11
is intelligent,16
is irritant,45
is klein,491
is kortharig,4
is lang,81
is langwerpig,17
is lekker,97
is lelijk,34
is lenig,6
is licht,6
is lief,27
is moeilijk te vangen,6
is mooi,76
is niet duur,5
is niet gevaarlijk,29
is niet giftig,4
is niet zo groot,6
is ook een sjaal,14
is oorzaak van arachnofobie,5
is oranje,15
"is rood, bruin",17
is rossig bruin,16
is schattig,45
is seizoensgebonden,4
is slim,13
is sluw,18
is smal,17
is snel,97
is spectaculair,4
is sterk,19
is symbool voor vrede,13
is te vinden in de viswinkel,15
is terug te vinden op planten,15
is traag,52
is tweeslachtig,7
is verzot op hout,4
is vies,85
is vrouwelijk,4
is wit,120
is wit/bruin,7
is zeer mensenschuw,10
is zeer vroeg wakker,5
jaagt,32
jaagt mensen schrik aan,33
jaagt op kippen,6
je kan erop rijden,38
je kan ze doden met een vliegenmepper,6
je kunt er beten van hebben,10
je vindt ze in huis,15
je vindt ze vaak onder stenen,13
kakelt,8
kan aggressief zijn,22
"kan bruin, zwart, wit, grijs zijn",4
kan een groet zijn,7
kan gerookt worden,7
kan gevaarlijk zijn,14
kan giftig zijn,37
kan goed duiken,10
kan goed klimmen,12
kan in salade,5
kan je koken,6
kan je vangen,11
kan je voederen,4
kan je winnen op kermis,11
kan kunstjes leren,4
kan lang zonder eten,4
kan lang zonder water,5
kan mensen doden,5
kan mensen opeten,4
kan mooi fluiten,5
kan nadelig zijn voor de oogst,5
kan niet vliegen,30
kan opgevuld worden,11
kan overgedragen worden,18
kan plaag vormen,10
kan praten,22
kan slecht vliegen,5
kan snel lopen,64
kan soms dodelijk zijn voor mens,4
kan spinnen,11
kan staart openzetten,4
kan staart verliezen,10
kan tegen een muur opklimmen,7
kan veel last veroorzaken,11
kan ver springen,48
kan verschillende kleuren hebben,61
kan vliegen,341
kan worden gekweekt,25
kan zeer oud worden,16
kan zijn kop heel ver draaien,5
kan zwemmen,148
katachtige,21
kietelt,14
kinderen vangen deze graag,4
klein kopje,8
kleine en grote soorten,30
kleine koetjes zijn kalfjes,7
kleine oren,4
kleine snavel,5
kleiner dan paard,4
klimt in bomen,8
knaagdier,32
knaagt overal aan,6
koekoeksklok,15
komen soms voor in films,33
komt af op licht,20
komt altijd op z'n poten terecht,5
komt boven als het regent,8
komt boven in de regen,4
komt in verschillende maten en soorten voor,49
komt overal ter wereld voor,5
komt uit een cocon,13
komt veel voor,20
komt voor bij honden en katten,4
komt voor in belgië,9
komt voor in de tuin,14
komt voor in het tv-programma Skippy,6
komt voor in liedjes,12
komt voor in reclame of als merk,12
komt voor in sprookjes en verhalen,40
komt voor in warme plaatsen,8
koning der dieren,17
koppig,10
korte voorpoten,5
koudbloedig,22
kraait,12
kraait 's morgens,7
kraakt als je het dood doet,14
kraaloogjes,7
krijgt kuikens,14
krijgt lammetjes,12
kronkelt,13
kruipt,74
kruipt in bomen,4
kruipt in schild bij gevaar,13
krulstaart,14
kwaakt,45
kweekt snel,4
kwetsbaar,7
kwispelt,4
"lange achterpoten, korte voorpoten",5
lange haren,4
lange snavel,31
lange snuit i.d. vorm v. zwaard,8
lange tanden,6
leeft aan de zee,24
leeft alleen,15
leeft bij vijvers,9
leeft bij water,37
leeft buitenshuis,7
leeft door als je hem in twee snijdt,18
leeft in Afrika,88
leeft in Amerika,12
leeft in Australië,19
leeft in Europa,4
leeft in Noordzee,9
leeft in bomen,54
leeft in de bergen,12
leeft in de jungle,25
leeft in de natuur,30
leeft in de oceaan,28
leeft in de vrije natuur,7
leeft in de zee,164
leeft in de zoo,160
leeft in droge gebieden,4
leeft in een hol,19
leeft in een korf,9
leeft in een moeras,8
leeft in grassen,32
leeft in groep,155
leeft in grotten,11
leeft in het bos,121
leeft in het donker,11
leeft in het oerwoud,5
leeft in het wild,42
leeft in koude gebieden,26
leeft in kudde,38
leeft in nesten,6
leeft in onhygiënische buurten,12
leeft in tropische gebieden,32
leeft in tropische waters,11
leeft in velden,13
leeft in warme landen,70
leeft in water,234
leeft in woestijn,37
leeft in zoet water,41
leeft in zout water,20
leeft niet bij ons,31
leeft niet in België,44
leeft niet in groep,4
leeft niet lang,21
leeft niet op het land,12
leeft onder de grond,28
leeft ook in de stad,7
leeft op de boerderij,44
leeft op de grond,6
leeft op de noordpool,11
leeft op de steppe,6
leeft op het land,25
leeft op het land en in het water,31
leeft soms in kerktorens,6
leeft tussen de mensen,4
leeft vooral aan de kust,7
leeft waar het vochtig is,23
leggen eieren in zand,8
legt eieren,258
legt eieren in het nest van andere vogels,9
legt geen eieren,7
legt grote eieren,15
legt kikkerdril,4
legt neten,10
lente,6
leven in families,7
ligt bewegingsloos in het water,6
ligt op bodem,8
ligt op pizza,11
lijkt gemeen,8
lijkt op de mens,5
lijkt op een kikker,4
lijkt op een koe,5
lijkt op een paard,21
lijkt op een salamander,5
lijkt op een slang,9
lijkt op een worm,6
lijkt op hagedis,9
lijkt op kameel,9
lijkt op krokodil,7
loeit,9
log,13
loopt in een rad,7
loopt traag,5
lui,9
maakt een 'oehoe'-geluid,12
maakt een knor-geluid,16
maakt een koerend geluid,15
maakt een piepend geluid,18
maakt gaten in bomen,12
maakt geen geluid,36
maakt geluid,59
maakt heel vervelend geluid,23
maakt herkenbaar geluid,8
maakt honing,22
maakt mierenhopen in zand/ aarde,4
maakt nesten op grote hoogte,4
maakt niet veel geluid,17
maakt scherp geluid,34
maakt sissend geluid,37
maakt veel lawaai,46
maakt veel vuil,13
maakt vreemd geluid,12
maakt wakker,10
maakt web,26
mannelijke kip,11
mannelijke koe = stier,6
mannetje- verschillende kleuren,10
meestal bruin-grijze kleur,4
meisjesnaam,13
mekkert,5
miauwt,6
middelgroot,5
moeilijk te verdelgen,10
moet boven water komen om lucht te happen,7
mooie kleuren,14
mottenballen als remedie,7
mugachtig beestje,4
muizenval,4
nachtdier,79
neutrale geur,5
niet erg geliefd bij de mens,24
niet lekker,27
ongedierte,12
onhygiënisch,4
onopvallend,20
ook wel aal genoemd,4
opbergsnavel,5
oranje snavel,20
ovale vorm,4
paling in 't groen,16
parasiet,8
past kleur aan aan omgeving,35
pikt,7
plant zich snel voort,17
plat,58
platte kop,4
platte staart,7
pluimstaart,18
pluizig,4
poolgebieden,9
prehistorisch dier,11
prooi,10
reptiel,127
ringen,5
rolt graag in de modder,17
rolt zich in een bolletje bij gevaar,19
rood,23
rood met zwarte stippen,15
rood of zwart,8
roze,33
ruikt bloed,7
ruikt niet lekker,4
rundachtig dier,6
ruw,5
ruwe huid,9
savanne,7
schattig indien klein,4
scheldnaam,5
scherp zicht,14
schuw,24
sierlijk,17
skeletten in musea,6
slaapt ondersteboven,16
slaapt op een stok,5
slijmerig,34
slikt zijn prooi in zijn geheel in,9
slingeren van boom tot boom,6
smaakt zout,19
snatert,6
sommige mensen zijn er allergisch voor,7
soort alligator,4
soort hagedis,14
soort kikker,5
soort slang,53
soort van krokodil,14
soort walvis,10
speelt hoofdrol in 'Jaws',5
spoelt soms aan op het strand,14
springen in water,6
springt,59
spuit inkt,15
spuwt,17
spuwt water uit zijn spuitgat,14
staart open bij angst,4
staat in de kerststal,6
staat in de stal,8
staat in de wei,29
staat soms op 1 poot,4
stamt af van de dinosauriërs,5
stamt af van de wolf,4
steekt,86
steekt kop in grond,14
steekt niet,10
sterk dier,25
stinkt,67
stoot zich geen 2x aan dezelfde steen,4
stripverhaal,4
tekenfilmfiguur,30
tjirpt,9
tok tok' als geluid,8
tokt op boom,7
trekt niet weg in de winter,23
trots,17
trouw,11
tsjilpt,23
typische vijand van een kat,8
uitgestorven,22
vaak gebruikt als waakhond,4
vaak losgelaten na trouw (huwelijksmis),8
vaak overreden door auto's,18
vaak stilzittend,10
valt aan,6
vangt muizen,10
veel gebruikt proefdier,6
veel haar,7
verkopen ze op de markt,6
verre landen,4
verschillende bereidingswijzen,14
verstopt zich gemakkelijk,10
vervelt,24
verzamelt nootjes,4
vettig,6
vin op de rug,14
vleeseters en planteneters,11
vleugels geven af,8
vliegt hoog,8
vliegt in V-formatie,4
voelt zacht aan,34
vogel,387
vooral in de zomer,83
vooral in zuiderse landen,5
vooral op platte land,5
vooral te zien in de winter,6
voorgerecht,4
voorouder van mens,15
vriendelijk,7
vrouwtje is bruin,8
vrouwtje van de haan,5
waggelt,9
wekt angst op,30
werd vroeger in geneeskunde gebruikt,5
werd vroeger veel gebruikt in de landbouw,4
werd vroeger voor post te bezorgen gebruikt,6
wild dier,6
worden opgelegd in olie,8
worden vechtkampen mee georganiseerd,5
wordt afgeschoten voor zijn huid,6
wordt cocon,16
wordt doodgeslagen door mensen,13
wordt door sommige mensen verzameld,5
wordt een vlinder,9
wordt geassocieerd met vampieren,6
wordt gebakken klaargemaakt,6
wordt gebruikt als aas door vissers,8
wordt gebruikt als lastdier,21
wordt gebruikt als voedsel voor reptielen,4
wordt gebruikt in shows,20
wordt gegeten (met pruimen),5
wordt gegeten door vogels,36
wordt gegeten in tomatensaus,5
wordt gegeten met Kerstmis,17
wordt gegeten op thanksgiving,7
wordt gehouden door duivenmelkers,4
wordt gepekeld,5
wordt geschoren voor de wol,18
wordt geserveerd als inktvisringen,4
wordt geserveerd in een restaurant,9
wordt geslacht,5
wordt geslacht als offer,4
wordt levertraan van gemaakt,4
wordt met wijsheid geassocieerd,5
wordt niet opgegeten,12
wordt op gejaagd,70
wordt op gevist,89
wordt opgegeten door andere dieren,9
wordt soms door mensen gegeten,27
wordt soms in een mand gestoken,4
wordt soms in het circus gebruikt,14
wordt vaak de prooi van een kat,15
wordt verdelgd,30
wurgt zijn prooi,23
zachte vacht,22
zandkleur,5
ze communiceren met elkaar,13
zebrapad,6
zeer prototypische vogel,4
zegt ia,9
zegt koekoek,15
zeldzaam,30
zes poten,76
ziet er lomp uit,4
ziet er slakachtig uit,4
ziet in het donker,12
ziet men op safari,5
zijn te vinden in de Ardennen,8
zilver,11
zingt,34
zit in blik,24
zit in het haar,21
zit in kleren,5
zit op bloemen,20
zit op draden van elektriciteitspalen,5
zit op fruit,7
zit vaak in parken,10
zit vaak onder stuk hout,5
zit veel op honden,6
zoemt,73
zolder,6
zoogdier,281
zorgt goed voor haar kroost,8
zorgt voor jeuk,50
zuigt bloed,46
zwaar,44
zwart,151
zwart met wit,89
zwarte ogen,6
zweeft,14
zwemt in bokaal,19
zwemt stroomopwaarts om eitjes te leggen,6
