exemplar,apron,bottle,bowl,can opener,colander,electric kettle,fork,fridge,glass,grater,kettle,knife,microwave oven,mixer,mug,nutcracker,oven,pan,percolator,place mat,plate,pot,scales,scissors,sieve,spatula,spoon,stove,teaspoon,toaster,towel,whisk,wok
kettle,5.0,3.0,15.0,4.0,12.0,12.0,2.0,5.0,2.0,4.0,20.0,3.0,14.0,8.0,4.0,2.0,7.0,16.0,4.0,6.0,3.0,2.0,10.0,2.0,8.0,6.0,5.0,2.0,5.0,13.0,2.0,4.0,4.0
knife,2.0,2.0,2.0,4.0,1.0,1.0,11.0,6.0,2.0,10.0,3.0,20.0,4.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,16.0,6.0,5.0,9.0,5.0,5.0,2.0,2.0,4.0,2.0
microwave oven,4.0,1.0,5.0,3.0,1.0,2.0,4.0,1.0,5.0,5.0,14.0,4.0,20.0,4.0,2.0,8.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,6.0,4.0,2.0,2.0,7.0,2.0,4.0,8.0
mixer,4.0,4.0,4.0,4.0,3.0,2.0,3.0,8.0,5.0,4.0,8.0,1.0,4.0,20.0,1.0,5.0,5.0,4.0,6.0,2.0,2.0,1.0,4.0,16.0,2.0,6.0,4.0,4.0,3.0,5.0,2.0,16.0,10.0
mug,5.0,3.0,6.0,5.0,5.0,8.0,4.0,3.0,4.0,6.0,4.0,4.0,2.0,1.0,20.0,1.0,4.0,13.0,7.0,7.0,4.0,11.0,6.0,5.0,1.0,5.0,3.0,2.0,3.0,2.0,4.0,6.0,4.0
nutcracker,4.0,2.0,3.0,2.0,4.0,6.0,5.0,2.0,3.0,2.0,2.0,2.0,8.0,5.0,1.0,20.0,2.0,1.0,2.0,3.0,4.0,6.0,5.0,4.0,5.0,4.0,2.0,2.0,5.0,5.0,4.0,1.0,5.0
oven,2.0,5.0,11.0,4.0,5.0,7.0,4.0,3.0,2.0,4.0,7.0,2.0,4.0,5.0,4.0,2.0,20.0,15.0,3.0,5.0,5.0,5.0,4.0,1.0,5.0,2.0,2.0,4.0,2.0,8.0,5.0,5.0,17.0
pan,1.0,2.0,13.0,2.0,6.0,7.0,1.0,6.0,2.0,3.0,16.0,2.0,4.0,4.0,13.0,1.0,15.0,20.0,5.0,9.0,13.0,16.0,2.0,2.0,12.0,9.0,3.0,5.0,4.0,2.0,2.0,4.0,13.0
percolator,3.0,2.0,5.0,2.0,2.0,16.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,6.0,7.0,2.0,3.0,5.0,20.0,2.0,5.0,5.0,4.0,2.0,5.0,3.0,1.0,2.0,4.0,2.0,5.0,2.0,4.0
place mat,2.0,5.0,5.0,2.0,2.0,5.0,3.0,1.0,3.0,4.0,6.0,2.0,1.0,2.0,7.0,3.0,5.0,9.0,2.0,20.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,4.0,5.0,15.0,2.0,2.0
plate,4.0,4.0,8.0,4.0,9.0,4.0,4.0,4.0,7.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,13.0,5.0,3.0,20.0,6.0,4.0,2.0,6.0,5.0,8.0,4.0,5.0,4.0,3.0,4.0,3.0
pot,4.0,15.0,18.0,6.0,1.0,12.0,2.0,1.0,11.0,2.0,2.0,2.0,4.0,1.0,11.0,6.0,5.0,16.0,5.0,2.0,6.0,20.0,3.0,3.0,9.0,6.0,6.0,2.0,1.0,6.0,2.0,9.0,16.0
scales,6.0,5.0,1.0,2.0,4.0,8.0,2.0,6.0,4.0,2.0,10.0,4.0,4.0,4.0,6.0,5.0,4.0,2.0,4.0,2.0,4.0,3.0,20.0,3.0,8.0,1.0,4.0,8.0,5.0,4.0,4.0,5.0,9.0
scissors,5.0,2.0,3.0,11.0,3.0,6.0,2.0,4.0,4.0,2.0,2.0,16.0,1.0,16.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,20.0,10.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0
sieve,4.0,4.0,14.0,3.0,16.0,5.0,5.0,2.0,5.0,16.0,8.0,6.0,4.0,2.0,1.0,5.0,5.0,12.0,5.0,5.0,6.0,9.0,8.0,10.0,20.0,3.0,2.0,2.0,1.0,4.0,6.0,5.0,13.0
spatula,5.0,2.0,4.0,2.0,5.0,4.0,1.0,5.0,3.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,2.0,9.0,3.0,2.0,5.0,6.0,1.0,2.0,3.0,20.0,16.0,5.0,4.0,4.0,6.0,5.0,3.0
spoon,1.0,4.0,2.0,4.0,5.0,2.0,5.0,2.0,1.0,2.0,5.0,9.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,8.0,6.0,4.0,1.0,2.0,16.0,20.0,4.0,19.0,2.0,2.0,14.0,8.0
stove,2.0,2.0,5.0,3.0,4.0,4.0,1.0,6.0,3.0,2.0,2.0,5.0,2.0,4.0,2.0,2.0,4.0,5.0,2.0,5.0,4.0,2.0,8.0,1.0,2.0,5.0,4.0,20.0,2.0,7.0,3.0,5.0,4.0
teaspoon,2.0,5.0,5.0,3.0,4.0,5.0,9.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,5.0,1.0,5.0,4.0,1.0,4.0,19.0,2.0,20.0,5.0,2.0,5.0,3.0
toaster,2.0,5.0,7.0,7.0,5.0,8.0,3.0,4.0,4.0,3.0,13.0,2.0,7.0,5.0,2.0,5.0,8.0,2.0,2.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,2.0,7.0,5.0,20.0,2.0,4.0,5.0
towel,16.0,2.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,5.0,15.0,3.0,2.0,4.0,4.0,6.0,6.0,2.0,3.0,2.0,2.0,20.0,2.0,2.0
whisk,1.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,16.0,6.0,1.0,5.0,4.0,2.0,2.0,4.0,9.0,5.0,5.0,5.0,5.0,14.0,5.0,5.0,4.0,2.0,20.0,3.0
wok,2.0,5.0,15.0,2.0,14.0,13.0,6.0,6.0,5.0,5.0,4.0,2.0,8.0,10.0,4.0,5.0,17.0,13.0,4.0,2.0,3.0,16.0,9.0,5.0,13.0,3.0,8.0,4.0,3.0,5.0,2.0,3.0,20.0
