exemplar,blackbird,canary,chickadee,chicken,crow,cuckoo,dove,duck,eagle,falcon,heron,magpie,ostrich,owl,parakeet,parrot,peacock,pelican,penguin,pheasant,robin,rooster,seagull,sparrow,stork,swallow,swan,turkey,vulture,woodpecker
pheasant,6.0,4.0,5.0,5.0,3.0,13.0,4.0,4.0,5.0,7.0,14.0,3.0,6.0,6.0,7.0,8.0,15.0,12.0,3.0,20.0,4.0,8.0,5.0,3.0,13.0,15.0,6.0,14.0,6.0,4.0
robin,11.0,11.0,14.0,8.0,5.0,4.0,7.0,2.0,3.0,3.0,4.0,5.0,2.0,5.0,16.0,3.0,4.0,5.0,3.0,4.0,20.0,3.0,4.0,13.0,2.0,3.0,2.0,3.0,5.0,16.0
rooster,4.0,8.0,6.0,16.0,6.0,12.0,3.0,4.0,6.0,5.0,7.0,3.0,4.0,5.0,5.0,7.0,8.0,6.0,2.0,8.0,3.0,20.0,3.0,3.0,3.0,10.0,6.0,12.0,5.0,10.0
seagull,12.0,4.0,11.0,5.0,8.0,11.0,10.0,3.0,3.0,3.0,4.0,13.0,5.0,5.0,7.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,20.0,6.0,4.0,17.0,6.0,4.0,3.0,5.0
sparrow,12.0,10.0,15.0,6.0,4.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,10.0,4.0,6.0,4.0,3.0,3.0,4.0,3.0,13.0,3.0,6.0,20.0,3.0,3.0,2.0,8.0,6.0,3.0
stork,6.0,6.0,3.0,4.0,11.0,11.0,2.0,2.0,5.0,3.0,14.0,6.0,10.0,3.0,6.0,7.0,11.0,15.0,3.0,13.0,2.0,3.0,4.0,3.0,20.0,5.0,5.0,4.0,3.0,6.0
swallow,13.0,4.0,6.0,4.0,11.0,10.0,13.0,3.0,6.0,7.0,10.0,11.0,7.0,3.0,3.0,6.0,6.0,3.0,6.0,15.0,3.0,10.0,17.0,3.0,5.0,20.0,3.0,10.0,6.0,4.0
swan,5.0,3.0,4.0,10.0,8.0,7.0,5.0,13.0,4.0,5.0,4.0,2.0,7.0,2.0,3.0,4.0,6.0,10.0,7.0,6.0,2.0,6.0,6.0,2.0,5.0,3.0,20.0,7.0,2.0,4.0
turkey,7.0,6.0,3.0,15.0,5.0,7.0,6.0,5.0,4.0,3.0,5.0,6.0,10.0,3.0,3.0,7.0,14.0,7.0,6.0,14.0,3.0,12.0,4.0,8.0,4.0,10.0,7.0,20.0,4.0,4.0
vulture,8.0,5.0,4.0,6.0,8.0,3.0,6.0,3.0,13.0,16.0,11.0,9.0,4.0,5.0,3.0,6.0,5.0,5.0,2.0,6.0,5.0,5.0,3.0,6.0,3.0,6.0,2.0,4.0,20.0,6.0
woodpecker,4.0,7.0,5.0,6.0,8.0,5.0,6.0,2.0,6.0,6.0,6.0,8.0,4.0,6.0,9.0,9.0,6.0,7.0,6.0,4.0,16.0,10.0,5.0,3.0,6.0,4.0,4.0,4.0,6.0,20.0
